epoch,learning_rate,validation_loss_Beta_Enth
0.0,0.0015848932089284062,0.011847119778394699
1.0,0.0015683840028941631,0.014037194661796093
2.0,0.0015520467422902584,0.01270377729088068
3.0,0.0015358797973021865,0.011446483433246613
4.0,0.0015198810724541545,0.011069698259234428
5.0,0.0015040490543469787,0.010840419679880142
6.0,0.0014883819967508316,0.010353250429034233
7.0,0.001472878153435886,0.010002757422626019
8.0,0.0014575357781723142,0.00980563648045063
9.0,0.0014423532411456108,0.008812849409878254
10.0,0.0014273286797106266,0.008751638233661652
11.0,0.0014124608132988214,0.010151510126888752
12.0,0.0013977477792650461,0.008596474304795265
13.0,0.0013831880642101169,0.007032063324004412
14.0,0.0013687798054888844,0.009980479255318642
15.0,0.0013545218389481306,0.009943905286490917
16.0,0.001340412301942706,0.008668255060911179
17.0,0.001326449797488749,0.0076668295077979565
18.0,0.0013126326957717538,0.010672749020159245
19.0,0.0012989594833925366,0.005893081892281771
20.0,0.0012854287633672357,0.0058816419914364815
21.0,0.0012720389058813453,0.005812359042465687
22.0,0.0012587886303663254,0.005482042673975229
23.0,0.0012456763070076704,0.010455677285790443
24.0,0.0012327005388215184,0.008046652190387249
25.0,0.0012198600452393293,0.009905848652124405
26.0,0.0012071531964465976,0.008880163542926311
27.0,0.0011945788282901049,0.005990348756313324
28.0,0.0011821354273706675,0.00625090254470706
29.0,0.0011698215967044234,0.010681752115488052
30.0,0.0011576359393075109,0.006111807189881802
31.0,0.0011455774074420333,0.006079759914427996
32.0,0.0011336442548781633,0.00811022613197565
33.0,0.0011218355502933264,0.013282561674714088
34.0,0.0011101498967036605,0.005664844531565905
35.0,0.0010985858971253037,0.0060496884398162365
36.0,0.0010871423874050379,0.010455979034304619
37.0,0.001075817970559001,0.006445508915930986
38.0,0.0010646117152646184,0.004530031234025955
39.0,0.0010535219917073846,0.004346861969679594
40.0,0.001042547868564725,0.004319132771342993
41.0,0.0010316881816834211,0.005465688183903694
42.0,0.0010209414176642895,0.004307731986045837
43.0,0.0010103066451847553,0.005234972573816776
44.0,0.0009997827000916004,0.004379524849355221
45.0,0.0009893683018162847,0.016713960096240044
46.0,0.0009790625190362334,0.005798548460006714
47.0,0.0009688640129752457,0.0127981873229146
48.0,0.0009587717358954251,0.004732480272650719
49.0,0.0009487845818512142,0.004500681534409523
50.0,0.0009389015031047165,0.00911631528288126
51.0,0.0009291213355027139,0.004786135628819466
52.0,0.0009194430313073099,0.004820432048290968
53.0,0.0009098656009882689,0.016586534678936005
54.0,0.0009003878221847117,0.009411785751581192
55.0,0.0008910088217817247,0.005879727657884359
56.0,0.0008817275520414114,0.005427318625152111
57.0,0.0008725430234335363,0.012431666254997253
58.0,0.0008634540718048811,0.004424834158271551
59.0,0.0008544597658328712,0.003998191095888615
60.0,0.0008455592324025929,0.012753859162330627
61.0,0.0008367513655684888,0.004085438791662455
62.0,0.0008280352340079844,0.006926958914846182
63.0,0.0008194099646061659,0.004055953584611416
64.0,0.0008108744514174759,0.0071418010629713535
65.0,0.0008024278795346618,0.008578886277973652
66.0,0.0007940693758428097,0.003682447597384453
67.0,0.0007857978343963623,0.00379906571470201
68.0,0.0007776124984957278,0.00512650515884161
69.0,0.0007695124368183315,0.008502073585987091
70.0,0.0007614967180415988,0.004337651189416647
71.0,0.000753564469050616,0.008818141184747219
72.0,0.0007457149331457913,0.004027373623102903
73.0,0.0007379470625892282,0.0037607226986438036
74.0,0.0007302602170966566,0.004817130044102669
