epoch,learning_rate,validation_loss_Beta_ProgVar
0.0,0.0015848932089284062,0.0005362018710002303
1.0,0.0015683840028941631,0.0005577384144999087
2.0,0.0015520467422902584,0.0002564694150350988
3.0,0.0015358797973021865,0.0002070123446173966
4.0,0.0015198810724541545,0.0003239138750359416
5.0,0.0015040490543469787,0.000162205018568784
6.0,0.0014883819967508316,0.0009630602435208857
7.0,0.001472878153435886,0.00081886030966416
8.0,0.0014575357781723142,0.00012742981198243797
9.0,0.0014423532411456108,0.00035608684993349016
10.0,0.0014273286797106266,0.00017140958516392857
11.0,0.0014124608132988214,0.00014281658513937145
12.0,0.0013977477792650461,0.00012185592640889809
13.0,0.0013831880642101169,0.00016190504538826644
14.0,0.0013687798054888844,0.00013371279055718333
15.0,0.0013545218389481306,0.0001400848850607872
16.0,0.001340412301942706,0.00012050142686348408
17.0,0.001326449797488749,0.00012162845087004825
18.0,0.0013126326957717538,0.00011789589188992977
19.0,0.0012989594833925366,0.00011609193461481482
20.0,0.0012854287633672357,0.0001326575584243983
21.0,0.0012720389058813453,0.00011045092833228409
22.0,0.0012587886303663254,0.00010322801972506568
23.0,0.0012456763070076704,0.00014178849232848734
24.0,0.0012327005388215184,0.00010611660400172696
25.0,0.0012198600452393293,0.00010942025255644694
26.0,0.0012071531964465976,0.00010628141171764582
27.0,0.0011945788282901049,0.0001096549240173772
28.0,0.0011821354273706675,9.637037146603689e-05
29.0,0.0011698215967044234,8.558161789551377e-05
30.0,0.0011576359393075109,9.648040577303618e-05
31.0,0.0011455774074420333,0.00011735114821931347
32.0,0.0011336442548781633,7.546948472736403e-05
33.0,0.0011218355502933264,0.00015277095371857285
34.0,0.0011101498967036605,7.234117219923064e-05
35.0,0.0010985858971253037,0.00010136932542081922
36.0,0.0010871423874050379,6.901050073793158e-05
37.0,0.001075817970559001,6.119458703324199e-05
38.0,0.0010646117152646184,5.623210017802194e-05
39.0,0.0010535219917073846,5.3980467782821506e-05
40.0,0.001042547868564725,5.2253177273087204e-05
41.0,0.0010316881816834211,5.388928548200056e-05
42.0,0.0010209414176642895,5.4262785852188244e-05
43.0,0.0010103066451847553,5.050571053288877e-05
44.0,0.0009997827000916004,5.97745856794063e-05
45.0,0.0009893683018162847,4.592696495819837e-05
46.0,0.0009790625190362334,5.613315079244785e-05
47.0,0.0009688640129752457,4.6981003833934665e-05
