    "Time(sec)"   ,     "rms[P]"     ,     "rms[U]"     ,     "rms[V]"     ,     "rms[T]"     ,"LinSolIter",    "LinSolRes"   ,       "CD"       , "avg_temp_outlet","avg_temp_outlet_scaled","avg_p_center_inlet","avg_p_cocenter_inlet",   "avg_p_inlet"  ,"avg_p_inlet_scaled"
0.08402820799999233,-8.182706873755436,-8.261190363597716,-8.265656350348882,-2.733573318680113,           5,-3.033097282537565,0.002376358024157206, 323.2147967217312,      0.4227731191965272,   1.848717246583883,      1.84692886332809, 1.847823054955987,  0.4235364670690963
0.08206467200000134,-8.183664705345098,-8.266334464252607,-8.269139078520146,-2.734635454898543,           5,-3.035093193204807,0.002374757713795339, 323.2547165369165,      0.4228253353232478,   1.849169549685694,     1.847380341012188, 1.848274945348941,   0.423640044118869
0.08162767000000315,-8.184614741675208,-8.271451846023769, -8.27261801362592,-2.735687008641175,           5,-3.037091755121983,0.002373161677449954, 323.2948956001713,      0.4228778905529927,   1.849616268772945,     1.847826481588629, 1.848721375180787,  0.4237423695624591
0.08051687900000104,-8.185557353391044,-8.276539744636853,-8.276093259869535,-2.736728590342003,           5,-3.039092086809139,0.002371570389946971, 323.3353286058463,      0.4229307779458382,   1.850057553612945,     1.848267363463765, 1.849162458538355,  0.4238434695495202
0.0816492219999958,-8.186492896778748,-8.281595309803716,-8.279564950066138,-2.737760795503701,           5,-3.041092422062769,0.002369984319798817,   323.37601026285,      0.4229839905809031,   1.850493560384711,     1.848703073569669,  1.84959831697719,  0.4239433719415979
0.08001684499998873,-8.187421715000132,-8.286615616980146,-8.283033245222096,-2.738784204267803,           5,-3.043091628831434,0.002368403928991213, 323.4169352970525,      0.4230375215594923,   1.850924448935814,     1.849133711802715, 1.850029080369265,  0.4240421065064323
0.08514936900000691, -8.18834413996453, -8.29159766752668,-8.286498335138415,-2.739799381224205,           5,-3.045087865932776,0.002366829672771321, 323.4580984534652,      0.4230913640079479,   1.851350380380145,     1.849559392825705, 1.850454886602925,  0.4241397048491831
0.08028150500000208,-8.189260494184079,-8.296538405992818,-8.289960437385927,-2.740806875473901,           5, -3.04707925270492,0.002365261999421318, 323.4994944981364,      0.4231455110801288,   1.851771514868529,     1.849980245128207, 1.850875879998368,  0.4242362000492441
0.08101976900000807, -8.19017109216321,-8.301434731643456,-8.293419795983807,-2.741807220941783,           5, -3.04906389914624,0.002363701350031073, 323.5411182197131,      0.4231999559594538,   1.852188009859655,     1.850396407834001, 1.851292208846828,  0.4243316260962039
0.08041011299999923,-8.191076241683923,-8.306283515237023,-8.296876678274824,-2.742800936797118,           5,-3.051040430409949,0.002362148158267597, 323.5829644307671,      0.4232546918606356,    1.85260001904113,     1.850808026141541, 1.851704022591336,  0.4244260172436525
0.08180400000000532,-8.191976244400607,-8.311081611551987,-8.300331372467284, -2.74378852788519,           5,-3.053006907048266,0.002360602850137062, 323.6250279689408,      0.4233097120311801,    1.85300769186563,     1.851215246369514, 1.852111469117572,  0.4245194073882224
0.08072866700000247, -8.19287139601591,-8.315825882931396,-8.303784184016257,-2.744770485109258,           5,-3.054962132440175,0.002359065843750757, 323.6673036979288,      0.4233650097526702,    1.85341117351945,     1.851618211570137, 1.852514692544793,  0.4246118295632497
0.0800308320000056,-8.193761985926942,-8.320513204759418,-8.307235433139734,-2.745747285764546,           5,-3.056904661292168,0.002357537549094168, 323.7097865084158,      0.4234205783419921,   1.853810605099694,     1.852017058385443, 1.852913831742568,  0.4247033155987989
0.08033442700001103,-8.194648296889069,-8.325140477814767,-8.310685452258566,-2.746719393829016,           5,-3.058833162265157,0.002356018367805892, 323.7524713189474,      0.4234764111524754,   1.854206123814342,     1.852411915349444, 1.853309019581893,  0.4247938959500114
