epoch,learning_rate,validation_loss_Temperature
0.0,0.0015848932089284062,0.004906256217509508
1.0,0.0015683840028941631,0.0035203115548938513
2.0,0.0015520467422902584,0.0030458474066108465
3.0,0.0015358797973021865,0.0033669876866042614
4.0,0.0015198810724541545,0.003394569968804717
5.0,0.0015040490543469787,0.0029636037070304155
6.0,0.0014883819967508316,0.003077665576711297
7.0,0.001472878153435886,0.002511755796149373
8.0,0.0014575357781723142,0.0032118840608745813
9.0,0.0014423532411456108,0.0036473057698458433
10.0,0.0014273286797106266,0.0028291267808526754
11.0,0.0014124608132988214,0.0022434829734265804
12.0,0.0013977477792650461,0.0022370717488229275
13.0,0.0013831880642101169,0.0018494360847398639
14.0,0.0013687798054888844,0.0017542144050821662
15.0,0.0013545218389481306,0.0017950161127373576
16.0,0.001340412301942706,0.0017670984379947186
17.0,0.001326449797488749,0.0019475879380479455
18.0,0.0013126326957717538,0.0018544199410825968
19.0,0.0012989594833925366,0.0016087674302980304
20.0,0.0012854287633672357,0.0015796876978129148
21.0,0.0012720389058813453,0.001569389016367495
22.0,0.0012587886303663254,0.001575356349349022
23.0,0.0012456763070076704,0.0015165096847340465
24.0,0.0012327005388215184,0.0014310418628156185
25.0,0.0012198600452393293,0.0035806738305836916
26.0,0.0012071531964465976,0.0015377330128103495
27.0,0.0011945788282901049,0.0016847772058099508
28.0,0.0011821354273706675,0.00144303182605654
29.0,0.0011698215967044234,0.0014751394046470523
30.0,0.0011576359393075109,0.0014544621808454394
31.0,0.0011455774074420333,0.0014537422684952617
32.0,0.0011336442548781633,0.0019808521028608084
33.0,0.0011218355502933264,0.0013285826425999403
34.0,0.0011101498967036605,0.0013273011427372694
35.0,0.0010985858971253037,0.0013571822782978415
36.0,0.0010871423874050379,0.0014269388047978282
37.0,0.001075817970559001,0.002136452589184046
38.0,0.0010646117152646184,0.001359066809527576
39.0,0.0010535219917073846,0.0016229513566941023
40.0,0.001042547868564725,0.0012907258933410048
41.0,0.0010316881816834211,0.0014130048220977187
42.0,0.0010209414176642895,0.0016432395204901695
43.0,0.0010103066451847553,0.0021224329248070717
44.0,0.0009997827000916004,0.002454878995195031
45.0,0.0009893683018162847,0.0013915685703977942
46.0,0.0009790625190362334,0.0014911881880834699
47.0,0.0009688640129752457,0.0014589601196348667
48.0,0.0009587717358954251,0.0012078002328053117
49.0,0.0009487845818512142,0.0013318146811798215
50.0,0.0009389015031047165,0.0012047288473695517
51.0,0.0009291213355027139,0.0014570903731510043
52.0,0.0009194430313073099,0.0012648907722905278
53.0,0.0009098656009882689,0.0012483481550589204
54.0,0.0009003878221847117,0.0012191536370664835
55.0,0.0008910088217817247,0.002684570150449872
56.0,0.0008817275520414114,0.0013015143340453506
57.0,0.0008725430234335363,0.0013777996646240354
58.0,0.0008634540718048811,0.0012968747178092599
59.0,0.0008544597658328712,0.0013356180861592293
60.0,0.0008455592324025929,0.0012954437406733632
61.0,0.0008367513655684888,0.001149138086475432
62.0,0.0008280352340079844,0.001163002336397767
63.0,0.0008194099646061659,0.0031925574876368046
64.0,0.0008108744514174759,0.0016533894231542945
65.0,0.0008024278795346618,0.0015750834718346596
66.0,0.0007940693758428097,0.0012210458517074585
