epoch,learning_rate,validation_loss_Beta_Enth
0.0,0.0015848932089284062,0.005488982889801264
1.0,0.0015683840028941631,0.002965714316815138
2.0,0.0015520467422902584,0.002275967039167881
3.0,0.0015358797973021865,0.002731046639382839
4.0,0.0015198810724541545,0.0027832994237542152
5.0,0.0015040490543469787,0.0026302500627934933
6.0,0.0014883819967508316,0.001619554590433836
7.0,0.001472878153435886,0.0014949843753129244
8.0,0.0014575357781723142,0.0009331619367003441
9.0,0.0014423532411456108,0.0014585427707061172
10.0,0.0014273286797106266,0.0020412809681147337
11.0,0.0014124608132988214,0.0008450451423414052
12.0,0.0013977477792650461,0.0007804023334756494
13.0,0.0013831880642101169,0.005739287938922644
14.0,0.0013687798054888844,0.0004911251598969102
15.0,0.0013545218389481306,0.00041891378350555897
16.0,0.001340412301942706,0.0002930457121692598
17.0,0.001326449797488749,0.00036150190862827003
18.0,0.0013126326957717538,0.0001863622310338542
19.0,0.0012989594833925366,0.0001967685529962182
20.0,0.0012854287633672357,0.0002830055309459567
21.0,0.0012720389058813453,0.00284358998760581
22.0,0.0012587886303663254,0.0002412656758679077
23.0,0.0012456763070076704,0.0001425292284693569
24.0,0.0012327005388215184,0.0015432159416377544
25.0,0.0012198600452393293,0.0001358646695734933
26.0,0.0012071531964465976,0.00014618456771131605
27.0,0.0011945788282901049,0.00021779697271995246
28.0,0.0011821354273706675,0.0006837616674602032
29.0,0.0011698215967044234,0.00031829625368118286
30.0,0.0011576359393075109,0.00018897998961620033
31.0,0.0011455774074420333,0.0005551070789806545
32.0,0.0011336442548781633,0.0001279190182685852
33.0,0.0011218355502933264,0.000212193961488083
34.0,0.0011101498967036605,0.00029962940607219934
35.0,0.0010985858971253037,0.0001561022800160572
36.0,0.0010871423874050379,0.00043317110976204276
37.0,0.001075817970559001,9.297383803641424e-05
38.0,0.0010646117152646184,0.00016597840294707566
39.0,0.0010535219917073846,0.00013605620188172907
40.0,0.001042547868564725,0.00013121079246047884
41.0,0.0010316881816834211,0.00011149449710501358
42.0,0.0010209414176642895,0.0001316843117820099
43.0,0.0010103066451847553,0.00010809248487930745
44.0,0.0009997827000916004,0.00020440766820684075
45.0,0.0009893683018162847,7.05485072103329e-05
46.0,0.0009790625190362334,0.00011403297685319558
47.0,0.0009688640129752457,8.193602116080001e-05
48.0,0.0009587717358954251,0.00021208786347415298
49.0,0.0009487845818512142,0.0002168392384191975
50.0,0.0009389015031047165,5.430899909697473e-05
51.0,0.0009291213355027139,9.898911957861856e-05
52.0,0.0009194430313073099,8.047387382248417e-05
53.0,0.0009098656009882689,6.271903112065047e-05
54.0,0.0009003878221847117,0.00013244873844087124
55.0,0.0008910088217817247,4.632307536667213e-05
56.0,0.0008817275520414114,0.0002675541036296636
57.0,0.0008725430234335363,8.259091555373743e-05
58.0,0.0008634540718048811,0.00022383690520655364
59.0,0.0008544597658328712,8.784086821833625e-05
60.0,0.0008455592324025929,7.811930117895827e-05
61.0,0.0008367513655684888,0.00014181942970026284
62.0,0.0008280352340079844,7.150875899242237e-05
63.0,0.0008194099646061659,0.0005341098876670003
64.0,0.0008108744514174759,0.0002855843340512365
65.0,0.0008024278795346618,0.00042726524407044053
66.0,0.0007940693758428097,0.00010273286898154765
67.0,0.0007857978343963623,8.667121437611058e-05
68.0,0.0007776124984957278,7.538871432188898e-05
69.0,0.0007695124368183315,7.667441968806088e-05
70.0,0.0007614967180415988,8.536951645510271e-05
71.0,0.000753564469050616,7.37089867470786e-05
72.0,0.0007457149331457913,6.970851973164827e-05
73.0,0.0007379470625892282,5.9956673794658855e-05
74.0,0.0007302602170966566,0.00013873190619051456
75.0,0.000722653407137841,6.402292638085783e-05
76.0,0.0007151258178055286,7.151516183512285e-05
77.0,0.0007076765759848058,0.0001554536138428375
78.0,0.0007003049831837416,0.00012768254964612424
79.0,0.0006930102244950831,0.00016636631335131824
80.0,0.0006857913685962558,7.950245344545692e-05
81.0,0.0006786477752029896,0.0001667915639700368
82.0,0.0006715785712003708,3.5160628613084555e-05
83.0,0.0006645829998888075,9.736645733937621e-05
