y value,alpha-H2,alpha-H,alpha-O,alpha-O2,alpha-OH,alpha-H2O,alpha-HO2,alpha-H2O2
4.116081939545072,-2.710606e+00,-8.543667e+00,-3.496603e-01,-7.742200e-01,-1.864222e+00,+2.932556e+00,+2.340731e+00,+2.630793e-02
4.116081939545072,-2.710606e+00,-8.543667e+00,-3.496603e-01,-7.742200e-01,-1.864222e+00,+2.932556e+00,+2.340731e+00,+2.630793e-02
4.115760821356381,-2.680684e+00,-8.490872e+00,-3.043645e-01,-7.165951e-01,-1.838491e+00,+2.987081e+00,+2.364641e+00,-4.393297e-02
4.115760821356381,-2.680684e+00,-8.490872e+00,-3.043645e-01,-7.165951e-01,-1.838491e+00,+2.987081e+00,+2.364641e+00,-4.393297e-02
4.115760821356381,-2.680684e+00,-8.490872e+00,-3.043645e-01,-7.165951e-01,-1.838491e+00,+2.987081e+00,+2.364641e+00,-4.393297e-02
4.115760821356381,-2.680684e+00,-8.490872e+00,-3.043645e-01,-7.165951e-01,-1.838491e+00,+2.987081e+00,+2.364641e+00,-4.393297e-02
4.115627205070516,-2.693237e+00,-8.474676e+00,-3.403497e-01,-7.902718e-01,-1.904056e+00,+2.920244e+00,+2.273832e+00,+1.533620e-02
4.115627205070516,-2.693237e+00,-8.474676e+00,-3.403497e-01,-7.902718e-01,-1.904056e+00,+2.920244e+00,+2.273832e+00,+1.533620e-02
4.115627205070516,-2.693237e+00,-8.474676e+00,-3.403497e-01,-7.902718e-01,-1.904056e+00,+2.920244e+00,+2.273832e+00,+1.533620e-02
4.115627205070516,-2.693237e+00,-8.474676e+00,-3.403497e-01,-7.902718e-01,-1.904056e+00,+2.920244e+00,+2.273832e+00,+1.533620e-02
4.1152498653186464,-2.705488e+00,-8.504989e+00,-3.404853e-01,-8.130752e-01,-1.897129e+00,+2.898622e+00,+2.279032e+00,-1.753370e-01
4.1152498653186464,-2.705488e+00,-8.504989e+00,-3.404853e-01,-8.130752e-01,-1.897129e+00,+2.898622e+00,+2.279032e+00,-1.753370e-01
4.1152498653186464,-2.705488e+00,-8.504989e+00,-3.404853e-01,-8.130752e-01,-1.897129e+00,+2.898622e+00,+2.279032e+00,-1.753370e-01
4.1152498653186464,-2.705488e+00,-8.504989e+00,-3.404853e-01,-8.130752e-01,-1.897129e+00,+2.898622e+00,+2.279032e+00,-1.753370e-01
4.1152498653186464,-2.705488e+00,-8.504989e+00,-3.404853e-01,-8.130752e-01,-1.897129e+00,+2.898622e+00,+2.279032e+00,-1.753370e-01
4.1152498653186464,-2.705488e+00,-8.504989e+00,-3.404853e-01,-8.130752e-01,-1.897129e+00,+2.898622e+00,+2.279032e+00,-1.753370e-01
4.1152498653186464,-2.705488e+00,-8.504989e+00,-3.404853e-01,-8.130752e-01,-1.897129e+00,+2.898622e+00,+2.279032e+00,-1.753370e-01
4.1152498653186464,-2.705488e+00,-8.504989e+00,-3.404853e-01,-8.130752e-01,-1.897129e+00,+2.898622e+00,+2.279032e+00,-1.753370e-01
4.1152498653186464,-2.705488e+00,-8.504989e+00,-3.404853e-01,-8.130752e-01,-1.897129e+00,+2.898622e+00,+2.279032e+00,-1.753370e-01
4.114994010878585,-2.680684e+00,-8.490872e+00,-3.043645e-01,-7.165951e-01,-1.838491e+00,+2.987081e+00,+2.356915e+00,-4.393297e-02
4.114991929870776,-2.676089e+00,-8.482367e+00,-2.108431e-01,-6.997464e-01,-1.854964e+00,+3.002558e+00,+2.374300e+00,-6.412386e-02
4.114991929870776,-2.676089e+00,-8.482367e+00,-2.108431e-01,-6.997464e-01,-1.854964e+00,+3.002558e+00,+2.374300e+00,-6.412386e-02
4.114991929870776,-2.676089e+00,-8.482367e+00,-2.108431e-01,-6.997464e-01,-1.854964e+00,+3.002558e+00,+2.374300e+00,-6.412386e-02
4.114991929870776,-2.676089e+00,-8.482367e+00,-2.108431e-01,-6.997464e-01,-1.854964e+00,+3.002558e+00,+2.374300e+00,-6.412386e-02
4.114991929870776,-2.676089e+00,-8.482367e+00,-2.108431e-01,-6.997464e-01,-1.854964e+00,+3.002558e+00,+2.374300e+00,-6.412386e-02
4.114991929870776,-2.676089e+00,-8.482367e+00,-2.108431e-01,-6.997464e-01,-1.854964e+00,+3.002558e+00,+2.374300e+00,-6.412386e-02
4.114991929870776,-2.676089e+00,-8.482367e+00,-2.108431e-01,-6.997464e-01,-1.854964e+00,+3.002558e+00,+2.374300e+00,-6.412386e-02
4.114991929870776,-2.676089e+00,-8.482367e+00,-2.108431e-01,-6.997464e-01,-1.854964e+00,+3.002558e+00,+2.374300e+00,-6.412386e-02
4.114062795148771,-2.698370e+00,-8.527200e+00,-3.013356e-01,-7.542127e-01,-1.843371e+00,+2.951693e+00,+2.351289e+00,+1.452735e-02
4.114062795148771,-2.698370e+00,-8.527200e+00,-3.013356e-01,-7.542127e-01,-1.843371e+00,+2.951693e+00,+2.351289e+00,+1.452735e-02
4.114062795148771,-2.698370e+00,-8.527200e+00,-3.013356e-01,-7.542127e-01,-1.843371e+00,+2.951693e+00,+2.351289e+00,+1.452735e-02
4.114062795148771,-2.698370e+00,-8.527200e+00,-3.013356e-01,-7.542127e-01,-1.843371e+00,+2.951693e+00,+2.351289e+00,+1.452735e-02
4.114062795148771,-2.698370e+00,-8.527200e+00,-3.013356e-01,-7.542127e-01,-1.843371e+00,+2.951693e+00,+2.351289e+00,+1.452735e-02
4.114062795148771,-2.698370e+00,-8.527200e+00,-3.013356e-01,-7.542127e-01,-1.843371e+00,+2.951693e+00,+2.351289e+00,+1.452735e-02
