epoch,learning_rate,validation_loss_ProdRateTot_PV
0.0,0.0015848932089284062,0.0408768355846405
1.0,0.0015683840028941631,0.06562931090593338
2.0,0.0015520467422902584,0.019736584275960922
3.0,0.0015358797973021865,0.015086892060935497
4.0,0.0015198810724541545,0.012121932581067085
5.0,0.0015040490543469787,0.006362344603985548
6.0,0.0014883819967508316,0.003913217224180698
7.0,0.001472878153435886,0.0036422726698219776
8.0,0.0014575357781723142,0.0030249531846493483
9.0,0.0014423532411456108,0.004165899474173784
10.0,0.0014273286797106266,0.003728654235601425
11.0,0.0014124608132988214,0.002622385509312153
12.0,0.0013977477792650461,0.004072136711329222
13.0,0.0013831880642101169,0.003262265818193555
14.0,0.0013687798054888844,0.0025673159398138523
15.0,0.0013545218389481306,0.004353274591267109
16.0,0.001340412301942706,0.0034059719182550907
17.0,0.001326449797488749,0.002982324454933405
18.0,0.0013126326957717538,0.00228660786524415
19.0,0.0012989594833925366,0.0034292356576770544
20.0,0.0012854287633672357,0.0023698348086327314
21.0,0.0012720389058813453,0.002316476544365287
22.0,0.0012587886303663254,0.0030932037625461817
23.0,0.0012456763070076704,0.002829603385180235
24.0,0.0012327005388215184,0.0037557727191597223
25.0,0.0012198600452393293,0.0021756102796643972
26.0,0.0012071531964465976,0.0023506947327405214
27.0,0.0011945788282901049,0.0014087825547903776
28.0,0.0011821354273706675,0.0014056098880246282
29.0,0.0011698215967044234,0.002247645752504468
30.0,0.0011576359393075109,0.0017354335868731141
31.0,0.0011455774074420333,0.0018140171887353063
32.0,0.0011336442548781633,0.0050072940066456795
33.0,0.0011218355502933264,0.001702281879261136
34.0,0.0011101498967036605,0.0030766301788389683
35.0,0.0010985858971253037,0.0026183912996202707
36.0,0.0010871423874050379,0.002253864426165819
37.0,0.001075817970559001,0.0020085624419152737
38.0,0.0010646117152646184,0.002264719922095537
39.0,0.0010535219917073846,0.0021614611614495516
40.0,0.001042547868564725,0.0013523437082767487
41.0,0.0010316881816834211,0.0013853670097887516
42.0,0.0010209414176642895,0.0013768040807917714
43.0,0.0010103066451847553,0.0013554473407566547
44.0,0.0009997827000916004,0.0022294167429208755
45.0,0.0009893683018162847,0.0015659945784136653
46.0,0.0009790625190362334,0.0013401469914242625
47.0,0.0009688640129752457,0.001349858706817031
48.0,0.0009587717358954251,0.0013386242790147662
49.0,0.0009487845818512142,0.0013344560284167528
50.0,0.0009389015031047165,0.0013305310858413577
51.0,0.0009291213355027139,0.001329887774772942
52.0,0.0009194430313073099,0.0013313776580616832
53.0,0.0009098656009882689,0.001334172091446817
54.0,0.0009003878221847117,0.0013385132187977433
55.0,0.0008910088217817247,0.0013468590332195163
56.0,0.0008817275520414114,0.0013620760291814804
57.0,0.0008725430234335363,0.00139535591006279
58.0,0.0008634540718048811,0.001502116327174008
59.0,0.0008544597658328712,0.0017191136721521616
60.0,0.0008455592324025929,0.0016282729338854551
61.0,0.0008367513655684888,0.001911340979859233
