    "Time(sec)"   ,    "rms[A_P]"    ,    "rms[A_U]"    ,    "rms[A_V]"    ,    "rms[A_T]"    ,"LinSolIter",    "LinSolRes"   , "avg_temp_outlet","avg_temp_outlet_scaled","avg_p_center_inlet","avg_p_cocenter_inlet",   "avg_p_inlet"  ,"avg_p_inlet_scaled"
0.07513133300000163,-4.188638379313022,-4.346716519354985,-4.661636146920125,-5.859334365366951,           7,-3.068419369952669,                 0,                       0,                   0,                     0,                 0,                   0
0.07635023299999943,-4.189175457538513,-4.347583980622471,-4.663244680869438,-5.860215671622886,           7, -3.06896859589509,                 0,                       0,                   0,                     0,                 0,                   0
0.07513044200000252,-4.189713109698257,-4.348441397974476,-4.664852154482114,  -5.8610942343159,           7,-3.069514772790249,                 0,                       0,                   0,                     0,                 0,                   0
  0.07884429100001,-4.190251355371871,-4.349288622426828,-4.666458912047244,-5.861970064490468,           7,-3.070057886492739,                 0,                       0,                   0,                     0,                 0,                   0
0.0745759229999976,-4.190790214318044,-4.350125508386993,-4.668065233277665, -5.86284317597347,           7,-3.070597924598072,                 0,                       0,                   0,                     0,                 0,                   0
0.07538241800000378,-4.191329706511993,-4.350951913652846,-4.669671334022932,-5.863713585357915,           7,-3.071134876447474,                 0,                       0,                   0,                     0,                 0,                   0
0.07580700600000512,-4.191869852185103,-4.351767699334379,-4.671277367667109,-5.864581311975505,           7,-3.071668733104644,                 0,                       0,                   0,                     0,                 0,                   0
0.07448512800000628,-4.192410671868388,-4.352572729708811,-4.672883427137696,-5.865446377864196,           7,-3.072199487306484,                 0,                       0,                   0,                     0,                 0,                   0
0.07634272900000383,-4.192952186440105,-4.353366872022877,-4.674489547441863,-5.866308807737222,           7,-3.072727133390298,                 0,                       0,                   0,                     0,                 0,                   0
0.07464862299998742,-4.193494417176383, -4.35414999625687,-4.676095708650661,-5.867168628958773,           7,-3.073251667200505,                 0,                       0,                   0,                     0,                 0,                   0
0.07627376599999991,-4.194037385802744,-4.354921974867907,-4.677701839242993,-5.868025871531642,           7,-3.073773085978576,                 0,                       0,                   0,                     0,                 0,                   0
0.07514168299999824,-4.194581114543365,-4.355682682528103,-4.679307819734614,-5.868880568100154,           7,-3.074291388239566,                 0,                       0,                   0,                     0,                 0,                   0
0.07533538600000611,-4.195125626164563,-4.356431995875545,-4.680913486512548,-5.869732753971142,           7,-3.074806573639873,                 0,                       0,                   0,                     0,                 0,                   0
0.07413715699999557,-4.195670944008857,-4.357169793292765,-4.682518635806833,-5.870582467153768,           7,-3.075318642839287,                 0,                       0,                   0,                     0,                 0,                   0
0.07526572199999748,-4.196217092016514, -4.35789595472875,-4.684123027731082,-5.871429748418475,           7,-3.075827597361963,                 0,                       0,                   0,                     0,                 0,                   0
0.07679658399999312,-4.196764094731858,-4.358610361576252,-4.685726390336026,-5.872274641373236,           7,-3.076333439459588,                 0,                       0,                   0,                     0,                 0,                   0
0.0765086880000041, -4.19731197729294,-4.359312896616201,-4.687328423616443,-5.873117192555038,           7,-3.076836171979478,                 0,                       0,                   0,                     0,                 0,                   0
0.07715943400000924,-4.197860765404125, -4.36000344403725,-4.688928803423336,-5.873957451532924,           7, -3.07733579824196,                 0,                       0,                   0,                     0,                 0,                   0
0.07677018199998997,-4.198410485292035,-4.360681889536934,-4.690527185234381,-5.874795471018887,           7, -3.07783232192767,                 0,                       0,                   0,                     0,                 0,                   0
0.07611926799999935, -4.19896116364677,-4.361348120507032,-4.692123207737961,-5.875631306981869,           7,-3.078325746978518,                 0,                       0,                   0,                     0,                 0,                   0
0.07693654300000219, -4.19951282755074,-4.362002026304166,  -4.6937164961934,-5.876465018760321,           7,-3.078816077512386,                 0,                       0,                   0,                     0,                 0,                   0
0.07787798799999734,-4.200065504398165,-4.362643498602775,-4.695306665531882,-5.877296669168173,           7,-3.079303317753706,                 0,                       0,                   0,                     0,                 0,                   0
0.08444367499998862,-4.200619221808792,-4.363272431826127,  -4.6968933231647,-5.878126324589836,           7, -3.07978747198002,                 0,                       0,                   0,                     0,                 0,                   0
0.07983103300000494,-4.201174007539052,-4.363888723647692,-4.698476071478269,-5.878954055059427,           7,-3.080268544484391,                 0,                       0,                   0,                     0,                 0,                   0
0.0807961030000115,-4.201729889393987,-4.364492275553716,-4.700054509992569, -5.87977993432004,           7,-3.080746539554093,                 0,                       0,                   0,                     0,                 0,                   0
0.08125292399999751,-4.202286895142718,-4.365082993456794,-4.701628237172907,-5.880604039859722,           7,-3.081221461464285,                 0,                       0,                   0,                     0,                 0,                   0
0.07930213400000241,-4.202845052439658,-4.365660788347621,-4.703196851893136, -5.88142645292052,           7,-3.081693314485398,                 0,                       0,                   0,                     0,                 0,                   0
0.07818209399999887,-4.203404388753034,-4.366225576973336,-4.704759954551726,-5.882247258478767,           7,-3.082162102904117,                 0,                       0,                   0,                     0,                 0,                   0
0.08040580200000136, -4.20396493130176,-4.366777282528413,-4.706317147859933,-5.883066545194267,           7,-3.082627831054336,                 0,                       0,                   0,                     0,                 0,                   0
0.0793220620000028, -4.20452670700083,-4.367315835346208,-4.707868037321656,-5.883884405327849,           7,-3.083090503358175,                 0,                       0,                   0,                     0,                 0,                   0
