epoch,learning_rate,validation_loss_Heat_Release,validation_loss_ProdRateTot_PV
0.0,0.0015848932089284062,1.5854809284210205,5.264801979064941
1.0,0.0015683735255151987,0.30392906069755554,0.6667112112045288
2.0,0.0015520260203629732,2.2478442192077637,8.191594123840332
3.0,0.0015358489472419024,1.899076223373413,7.350618839263916
4.0,0.0015198404435068369,2.570722818374634,9.036645889282227
5.0,0.001503998995758593,2.5616230964660645,9.021515846252441
6.0,0.0014883223921060562,2.5526106357574463,9.005545616149902
7.0,0.0014728093519806862,2.543833017349243,8.991352081298828
8.0,0.0014574580127373338,2.53595232963562,8.978962898254395
9.0,0.0014422665117308497,2.529125690460205,8.968019485473633
10.0,0.001427233568392694,2.5222599506378174,8.957626342773438
11.0,0.0014123572036623955,2.5170581340789795,8.949592590332031
12.0,0.0013976359041407704,2.510241746902466,8.940942764282227
13.0,0.0013830680400133133,2.5012288093566895,8.93233585357666
14.0,0.0013686519814655185,2.4816107749938965,8.917780876159668
15.0,0.001354386331513524,2.441359519958496,8.882802963256836
16.0,0.0013402693439275026,2.0361099243164062,7.78090763092041
17.0,0.0013262993888929486,1.6090682744979858,5.524117946624756
18.0,0.001312475185841322,0.5013890862464905,1.2164169549942017
19.0,0.0012987948721274734,0.22748811542987823,0.4830315411090851
20.0,0.0012852572835981846,0.5049242377281189,0.6938621997833252
21.0,0.00127186079043895,0.8446712493896484,2.9204983711242676
22.0,0.001258603879250586,0.5564344525337219,2.0147459506988525
23.0,0.0012454852694645524,0.3882218897342682,1.4085772037506104
24.0,0.0012325033312663436,0.33295825123786926,1.066245198249817
25.0,0.0012196566676720977,1.518190860748291,6.657123565673828
26.0,0.0012069439981132746,1.085860252380371,4.614579677581787
27.0,0.0011943636927753687,0.6636224985122681,2.562474012374878
28.0,0.0011819147039204836,1.086320161819458,4.617084503173828
29.0,0.0011695952853187919,0.6522884964942932,2.549865245819092
30.0,0.001157404389232397,0.47531092166900635,1.7811318635940552
31.0,0.0011453405022621155,0.3947277069091797,1.462260127067566
32.0,0.001133402343839407,0.3270455598831177,1.1773326396942139
33.0,0.0011215887498110533,0.25291046500205994,0.861241340637207
34.0,0.0011098980903625488,0.1795841008424759,0.4660027325153351
35.0,0.0010983295505866408,0.12699662148952484,0.21858833730220795
36.0,0.001086881384253502,0.09473665058612823,0.11948616057634354
37.0,0.0010755525436252356,0.07394472509622574,0.08121933788061142
38.0,0.0010643418645486236,0.06244596838951111,0.06768757849931717
39.0,0.001053247950039804,0.05355366691946983,0.05168389901518822
40.0,0.0010422697523608804,0.06955605745315552,0.09934913367033005
41.0,0.0010314059909433126,0.04836121201515198,0.06110066920518875
42.0,0.0010206553852185607,0.04893574118614197,0.07219046354293823
43.0,0.001010016887448728,0.03512519970536232,0.03918308764696121
44.0,0.0009994893334805965,0.2945166528224945,1.079549789428711
45.0,0.0009890715591609478,0.09727746248245239,0.20862577855587006
46.0,0.00097876216750592,0.06818369030952454,0.14117832481861115
47.0,0.0009685604018159211,0.3502197563648224,1.4026786088943481
48.0,0.0009584648651070893,0.25313010811805725,1.1319005489349365
49.0,0.0009484745096415281,0.28207215666770935,1.0101349353790283
50.0,0.0009385884623043239,0.14731630682945251,0.4912295341491699
51.0,0.0009288053843192756,0.11770182847976685,0.3436955213546753
52.0,0.0009191242279484868,0.13229161500930786,0.43878620862960815
53.0,0.0009095440036617219,0.07312075048685074,0.11518555134534836
54.0,0.0009000636055134237,0.1562316119670868,0.48102110624313354
55.0,0.0008906821021810174,0.371642529964447,1.2646459341049194
56.0,0.0008813983295112848,0.2835436463356018,0.9521333575248718
57.0,0.0008722112979739904,0.23368379473686218,0.7822386026382446
58.0,0.0008631200762465596,0.16830392181873322,0.46302205324172974
59.0,0.0008541236165910959,0.10567381978034973,0.25766390562057495
60.0,0.0008452209876850247,0.09335516393184662,0.19424737989902496
61.0,0.0008364109671674669,0.08723574131727219,0.1669205278158188
62.0,0.0008276929147541523,0.09394222497940063,0.20989786088466644
63.0,0.0008190657244995236,0.05288970097899437,0.08653607964515686
64.0,0.0008105284650810063,0.0412294864654541,0.07220838963985443
65.0,0.0008020801469683647,0.6690481901168823,1.1069024801254272
66.0,0.0007937198970466852,0.5787030458450317,0.899674117565155
67.0,0.0007854467839933932,0.4963984489440918,0.7241590023040771
68.0,0.000777259876485914,0.48812180757522583,0.7246319055557251
69.0,0.0007691583596169949,0.45507603883743286,0.6823740601539612
70.0,0.0007611413020640612,0.36689522862434387,0.5111939311027527
71.0,0.0007532077725045383,0.2753251791000366,0.3487590253353119
72.0,0.0007453568978235126,0.20995402336120605,0.24098767340183258
