epoch,learning_rate,validation_loss_Beta_Enth_Thermal,validation_loss_Beta_MixFrac,validation_loss_Beta_ProgVar,validation_loss_MolarWeightMix
91.0,0.0006108082015998662,2.898675484175328e-05,8.152713235176634e-06,0.00011456615175120533,1.738839091558475e-05
92.0,0.0006044416222721338,3.2881951483432204e-05,1.3992885214975104e-05,0.00012946565402671695,1.7453654436394572e-05
93.0,0.0005981413996778429,3.2049101719167084e-05,1.1936294868064579e-05,0.00012427869660314173,1.9149872969137505e-05
94.0,0.0005919068935327232,2.7532831154530868e-05,5.975742624286795e-06,0.00010355914128012955,1.7033145923051052e-05
95.0,0.000585737288929522,2.7403601052355953e-05,6.052032858860912e-06,0.00010223643766948953,1.7777761968318373e-05
96.0,0.0005796320037916303,2.800434776872862e-05,6.147370640974259e-06,0.00010171403846470639,1.7339150872430764e-05
97.0,0.0005735903978347778,3.254546754760668e-05,1.911569961521309e-05,0.0001510196307208389,1.969368167920038e-05
98.0,0.0005676117725670338,2.7691470677382313e-05,6.745248811057536e-06,0.00010081238724524155,1.742967106110882e-05
99.0,0.0005616954294964671,2.865334136004094e-05,6.272116479522083e-06,0.00010570353333605453,1.642256393097341e-05
100.0,0.0005558407283388078,2.810845398926176e-05,6.227857284102356e-06,9.879771823761985e-05,1.657772190810647e-05
101.0,0.0005500471452251077,2.6688221623771824e-05,7.4081785896851216e-06,9.831083298195153e-05,1.6496840544277802e-05
102.0,0.0005443138652481139,2.716264862101525e-05,5.659203907271149e-06,9.532422700431198e-05,1.561264434712939e-05
103.0,0.0005386403645388782,2.6317962692701258e-05,5.780549145129044e-06,9.137904999079183e-05,1.5933574104565196e-05
104.0,0.0005330260028131306,2.924913860624656e-05,5.940050868957769e-06,9.639688505558297e-05,1.554222581034992e-05
105.0,0.000527470197994262,3.0780047381995246e-05,8.800835530564655e-06,9.265881817555055e-05,1.552982757857535e-05
106.0,0.0005219722515903413,3.3627813536440954e-05,5.474630142998649e-06,9.656440670369193e-05,1.4988048860686831e-05
107.0,0.0005165315815247595,3.085720891249366e-05,6.392573141056346e-06,9.448152559343725e-05,1.5906933185760863e-05
108.0,0.0005111477221362293,3.141761044389568e-05,7.030866527202306e-06,0.0001042168223648332,1.780819184205029e-05
109.0,0.0005058199167251587,2.8026515792589635e-05,5.973124189040391e-06,9.096340363612399e-05,1.5381052435259335e-05
110.0,0.0005005476414225996,3.215518518118188e-05,5.279385277390247e-06,9.031835361383855e-05,1.4756209566257894e-05
111.0,0.0004953303141519427,3.7755158700747415e-05,5.274433078739094e-06,9.84526050160639e-05,1.6072708604042418e-05
112.0,0.0004901673528365791,4.0213391912402585e-05,5.932337899139384e-06,9.339694224763662e-05,1.5154360880842432e-05
113.0,0.00048505826271139085,2.6555009753792547e-05,1.0438012395752594e-05,9.602661157259718e-05,1.7370713976561092e-05
114.0,0.00048000243259593844,3.005264989042189e-05,5.579902790486813e-06,9.597161988494918e-05,1.4908458979334682e-05
115.0,0.0004749992222059518,3.5837903851643205e-05,5.205841716815485e-06,9.24895066418685e-05,1.7243703041458502e-05
116.0,0.00047004828229546547,2.736619171628263e-05,1.000961765385e-05,9.679435606813058e-05,1.7151700376416557e-05
117.0,0.0004651488270610571,3.1264396966435015e-05,5.348217200662475e-06,9.114552813116461e-05,1.474009968660539e-05
118.0,0.0004603005072567612,2.8088619728805497e-05,5.1077281568723265e-06,8.982830331660807e-05,1.4445724445977248e-05
119.0,0.00045550265349447727,2.6752037229016423e-05,5.6280227909155656e-06,8.889047603588551e-05,1.4524049220199231e-05
120.0,0.0004507549456320703,3.0168994271662086e-05,5.189386683923658e-06,8.703809726284817e-05,1.4342165741254576e-05
121.0,0.0004460566269699484,2.501937524357345e-05,1.2821573363908101e-05,8.810704457573593e-05,1.543626785860397e-05
122.0,0.0004414072900544852,3.295859642094001e-05,5.374788997869473e-06,8.949352923082188e-05,1.485061329731252e-05
123.0,0.00043680641101673245,2.8238751838216558e-05,5.1203646762587596e-06,8.478283416479826e-05,1.5036342119856272e-05
124.0,0.0004322534950915724,2.942072387668304e-05,5.229975158727029e-06,8.418100333074108e-05,1.427373535989318e-05
125.0,0.00042774801841005683,3.0135848646750674e-05,4.909398285235511e-06,8.267023076768965e-05,1.537973730592057e-05
126.0,0.0004232895153108984,3.39066464221105e-05,5.150910510565154e-06,8.391178562305868e-05,1.589749808772467e-05
127.0,0.0004188774910289794,3.537033626344055e-05,5.682830305886455e-06,9.510281233815476e-05,1.7594862583791837e-05
128.0,0.00041451139259152114,3.079593079746701e-05,7.684232514293399e-06,9.181963832816109e-05,1.9242364942329004e-05
129.0,0.0004101908707525581,3.104044299107045e-05,5.371315637603402e-06,8.774068555794656e-05,1.6125381080200896e-05
130.0,0.00040591537253931165,3.6265697417547926e-05,6.264411695156014e-06,8.431491733063012e-05,1.575226451677736e-05
131.0,0.000401684403186664,3.2370044209528714e-05,4.9461054913990665e-06,7.938563067000359e-05,1.8083392205880955e-05
132.0,0.00039749761344864964,2.883932029362768e-05,4.75701926916372e-06,8.135068492265418e-05,1.379414607072249e-05
133.0,0.0003933543630409986,2.875720565498341e-05,4.9131781452160794e-06,7.739129068795592e-05,1.3535169273382053e-05
134.0,0.0003892543900292367,2.504418807802722e-05,5.776257239631377e-06,7.820151949999854e-05,1.3647368177771568e-05
135.0,0.00038519708323292434,2.5165585611830465e-05,6.3777988543733954e-06,7.522264058934525e-05,1.3283483895065729e-05
136.0,0.00038118212250992656,3.1070168915903196e-05,4.699450528278248e-06,7.611856563016772e-05,1.4067090887692757e-05
137.0,0.00037720901309512556,3.133674181299284e-05,4.762744993058732e-06,7.670999912079424e-05,1.4888377336319536e-05
138.0,0.0003732772602234036,2.9575972803286277e-05,4.794282176590059e-06,7.604852726217359e-05,1.3330042747838888e-05
139.0,0.0003693865437526256,2.751500142039731e-05,5.063282515038736e-06,7.370684033958241e-05,1.3812139513902366e-05
140.0,0.0003655363107100129,3.1407762435264885e-05,5.184949714021059e-06,8.252478437498212e-05,1.3545245565182995e-05
141.0,0.00036172629916109145,2.95352019747952e-05,4.619528681359952e-06,7.46792065910995e-05,1.2905327821499668e-05
142.0,0.00035795592702925205,2.9393171644187532e-05,4.560578872769838e-06,7.443299546139315e-05,1.3142683201294858e-05
143.0,0.00035422490327619016,3.973373895860277e-05,5.5948548833839595e-06,7.471658318536356e-05,1.3746211152465548e-05
144.0,0.00035053270403295755,2.817385393427685e-05,4.780687959282659e-06,6.972160190343857e-05,1.4023952644492965e-05
145.0,0.0003468790673650801,2.9789523978251964e-05,4.54044493380934e-06,7.152049511205405e-05,1.4213742360880133e-05
146.0,0.0003432634402997792,2.7195908842259087e-05,4.611315944202943e-06,7.111119339242578e-05,1.3992530512041412e-05
147.0,0.0003396855609025806,2.799870890157763e-05,4.489766070037149e-06,6.92178073222749e-05,1.3533537639887072e-05
148.0,0.0003361449344083667,3.0190949473762885e-05,4.5009587665845174e-06,7.016084418864921e-05,1.3990545994602144e-05
149.0,0.00033264124067500234,2.9111613912391476e-05,4.492686002777191e-06,6.892132660141215e-05,1.420653370587388e-05
150.0,0.00032917404314503074,2.6134763174923137e-05,4.5775400394632015e-06,6.922626926098019e-05,1.4310243386717048e-05
151.0,0.00032574302167631686,2.8228088922332972e-05,4.439015356183518e-06,6.894971011206508e-05,1.4593612831959035e-05
152.0,0.0003223477106075734,2.6050222004414536e-05,4.529202669800725e-06,6.879439752083272e-05,1.4248599654820282e-05
153.0,0.00031898781890049577,2.506422060832847e-05,4.388968136481708e-06,7.018744508968666e-05,1.4720679246238433e-05
154.0,0.0003156629391014576,2.754644629021641e-05,4.751178039441584e-06,7.008374814176932e-05,1.535248156869784e-05
155.0,0.0003123727219644934,2.8566782930283807e-05,4.50290963271982e-06,6.656553887296468e-05,1.3579162441601511e-05
156.0,0.00030911676003597677,2.7157419026480056e-05,4.54158907814417e-06,6.623661465710029e-05,1.4892078979755752e-05
157.0,0.00030589482048526406,2.539853085181676e-05,4.36511527368566e-06,6.680784281343222e-05,1.3967953236715402e-05
158.0,0.00030270637944340706,2.520251837268006e-05,4.426136456459062e-06,6.668805872322991e-05,1.3714440683543216e-05
159.0,0.00029955123318359256,2.380216210440267e-05,4.356312729214551e-06,6.704362749587744e-05,1.362659259029897e-05
160.0,0.0002964289451483637,2.251726618851535e-05,4.34976118413033e-06,6.931407551746815e-05,1.5032786905067042e-05
161.0,0.00029333922429941595,2.4315662813023664e-05,4.626102054317016e-06,6.626701360801235e-05,1.395150593452854e-05
162.0,0.0002902816631831229,2.2188585717231035e-05,4.1962857721955515e-06,6.865945033496246e-05,1.5167168385232799e-05
163.0,0.00028725602896884084,2.201883398811333e-05,5.3499015848501585e-06,6.792596832383424e-05,1.5999119568732567e-05
164.0,0.00028426185599528253,2.3002752641332336e-05,4.21862068833434e-06,6.697655044263229e-05,1.460379826312419e-05
165.0,0.0002812989696394652,2.2550191715708934e-05,4.404044830152998e-06,6.455435504904017e-05,1.4276784895628225e-05
166.0,0.0002783669042401016,2.206876888521947e-05,4.249533958500251e-06,6.478374416474253e-05,1.4266570360632613e-05
167.0,0.0002754654560703784,2.2370753868017346e-05,4.4275129766901955e-06,6.509980448754504e-05,1.4668591575173195e-05
168.0,0.0002725941885728389,2.2568972781300545e-05,4.209507096675225e-06,6.377988756867126e-05,1.4325873962661717e-05
169.0,0.0002697529271245003,2.2128109776531346e-05,4.235597316437634e-06,6.496977584902197e-05,1.4331189049698878e-05
170.0,0.00026694120606407523,2.215682434325572e-05,4.326119778852444e-06,6.692116585327312e-05,1.4356038263940718e-05
171.0,0.00026415885076858103,2.1874726371606812e-05,4.221665221848525e-06,6.205993122421205e-05,1.4008061043568887e-05
172.0,0.00026140548288822174,2.2114043531473726e-05,4.547678599919891e-06,6.152514106361195e-05,1.3536228834709618e-05
173.0,0.00025868078228086233,2.1642521460307762e-05,4.0885829548642505e-06,6.226747063919902e-05,1.4315544831333682e-05
174.0,0.00025598451611585915,2.330659299332183e-05,5.55734004592523e-06,6.979648605920374e-05,1.4042809198144823e-05
175.0,0.0002533163351472467,2.1508258214453235e-05,4.990142770111561e-06,6.277015199884772e-05,1.461800820834469e-05
176.0,0.0002506759774405509,2.1726782506448217e-05,4.073672698723385e-06,6.167672108858824e-05,1.3880639016861096e-05
177.0,0.0002480630937498063,2.1602503693429753e-05,4.150491349719232e-06,6.052114622434601e-05,1.4420673323911615e-05
178.0,0.00024547750945203006,2.1316234779078513e-05,4.0427821659250185e-06,5.900343967368826e-05,1.3940099961473607e-05
179.0,0.0002429188316455111,2.1245125026325695e-05,4.537601398624247e-06,5.954345760983415e-05,1.3625589417642914e-05
180.0,0.00024038685660343617,2.1353162082959898e-05,4.086645731149474e-06,6.098087760619819e-05,1.3308310371940024e-05
181.0,0.00023788123507983983,2.1240928617771715e-05,3.998617557954276e-06,5.8179957704851404e-05,1.3185012903704774e-05
182.0,0.00023540176334790885,2.1185267542023212e-05,4.045044079248328e-06,5.7611545344116166e-05,1.3042700629739556e-05
183.0,0.000232948106713593,2.1087140339659527e-05,4.031878688692814e-06,5.806338958791457e-05,1.3143820979166776e-05
184.0,0.00023052006145007908,2.1002804714953527e-05,4.129983608436305e-06,5.713846621802077e-05,1.2725236047117505e-05
185.0,0.00022811729286331683,2.098860750265885e-05,4.392044957057806e-06,5.648692240356468e-05,1.2460569450922776e-05
186.0,0.00022573958267457783,2.090885209327098e-05,4.015483227703953e-06,5.629719453281723e-05,1.2369180694804527e-05
187.0,0.00022338665439747274,2.090767156914808e-05,4.043190983793465e-06,5.589204010902904e-05,1.2206163773953449e-05
188.0,0.00022105824609752744,2.0866937120445073e-05,3.921145889762556e-06,5.778411286883056e-05,1.2052890269842464e-05
189.0,0.00021875411039218307,2.0603065422619693e-05,4.0586473915027454e-06,5.769509880337864e-05,1.1950060070375912e-05
190.0,0.00021647399989888072,2.0656303604482673e-05,3.9180968087748624e-06,5.603431782219559e-05,1.1899700439244043e-05
191.0,0.00021421763813123107,2.078705801977776e-05,4.004722541139927e-06,5.54071921214927e-05,1.1560536222532392e-05
192.0,0.00021198482136242092,2.0609955754480325e-05,3.917105914297281e-06,5.506589513970539e-05,1.1615762559813447e-05
193.0,0.00020977522945031524,2.0482795662246644e-05,4.1809053072938696e-06,5.542768121813424e-05,1.1718625501089264e-05
194.0,0.00020758871687576175,2.0463676264625974e-05,4.5020037759968545e-06,5.541594873648137e-05,1.18475072667934e-05
195.0,0.00020542497804854065,2.043345375568606e-05,3.828969056485221e-06,5.504329965333454e-05,1.1693967280734796e-05
196.0,0.00020328379468992352,2.0381930880830623e-05,3.863279289362254e-06,5.5187440011650324e-05,1.1400259609217755e-05
197.0,0.00020116491941735148,2.037379272223916e-05,3.904115146724507e-06,5.422981848823838e-05,1.1322945283609442e-05
198.0,0.00019906814850401133,2.0392519218148664e-05,3.839430064545013e-06,5.402169335866347e-05,1.1583099876588676e-05
199.0,0.0001969931909115985,2.023545494012069e-05,3.845202172669815e-06,5.405630145105533e-05,1.1226708011236042e-05
200.0,0.00019493991567287594,2.0120331100770272e-05,3.7847512430744246e-06,5.3708336054114625e-05,1.1015115887857974e-05
201.0,0.00019290800264570862,2.0180445062578656e-05,3.800975719059352e-06,5.359096758184023e-05,1.1055079994548578e-05
202.0,0.00019089730631094426,2.016572943830397e-05,3.8146943097672192e-06,5.303541911416687e-05,1.107283605961129e-05
203.0,0.00018890752107836306,2.0015399059047922e-05,3.7621709907398326e-06,5.304766455083154e-05,1.0946725524263456e-05
204.0,0.00018693851598072797,2.0092466002097353e-05,3.7747931855847128e-06,5.2510986279230565e-05,1.0968292372126598e-05
205.0,0.00018499002908356488,1.994064041355159e-05,3.7512129438255215e-06,5.212292307987809e-05,1.0834468412213027e-05
206.0,0.00018306182755623013,1.9934910596930422e-05,3.770576540773618e-06,5.1681414333870634e-05,1.0807054422912188e-05
207.0,0.0001811537513276562,1.996800710912794e-05,3.845933861157391e-06,5.2102317567914724e-05,1.0885006304306444e-05
208.0,0.000179265538463369,1.9829127268167213e-05,3.7647446333721746e-06,5.231110844761133e-05,1.0771646884677466e-05
209.0,0.00017739702889230102,1.9775567125179805e-05,3.6990961689298274e-06,5.166582195670344e-05,1.070605776476441e-05
210.0,0.00017554796067997813,1.974291808437556e-05,3.7704239730373956e-06,5.1147904741810635e-05,1.0680199011403602e-05
211.0,0.00017371820285916328,1.989721022255253e-05,3.697224656207254e-06,5.2538693125825375e-05,1.0630146789480932e-05
212.0,0.00017190749349538237,1.9648159650387242e-05,3.7438278468471253e-06,5.062254058429971e-05,1.0604950148263015e-05
213.0,0.0001701156870694831,1.9646678993012756e-05,3.686471700348193e-06,5.118378612678498e-05,1.0626393304846715e-05
214.0,0.00016834252164699137,1.975797385966871e-05,3.6820601962972432e-06,5.149250864633359e-05,1.0556702363828663e-05
215.0,0.00016658786626067013,1.9700146367540583e-05,3.6922156141372398e-06,5.062624768470414e-05,1.0530986401136033e-05
216.0,0.00016485145897604525,1.9485871234792285e-05,3.651729457487818e-06,4.970663212588988e-05,1.0471710083947983e-05
217.0,0.00016313319792971015,1.949482066265773e-05,3.6724864003190305e-06,4.9914317060029134e-05,1.0496923096070532e-05
218.0,0.0001614328211871907,1.9834704289678484e-05,3.6415822251001373e-06,5.035626600147225e-05,1.048465674102772e-05
219.0,0.00015975018322933465,1.9345947293913923e-05,3.62252353625081e-06,4.8669146053725854e-05,1.0380436833656859e-05
220.0,0.00015808506577741355,1.9839002561639063e-05,3.6348103549244115e-06,5.0626491429284215e-05,1.0444577128509991e-05
221.0,0.0001564373233122751,1.975740997295361e-05,3.609628492995398e-06,5.000870078220032e-05,1.0405678040115163e-05
222.0,0.0001548067230032757,1.9897499441867694e-05,3.6276207993068965e-06,4.944788452121429e-05,1.0408285561425146e-05
223.0,0.0001531931629870087,1.9628283553174697e-05,3.6223011647962267e-06,4.90185666421894e-05,1.0353031029808335e-05
224.0,0.000151596381329,1.9293554942123592e-05,4.025436282972805e-06,4.670737325795926e-05,1.0418195415695664e-05
225.0,0.000150016276165843,1.9261929992353544e-05,3.5635800941236084e-06,4.8117195547092706e-05,1.0344986549171153e-05
226.0,0.00014845261466689408,1.9187789803254418e-05,3.7893985336268088e-06,4.749641448142938e-05,1.0351288437959738e-05
227.0,0.00014690526586491615,1.921228067658376e-05,3.598473995225504e-06,4.758004433824681e-05,1.0320912224415224e-05
228.0,0.00014537402603309602,1.9206625438528135e-05,3.624724286055425e-06,4.7665384045103565e-05,1.0292548722645734e-05
229.0,0.00014385877875611186,1.910533319460228e-05,3.7512181734200567e-06,4.714192618848756e-05,1.0327097697881982e-05
230.0,0.00014235930575523525,1.8988599549629726e-05,3.5724604003917193e-06,4.640260158339515e-05,1.0307277079846244e-05
231.0,0.00014087547606322914,1.909432467073202e-05,3.5347381981409853e-06,4.7226891183527187e-05,1.0246320925944019e-05
232.0,0.00013940710050519556,1.902970325318165e-05,3.82558300771052e-06,4.6499833842972293e-05,1.0296539585397113e-05
233.0,0.00013795403356198221,1.9006014554179274e-05,3.5447578738967422e-06,4.672334034694359e-05,1.0201145414612256e-05
234.0,0.00013651610061060637,1.8882974472944625e-05,3.555772764229914e-06,4.6117795136524364e-05,1.0211128937953617e-05
