epoch,learning_rate,validation_loss_MolarWeightMix
0.0,0.0015848932089284062,0.00021423297584988177
1.0,0.0015683840028941631,0.00014042462862562388
2.0,0.0015520467422902584,0.0002746136160567403
3.0,0.0015358797973021865,0.0005564806051552296
4.0,0.0015198810724541545,0.00022228121815714985
5.0,0.0015040490543469787,0.0001621260744286701
6.0,0.0014883819967508316,9.162454807665199e-05
7.0,0.001472878153435886,8.884289854904637e-05
8.0,0.0014575357781723142,9.247562411474064e-05
9.0,0.0014423532411456108,4.489773709792644e-05
10.0,0.0014273286797106266,3.624981764005497e-05
11.0,0.0014124608132988214,2.7104179025627673e-05
12.0,0.0013977477792650461,3.4371234505670145e-05
13.0,0.0013831880642101169,1.901740688481368e-05
14.0,0.0013687798054888844,1.7537160601932555e-05
15.0,0.0013545218389481306,1.71056053659413e-05
16.0,0.001340412301942706,1.6221598343690857e-05
17.0,0.001326449797488749,1.9086312022409402e-05
18.0,0.0013126326957717538,1.768934089341201e-05
19.0,0.0012989594833925366,1.6651509213261306e-05
20.0,0.0012854287633672357,1.642429197090678e-05
21.0,0.0012720389058813453,1.474643977417145e-05
22.0,0.0012587886303663254,1.4787341569899581e-05
23.0,0.0012456763070076704,1.461532974644797e-05
24.0,0.0012327005388215184,1.455487927159993e-05
25.0,0.0012198600452393293,1.5088259715412278e-05
26.0,0.0012071531964465976,1.5193185390671715e-05
27.0,0.0011945788282901049,1.4323246432468295e-05
28.0,0.0011821354273706675,1.6425186913693324e-05
29.0,0.0011698215967044234,1.416810573573457e-05
30.0,0.0011576359393075109,1.442199481971329e-05
31.0,0.0011455774074420333,1.590106330695562e-05
32.0,0.0011336442548781633,1.3531880540540442e-05
33.0,0.0011218355502933264,1.3922520338383038e-05
34.0,0.0011101498967036605,1.3850596587872133e-05
35.0,0.0010985858971253037,1.7224087059730664e-05
36.0,0.0010871423874050379,1.593022170709446e-05
37.0,0.001075817970559001,1.4958936844777782e-05
38.0,0.0010646117152646184,1.8467328118276782e-05
39.0,0.0010535219917073846,1.4087394447415136e-05
40.0,0.001042547868564725,1.9430945030762814e-05
41.0,0.0010316881816834211,1.730117219267413e-05
42.0,0.0010209414176642895,1.9098319171462208e-05
43.0,0.0010103066451847553,1.9724067897186615e-05
44.0,0.0009997827000916004,1.4017226021678653e-05
45.0,0.0009893683018162847,1.4172121154842898e-05
46.0,0.0009790625190362334,1.1824370631074999e-05
47.0,0.0009688640129752457,1.0337711501051672e-05
48.0,0.0009587717358954251,9.428540579392575e-06
49.0,0.0009487845818512142,1.1168058335897513e-05
50.0,0.0009389015031047165,9.49352397583425e-06
51.0,0.0009291213355027139,9.167064490611665e-06
52.0,0.0009194430313073099,1.104526745621115e-05
53.0,0.0009098656009882689,1.0606985597405583e-05
54.0,0.0009003878221847117,8.82808308233507e-06
55.0,0.0008910088217817247,1.0089123861689586e-05
56.0,0.0008817275520414114,9.61245496000629e-06
57.0,0.0008725430234335363,8.208920007746201e-06
58.0,0.0008634540718048811,9.305570529249962e-06
59.0,0.0008544597658328712,8.047747542150319e-06
60.0,0.0008455592324025929,7.946667210489977e-06
61.0,0.0008367513655684888,2.2002361220074818e-05
62.0,0.0008280352340079844,1.300111398450099e-05
63.0,0.0008194099646061659,1.1248393093410414e-05
64.0,0.0008108744514174759,1.0722415026975796e-05
65.0,0.0008024278795346618,1.0356170605518855e-05
66.0,0.0007940693758428097,1.01109326351434e-05
67.0,0.0007857978343963623,1.0822530384757556e-05
68.0,0.0007776124984957278,1.092929596779868e-05
69.0,0.0007695124368183315,1.1065867511206307e-05
70.0,0.0007614967180415988,1.015588622976793e-05
71.0,0.000753564469050616,1.0564440344751347e-05
72.0,0.0007457149331457913,1.0509466846997384e-05
73.0,0.0007379470625892282,1.0375447345722932e-05
74.0,0.0007302602170966566,9.973071428248659e-06
75.0,0.000722653407137841,1.0289578312949743e-05
76.0,0.0007151258178055286,9.906576451612636e-06
77.0,0.0007076765759848058,9.543060514261015e-06
78.0,0.0007003049831837416,9.319766832049936e-06
79.0,0.0006930102244950831,8.040042303036898e-06
80.0,0.0006857913685962558,8.824394171824679e-06
81.0,0.0006786477752029896,9.337999472336378e-06
82.0,0.0006715785712003708,9.585722182237078e-06
83.0,0.0006645829998888075,9.456110092287418e-06
84.0,0.0006576603627763689,9.431218131794594e-06
85.0,0.0006508097285404801,9.20885031518992e-06
86.0,0.0006440305151045322,9.21991522773169e-06
87.0,0.0006373218493536115,8.470451575703919e-06
88.0,0.0006306831492111087,8.58667499414878e-06
89.0,0.0006241135997697711,8.613827048975509e-06
90.0,0.0006176124443300068,7.815337085048668e-06
91.0,0.0006111790426075459,7.997192369657569e-06
92.0,0.0006048126379027963,7.533762072853278e-06
93.0,0.0005985125317238271,7.507211194024421e-06
94.0,0.0005922780255787075,7.409831141558243e-06
95.0,0.0005861085373908281,7.169793661887525e-06
96.0,0.0005800032522529364,7.042632660159143e-06
97.0,0.000573961588088423,7.088403890520567e-06
98.0,0.000567982904613018,7.045798611216014e-06
99.0,0.0005620663869194686,7.072309927025344e-06
100.0,0.0005562116275541484,6.76823265166604e-06
101.0,0.0005504177534021437,6.753430625394685e-06
102.0,0.0005446842988021672,6.747808583895676e-06
103.0,0.0005390105070546269,6.6425295699446e-06
104.0,0.0005333958542905748,6.59458055451978e-06
105.0,0.0005278397002257407,6.4673017732275184e-06
106.0,0.0005223413463681936,6.53054394206265e-06
107.0,0.0005169003852643073,6.3952738855732605e-06
108.0,0.0005115160020068288,6.710158231726382e-06
109.0,0.0005061877309344709,6.9197462835290935e-06
110.0,0.0005009149899706244,6.9225502556946594e-06
111.0,0.0004956971970386803,6.8062836362514645e-06
112.0,0.0004905337118543684,6.695266165479552e-06
113.0,0.0004854240105487406,6.634780220338143e-06
114.0,0.0004803675692528486,6.56660722597735e-06
115.0,0.0004753637476824224,6.505776127596619e-06
116.0,0.0004704120510723442,6.45733007331728e-06
117.0,0.00046551195555366576,6.418410976039013e-06
118.0,0.0004606629372574389,6.1094424381735735e-06
119.0,0.000455864385003224,6.278473847487476e-06
120.0,0.00045111580402590334,6.248676072573289e-06
121.0,0.0004464167286641896,6.165660579426913e-06
122.0,0.0004417665477376431,5.867648269486381e-06
123.0,0.00043716488289646804,5.703730494133197e-06
124.0,0.0004326110938563943,5.746374426962575e-06
125.0,0.00042810477316379547,7.125275715225143e-06
126.0,0.0004236453678458929,4.908762548438972e-06
127.0,0.00041923238313756883,5.429783414001577e-06
128.0,0.00041486541158519685,5.520048489415785e-06
129.0,0.00041054398752748966,5.6765111366985366e-06
130.0,0.0004062674706801772,5.790618160972372e-06
131.0,0.000402035511797294,5.441697794594802e-06
132.0,0.00039784767432138324,5.239247911958955e-06
133.0,0.00039370349259115756,4.648336471291259e-06
134.0,0.0003896024136338383,4.852454367210157e-06
135.0,0.0003855440590996295,4.980249741493026e-06
136.0,0.0003815280506387353,5.16453337695566e-06
137.0,0.0003775538061745465,4.303233708924381e-06
138.0,0.0003736209764610976,4.855672614212381e-06
139.0,0.00036972909583710134,4.051247742609121e-06
140.0,0.0003658778150565922,4.0830072975950316e-06
141.0,0.0003620665811467916,4.3120794543938246e-06
142.0,0.00035829507396556437,4.257589353073854e-06
143.0,0.00035456291516311467,4.046973117510788e-06
144.0,0.00035086952266283333,4.317611455917358e-06
145.0,0.0003472146636340767,3.946579909097636e-06
146.0,0.00034359784331172705,4.003960839327192e-06
147.0,0.00034001877065747976,3.6275607726565795e-06
148.0,0.0003364768926985562,3.711565113917459e-06
149.0,0.00033297191839665174,3.5672653666551923e-06
150.0,0.0003295035567134619,3.971470505348407e-06
151.0,0.00032607122557237744,3.4736908673949074e-06
152.0,0.00032267466303892434,3.469425564617268e-06
153.0,0.00031931346165947616,3.4223594411741942e-06
154.0,0.00031598733039572835,3.5492282677296316e-06
155.0,0.00031269583269022405,3.3674084534141002e-06
156.0,0.00030943856108933687,3.5869252315023914e-06
157.0,0.0003062153118662536,5.349614639271749e-06
158.0,0.00030302556115202606,4.395155428937869e-06
159.0,0.00029986907611601055,3.818810000666417e-06
160.0,0.00029674542020075023,3.777766551138484e-06
161.0,0.0002936543896794319,3.861348886857741e-06
162.0,0.00029059548978693783,3.5993864457850577e-06
163.0,0.0002875684585887939,4.827502380067017e-06
164.0,0.00028457300504669547,3.323555347378715e-06
165.0,0.00028160872170701623,3.450557869655313e-06
166.0,0.0002786752884276211,3.4214531297038775e-06
167.0,0.0002757724141702056,3.26038571074605e-06
168.0,0.0002728998370002955,3.247805807404802e-06
169.0,0.0002700571494642645,4.212815383652924e-06
170.0,0.000267244060523808,3.2194791401707334e-06
171.0,0.0002644603082444519,3.2893899515329394e-06
172.0,0.0002617055142764002,3.2531513625144726e-06
173.0,0.0002589794166851789,5.0835924412240274e-06
174.0,0.0002562817244324833,3.1825597943679895e-06
175.0,0.0002536121755838394,3.19707510243461e-06
176.0,0.0002509703626856208,3.212088813597802e-06
177.0,0.0002483561111148447,3.2045600164565258e-06
178.0,0.00024576912983320653,4.852091933571501e-06
179.0,0.00024320901138707995,4.113086106372066e-06
180.0,0.00024067559570539743,3.587604169297265e-06
181.0,0.00023816856264602393,3.263565304223448e-06
182.0,0.00023568769393023103,3.266118937972351e-06
183.0,0.0002332326112082228,3.271919240432908e-06
184.0,0.00023080311075318605,3.084338231928996e-06
185.0,0.00022839894518256187,3.045540779567091e-06
186.0,0.00022601979435421526,3.0194885312084807e-06
187.0,0.00022366542543750256,2.9354812340898206e-06
188.0,0.00022133557649794966,2.999982825713232e-06
189.0,0.00021903004380874336,2.953464218080626e-06
190.0,0.00021674850722774863,3.123195256193867e-06
191.0,0.00021449069026857615,2.8590093279490247e-06
192.0,0.0002122564474120736,2.8260315048100892e-06
193.0,0.000210045458516106,2.834563929354772e-06
194.0,0.00020785747619811445,4.2929545998049434e-06
195.0,0.0002056923258351162,4.051670657645445e-06
196.0,0.0002035497163888067,4.083246494701598e-06
197.0,0.00020142940047662705,3.4873678487201687e-06
198.0,0.00019933120347559452,3.3450392038503196e-06
199.0,0.00019725483434740454,3.2825596463226248e-06
200.0,0.0001952001330209896,3.2693837965780403e-06
201.0,0.0001931667939061299,3.210120894436841e-06
202.0,0.0001911546423798427,3.145508344459813e-06
203.0,0.00018916348926723003,3.0621995392721146e-06
204.0,0.00018719304352998734,2.9322031878109556e-06
205.0,0.00018524311599321663,2.765682211247622e-06
206.0,0.00018331350293010473,2.713612047955394e-06
207.0,0.00018140401516575366,2.794786723825382e-06
208.0,0.0001795143907656893,2.7551932362257503e-06
209.0,0.00017764445510692894,2.6591442292556167e-06
210.0,0.0001757940190145746,2.7027438136428827e-06
211.0,0.00017396283510606736,2.5903361802193103e-06
212.0,0.00017215072875842452,2.5823460418905597e-06
213.0,0.00017035749624483287,2.5992335395130794e-06
214.0,0.00016858296294230968,2.566391685832059e-06
215.0,0.00016682689602021128,2.5419278699700953e-06
216.0,0.00016508913540747017,2.5007334443216678e-06
217.0,0.00016336947737727314,2.5254244064853992e-06
218.0,0.000161667718202807,2.4715247946005547e-06
219.0,0.0001599836687091738,2.511108277758467e-06
220.0,0.00015831718337722123,2.494274440323352e-06
221.0,0.00015666807303205132,2.45965179601626e-06
222.0,0.00015503611939493567,2.4577077510912204e-06
223.0,0.00015342116239480674,2.489265170879662e-06
224.0,0.00015182305651251227,2.42466080635495e-06
225.0,0.00015024156891740859,2.4216296878876165e-06
226.0,0.00014867655409034342,2.392863507338916e-06
227.0,0.00014712783740833402,2.628303491292172e-06
228.0,0.00014559528790414333,2.3878758383943932e-06
229.0,0.0001440786727471277,2.387585936958203e-06
230.0,0.0001425778609700501,2.4869707431207644e-06
231.0,0.00014109269250184298,2.352123829041375e-06
232.0,0.00013962297816760838,2.3697555207036203e-06
233.0,0.00013816857244819403,2.386997948633507e-06
234.0,0.00013672932982444763,2.3816082830308005e-06
235.0,0.00013530507567338645,2.373964889557101e-06
236.0,0.00013389564992394298,2.294560317750438e-06
237.0,0.00013250090705696493,2.2940819235373056e-06
238.0,0.00013112071610521525,4.921566414850531e-06
