epoch,learning_rate,validation_loss_Beta_ProgVar
0.0,0.0015848932089284062,0.0004658385587390512
1.0,0.0015683840028941631,0.00022776487458031625
2.0,0.0015520467422902584,0.00028562155785039067
3.0,0.0015358797973021865,0.0005764163215644658
4.0,0.0015198810724541545,9.526471694698557e-05
5.0,0.0015040490543469787,0.00020227393542882055
6.0,0.0014883819967508316,9.233221499016508e-05
7.0,0.001472878153435886,4.276325125829317e-05
8.0,0.0014575357781723142,4.874041769653559e-05
9.0,0.0014423532411456108,3.288143125246279e-05
10.0,0.0014273286797106266,0.00011015012569259852
11.0,0.0014124608132988214,9.351822518510744e-05
12.0,0.0013977477792650461,0.00010641664994182065
13.0,0.0013831880642101169,4.465196616365574e-05
14.0,0.0013687798054888844,1.752677417243831e-05
15.0,0.0013545218389481306,1.65867659234209e-05
16.0,0.001340412301942706,1.4325015399663243e-05
17.0,0.001326449797488749,1.2056510968250223e-05
18.0,0.0013126326957717538,4.6830569772282615e-05
19.0,0.0012989594833925366,2.0276587747503072e-05
20.0,0.0012854287633672357,0.00011960528354393318
21.0,0.0012720389058813453,1.8959926819661632e-05
22.0,0.0012587886303663254,0.00011173399980179965
23.0,0.0012456763070076704,2.0025223420816474e-05
24.0,0.0012327005388215184,9.146664524450898e-05
25.0,0.0012198600452393293,9.012418740894645e-05
26.0,0.0012071531964465976,1.2388876712066121e-05
27.0,0.0011945788282901049,8.482433258905075e-06
28.0,0.0011821354273706675,9.066070197150111e-05
29.0,0.0011698215967044234,1.5924766557873227e-05
30.0,0.0011576359393075109,9.34535637497902e-06
31.0,0.0011455774074420333,6.579757155122934e-06
32.0,0.0011336442548781633,0.00020260225574020296
33.0,0.0011218355502933264,1.2064775546605233e-05
34.0,0.0011101498967036605,7.851009286241606e-06
35.0,0.0010985858971253037,6.798367394367233e-06
36.0,0.0010871423874050379,7.017667667241767e-05
37.0,0.001075817970559001,5.102207978779916e-06
38.0,0.0010646117152646184,1.6033905922085978e-05
39.0,0.0010535219917073846,4.629785689758137e-05
40.0,0.001042547868564725,1.024066295940429e-05
41.0,0.0010316881816834211,1.2327505828579888e-05
42.0,0.0010209414176642895,3.4844206311390735e-06
43.0,0.0010103066451847553,5.064712695457274e-06
44.0,0.0009997827000916004,5.914597932132892e-05
45.0,0.0009893683018162847,4.750644166051643e-06
46.0,0.0009790625190362334,1.3353763279155828e-05
47.0,0.0009688640129752457,2.2730922864866443e-05
48.0,0.0009587717358954251,2.2915221052244306e-05
49.0,0.0009487845818512142,3.3810931199695915e-05
50.0,0.0009389015031047165,2.249407407362014e-05
51.0,0.0009291213355027139,1.989751217479352e-05
52.0,0.0009194430313073099,1.3831488104187883e-05
53.0,0.0009098656009882689,1.9182374671800062e-05
54.0,0.0009003878221847117,1.626384437258821e-05
55.0,0.0008910088217817247,1.583639459568076e-05
56.0,0.0008817275520414114,1.4197716154740192e-05
57.0,0.0008725430234335363,1.1808301678684074e-05
58.0,0.0008634540718048811,1.0572599421720952e-05
59.0,0.0008544597658328712,9.814002623897977e-06
60.0,0.0008455592324025929,9.709341611596756e-06
61.0,0.0008367513655684888,1.015517864288995e-05
62.0,0.0008280352340079844,1.0798188668559305e-05
63.0,0.0008194099646061659,1.1196354535059072e-05
64.0,0.0008108744514174759,1.1399478353268933e-05
65.0,0.0008024278795346618,1.1129826816613786e-05
66.0,0.0007940693758428097,1.0442809070809744e-05
67.0,0.0007857978343963623,9.261728337150998e-06
68.0,0.0007776124984957278,7.98280871094903e-06
69.0,0.0007695124368183315,6.877728083054535e-06
70.0,0.0007614967180415988,6.270122867135797e-06
71.0,0.000753564469050616,5.933085503784241e-06
72.0,0.0007457149331457913,7.011105026322184e-06
73.0,0.0007379470625892282,2.8649008072534343e-06
74.0,0.0007302602170966566,7.1326248871628195e-06
75.0,0.000722653407137841,8.18166972749168e-06
76.0,0.0007151258178055286,1.1328614164085593e-05
77.0,0.0007076765759848058,5.3323501560953446e-06
78.0,0.0007003049831837416,2.313444019819144e-05
79.0,0.0006930102244950831,7.199516403488815e-06
80.0,0.0006857913685962558,6.456071332650026e-06
81.0,0.0006786477752029896,4.422796791914152e-06
82.0,0.0006715785712003708,5.06823471368989e-06
83.0,0.0006645829998888075,5.9739240896306e-06
84.0,0.0006576603627763689,3.7919448914180975e-06
85.0,0.0006508097285404801,4.8464735300512984e-06
86.0,0.0006440305151045322,2.8329604901955463e-06
87.0,0.0006373218493536115,4.309261839807732e-06
88.0,0.0006306831492111087,4.743782028526766e-06
89.0,0.0006241135997697711,5.523786512640072e-06
90.0,0.0006176124443300068,4.116446689295117e-06
91.0,0.0006111790426075459,2.9218765575933503e-06
92.0,0.0006048126379027963,4.13774750995799e-06
93.0,0.0005985125317238271,3.6614319469663315e-06
94.0,0.0005922780255787075,3.079799398619798e-06
95.0,0.0005861085373908281,2.6727091153588844e-06
96.0,0.0005800032522529364,2.0603129087248817e-06
97.0,0.000573961588088423,4.084615738975117e-06
98.0,0.000567982904613018,5.305621471052291e-06
99.0,0.0005620663869194686,3.888030732923653e-06
100.0,0.0005562116275541484,4.281808287487365e-06
101.0,0.0005504177534021437,4.809813617612235e-06
102.0,0.0005446842988021672,4.67535619463888e-06
103.0,0.0005390105070546269,1.1715660548361484e-05
104.0,0.0005333958542905748,4.289029675419442e-06
105.0,0.0005278397002257407,1.97604322238476e-06
106.0,0.0005223413463681936,4.049210019729799e-06
107.0,0.0005169003852643073,1.4616824728364008e-06
108.0,0.0005115160020068288,4.278976120986044e-06
109.0,0.0005061877309344709,2.723292709561065e-06
110.0,0.0005009149899706244,7.581099907838507e-06
111.0,0.0004956971970386803,3.2109826406667707e-06
112.0,0.0004905337118543684,2.149514330085367e-06
113.0,0.0004854240105487406,7.200325399026042e-06
114.0,0.0004803675692528486,2.4423297872999683e-06
115.0,0.0004753637476824224,4.542740498436615e-06
116.0,0.0004704120510723442,1.4436603805734194e-06
117.0,0.00046551195555366576,1.4390824389920454e-06
118.0,0.0004606629372574389,3.0496876206598245e-06
119.0,0.000455864385003224,1.3022203120272025e-06
120.0,0.00045111580402590334,1.4871427538309945e-06
121.0,0.0004464167286641896,1.6905439679248957e-06
122.0,0.0004417665477376431,3.242090997446212e-06
123.0,0.00043716488289646804,7.677121175220236e-06
124.0,0.0004326110938563943,2.126677145497524e-06
125.0,0.00042810477316379547,5.620602678391151e-06
126.0,0.0004236453678458929,4.922727839584695e-06
127.0,0.00041923238313756883,1.004652972369513e-06
128.0,0.00041486541158519685,5.179781965125585e-06
129.0,0.00041054398752748966,2.304619556525722e-06
130.0,0.0004062674706801772,2.063205329250195e-06
131.0,0.000402035511797294,6.203689736139495e-06
132.0,0.00039784767432138324,9.236671871803992e-07
133.0,0.00039370349259115756,2.446324742777506e-06
134.0,0.0003896024136338383,2.5320107397419633e-06
135.0,0.0003855440590996295,2.4824273623380577e-06
136.0,0.0003815280506387353,2.726684215303976e-06
137.0,0.0003775538061745465,1.1774005770348595e-06
138.0,0.0003736209764610976,2.536570036681951e-06
139.0,0.00036972909583710134,9.983012887460063e-07
140.0,0.0003658778150565922,1.0727234212026815e-06
141.0,0.0003620665811467916,1.6801702713564737e-06
142.0,0.00035829507396556437,1.565538696013391e-06
143.0,0.00035456291516311467,2.365704403928248e-06
144.0,0.00035086952266283333,2.3780717128829565e-06
145.0,0.0003472146636340767,2.256366542496835e-06
146.0,0.00034359784331172705,2.3099630652723135e-06
147.0,0.00034001877065747976,1.5414826748383348e-06
148.0,0.0003364768926985562,1.915026587084867e-06
149.0,0.00033297191839665174,1.965804813153227e-06
150.0,0.0003295035567134619,1.9959545625169994e-06
151.0,0.00032607122557237744,2.1041314539615996e-06
152.0,0.00032267466303892434,2.620249915707973e-06
153.0,0.00031931346165947616,1.8051432562060654e-06
154.0,0.00031598733039572835,1.3315016076376196e-06
155.0,0.00031269583269022405,6.026470600772882e-06
156.0,0.00030943856108933687,7.956538183861994e-07
157.0,0.0003062153118662536,6.734079533998738e-07
158.0,0.00030302556115202606,2.1948685571260285e-06
159.0,0.00029986907611601055,1.7677541563898558e-06
160.0,0.00029674542020075023,5.74330442759674e-07
161.0,0.0002936543896794319,8.557506703255058e-07
162.0,0.00029059548978693783,1.1648699000943452e-06
163.0,0.0002875684585887939,1.3454005056701135e-06
164.0,0.00028457300504669547,8.740475436752604e-07
165.0,0.00028160872170701623,7.989846153577673e-07
166.0,0.0002786752884276211,8.463605354336323e-07
167.0,0.0002757724141702056,8.236917778958741e-07
168.0,0.0002728998370002955,1.108411652239738e-06
169.0,0.0002700571494642645,9.863773584584123e-07
170.0,0.000267244060523808,2.8662423119385494e-06
171.0,0.0002644603082444519,6.994806653892738e-07
172.0,0.0002617055142764002,8.226132308664091e-07
173.0,0.0002589794166851789,1.1575154985621339e-06
174.0,0.0002562817244324833,7.264000601026055e-07
175.0,0.0002536121755838394,7.359460596489953e-07
176.0,0.0002509703626856208,1.1000502126989886e-06
177.0,0.0002483561111148447,8.172523280336463e-07
178.0,0.00024576912983320653,7.576863936264999e-07
179.0,0.00024320901138707995,1.1890811038028914e-06
180.0,0.00024067559570539743,6.278698378991976e-07
181.0,0.00023816856264602393,6.957658911233011e-07
182.0,0.00023568769393023103,6.17165198946168e-07
183.0,0.0002332326112082228,6.058562007638102e-07
184.0,0.00023080311075318605,5.313485758051684e-07
185.0,0.00022839894518256187,8.853870099301275e-07
