    "Time(sec)"   ,    "rms[A_P]"    ,    "rms[A_U]"    ,    "rms[A_V]"    ,"rms[ProgressVariable]","rms[EnthalpyTot]","rms[MixtureFraction]"
0.1309301500000046,  -7.7655453854787,-7.143324758389547,-7.618366741895518,     -6.437637128475785,-12.97493258285673,    -5.594247836049203
0.1312830809999994,-7.763979863661524,-7.170407763187415,-7.623890364764739,     -6.471114160634716,-13.00470141690816,    -5.608780067044218
 0.128072551999999, -7.76148948026224, -7.19471201857237,-7.628844401393354,     -6.502048594493425, -13.0322834441569,    -5.623582192244135
0.1293835590000043,-7.758556185940181,-7.216641718886783,-7.633245671018657,     -6.530025747529022,-13.05744700710355,    -5.638412367402898
0.1293981270000018,-7.755654689418656,-7.236421429586795,-7.637146093088519,     -6.554817914321833,-13.08003140896126,    -5.652905387702392
0.1312772799999991,-7.753222256861629,-7.254040103169396,-7.640624939178712,     -6.576329062072817,-13.09988595384971,    -5.666582144151803
       0.126950549,-7.751639070893602,-7.269269177524283,-7.643777297816116,     -6.594537802971722, -13.1168349578753,    -5.678884560148076
0.1270496599999973,-7.751217546256084,-7.281742154173978,-7.646701376688533,     -6.609460138385461,-13.13068200912418,    -5.689240134301827
0.1277447490000014,-7.752198610057861,-7.291075813912716,  -7.6494871483231,     -6.621140821029853,-13.14125170193274,     -5.69715033265932
0.1281544100000005,-7.754752860396562,-7.297003106107129,-7.652208033827241,     -6.629668057854879,-13.14845254769715,    -5.702284098379907
0.1292523050000014,-7.758984681598442,-7.299479483382735,-7.654916228327836,     -6.635197099651776,-13.15233578495214,    -5.704548576740198
0.1285498920000023, -7.76493775226708,-7.298729093747399,-7.657641291592402,     -6.637966850569176,-13.15312593611124,    -5.704112172385268
0.1307465370000003,-7.772600829252378,-7.295219203738269,-7.660390996818024,     -6.638299176595233, -13.1512109112057,    -5.701371990542066
0.1291340779999999,-7.781913130785092,-7.289579774472592,-7.663153218886951,     -6.636579486749302,-13.14709640681145,    -5.696879392900616
0.1298633639999949,-7.792769011200677,-7.282502481840457,-7.665897801471076,     -6.633224819308012, -13.1413419676023,    -5.691250497526007
0.1303239120000015,-7.805021894801659,-7.274651453573782, -7.66857775190578,     -6.628648988136585,-13.13449861430416,    -5.685087025807788
0.1294025149999953,-7.818487620841063,-7.266603230524779,-7.671129636392357,     -6.623233138842959,-13.12706186551646,    -5.678921711391617
0.1294209109999969,-7.832947466809851,-7.258817979765916,-7.673473551123989,     -6.617306346789174,-13.11944503665064,    -5.673190350096964
 0.131043327999997,-7.848151187379325,-7.251634927146754,-7.675513417585045,     -6.611137041693637,-13.11197078398485,    -5.668225039742907
 0.129682135000003,-7.863820458665099,-7.245282672614453,-7.677138517360356,     -6.604933475519235,-13.10487564423689,    -5.664260858355139
0.1293421689999974,-7.879653169815485,-7.239896624696196,-7.678227105391227,     -6.598850400657652,-13.09832204040628,    -5.661449189220901
0.1297689009999985,-7.895329062770382,-7.235538486217171, -7.67865261853885,     -6.592999154559304,-13.09241339387084,    -5.659873010256109
0.1276333140000006,-7.910517267796252,-7.232215060627958,-7.678292468430875,     -6.587458906050133,-13.08720947403216,    -5.659561472443458
 0.128464606999998,-7.924886264662014,-7.229895191521497,-7.677038759313556,     -6.582287493345781,-13.08274035705042,    -5.660502546095358
0.1294907349999974,-7.938116629572723,-7.228524477014147,-7.674809646166732,     -6.577530878675911, -13.0790182181704,    -5.662653403209237
 0.130557140999997,-7.949916511472758,-7.228037745194688,-7.671559624568655,     -6.573230694294216, -13.0760466912417,    -5.665948674273917
0.1286467489999978,-7.960039069598692,-7.228369353322677,-7.667286988593199,     -6.569429680658365,-13.07382781297917,    -5.670306920842194
0.1295663609999949,-7.968300189585372,-7.229461337114722,-7.662037085000122,     -6.566175036234077, -13.0723667065675,    -5.675635710911676
0.1283485540000058,-7.974593943984429, -7.23126938842516, -7.65590075545174,     -6.563519860326433,-13.07167424078731,     -5.68183565459768
0.1308929180000007, -7.97890288562076,-7.233766629870652, -7.64900827874501,     -6.561522969242734, -13.0717679363289,    -5.688803686079526
0.1273261019999978,-7.981300702562944,-7.236945202210125,-7.641519920184176,     -6.560247426944112,-13.07267141913748,    -5.696435799927789
0.1310341609999952, -7.98194607678762,-7.240815771385629,-7.633614649578747,     -6.559758143187755,-13.07441272500775,    -5.704629371873873
0.1289788790000017,-7.981068401755743,-7.245405170773943,-7.625478624055005,     -6.560118881724634,-13.07702176604145,    -5.713285136343761
0.1279573089999957,-7.978947689439716,-7.250752484313273,-7.617294729184584,     -6.561388966603328,-13.08052724170317,    -5.722308847647101
0.1305922889999991,-7.975891940378595,   -7.256903922214,-7.609233989435882,     -6.563619922173054, -13.0849532597937,     -5.73161263378129
0.1296075200000004,-7.972215242115956,-7.263906826279866,-7.601449168247073,      -6.56685221434071,-13.09031589137518,    -5.741116045624976
0.1281008450000058,-7.968219079115083,-7.271803072012757,-7.594070489672643,     -6.571112207335124,-13.09661985368721,    -5.750746813637988
0.1281768419999949,-7.964178210608559,-7.280622024450478,-7.587203171844347,     -6.576409412811686,-13.10385548884951,      -5.7604413322424
0.1266615899999977,-7.960331412320242,-7.290373082406918,-7.580926359724377,     -6.582734087701334,-13.11199618836068,    -5.770144896896391
0.1302108240000024,-7.956876628625576,-7.301037743908672,-7.575293041681893,     -6.590055245377713,-13.12099641593905,    -5.779811712168601
0.1303033109999987,-7.953969696604065,-7.312561082636556,-7.570330592782402,     -6.598319175420734,-13.13079049480155,     -5.78940467354563
0.1283753540000063, -7.95172571875664,-7.324842588061922,-7.566041674496067,     -6.607448607970466,-13.14129233868045,    -5.798894904457873
0.1287046699999976, -7.95022225312031, -7.33772655298629,-7.562405313942634,     -6.617342719998653,-13.15239632529736,    -5.808261014882344
0.1299639369999994,-7.949503661546091,-7.350992661746544,-7.559378076550667,     -6.627878231299905,-13.16397950084119,    -5.817488050680858
0.1290699340000003,-7.949586131098643,-7.364348204711196,-7.556895331724474,     -6.638911865034261,-13.17590525592093,    -5.826566121291608
0.1296151350000017,-7.950463023852119,-7.377424414092326,-7.554872688069166,     -6.650284427182797,-13.18802850984178,    -5.835488742863597
0.1286915439999987,-7.952110301988867,-7.389780590215747,-7.553207744675675,     -6.661826661556058,-13.20020227066798,    -5.844250991016411
0.1274166560000012,-7.954491823442182, -7.40092044271493,-7.551782360171239,      -6.67336684079604,-13.21228521224334,    -5.852847625232985
0.1297500849999977,-7.957564316645363,-7.410324480307941,-7.550465672732976,     -6.684739769010769,-13.22414966840064,      -5.8612713945441
 0.127687489000003,-7.961281842872509,-7.417499289948488,-7.549118096778781,     -6.695796526625081,-13.23568923928924,     -5.86951176391643
0.1278004759999973,-7.965599549956115,-7.422038816972457,-7.547596456798183,       -6.7064139737002,-13.24682511663387,    -5.877554284144805
0.1301063610000028,-7.970476534630429,-7.423685827758759,-7.545760284446667,     -6.716502836615545, -13.2575103077045,    -5.885380774964791
0.1305054919999975,-7.975877662181949,-7.422377317986677,-7.543479099090678,     -6.726013243936083,-13.26773119664123,    -5.892970398569205
0.1286450249999973,-7.981774249640204,-7.418259656577104,-7.540640238125619,     -6.734936880192268,-13.27750627163946,    -5.900301576614215
0.1294674199999974,  -7.9881435944728,-7.411668382482103,-7.537156553036584,     -6.743305448732499,-13.28688228083876,    -5.907354570545531
0.1294802050000001,-7.994967415209208,-7.403079482415014,-7.532973111433221,     -6.751185740284653,-13.29592844273755,    -5.914114424555177
0.1304644719999999,-8.002229351958018,-7.393047199292453,-7.528072019488783,     -6.758672127594282, -13.3047295487367,     -5.92057388102166
0.1308785900000018,-8.009911743611102,-7.382144312407968,-7.522474645749748,      -6.76587761470736,-13.31337882305399,    -5.926735853298144
0.1276475909999988,-8.017991949088552, -7.37091573323486,-7.516240872830756,     -6.772924609688758,-13.32197127364294,    -5.932615076925891
0.1310338000000044,-8.026438513498816, -7.35984929300052, -7.50946545211171,      -6.77993640188509,-13.33059804251538,    -5.938238671081137
0.1290313579999989,-8.035207501132025,-7.349362208889733, -7.50227197232279,      -6.78703000490263,-13.33934201285854,    -5.943645491025412
0.1283955829999996,-8.044239334509264,-7.339799106314581,-7.494805265247655,     -6.794310678950866,-13.34827471075504,     -5.94888432627607
0.1269596250000049,-8.053456494571479,-7.331437130509666,-7.487223194742045,     -6.801868149253121,-13.35745437609225,     -5.95401114456567
0.1286395939999991,-8.062762451890531,-7.324494527376978,-7.479688708498849,      -6.80977434030883,-13.36692499332743,    -5.959085689959099
0.1277410920000008,-8.072042198873222,-7.319140241579719,-7.472362826475611,     -6.818082334504644,-13.37671602942881,    -5.964167783803882
0.1296380180000014,-8.081164716509937, -7.31550310475197,-7.465398972800973,     -6.826826237704967,-13.38684264115521,    -5.969313662785768
0.1275285010000005,-8.089987606171025,-7.313679919111403,-7.458938799239824,     -6.836021663780463,-13.39730615034778,    -5.974572632586121
0.1290745720000004,-8.098363919292538,-7.313742193946766,-7.453109444100797,     -6.845666594648245,-13.40809462299053,    -5.979984229956527
 0.130305896000003,-8.106150915754208,-7.315741537539916,-7.448022038812284,     -6.855742440683466,-13.41918344693623,    -5.985576008524387
0.1298434240000006,-8.113220102283963,-7.319713814280344,-7.443771211236797,     -6.866215190778703,-13.43053585150672,    -5.991361987659443
0.1270130369999976,-8.119467519663978,-7.325682204336634, -7.44043532409528,     -6.877036586603375,-13.44210334609481,    -5.997341758294174
 0.129206577000005,-8.124822977881793,-7.333659284854901,-7.438077209796392,     -6.888145314872475,-13.45382611545081,    -6.003500208914365
0.1280582020000054,-8.129256901623588, -7.34364820950409,-7.436745202680972,     -6.899468237941488,-13.46563342582143,    -6.009807827771074
0.1295396280000034,-8.132783715558709,-7.355643006839536, -7.43647431409019,     -6.910921716005826,-13.47744414370526,    -6.016221541022018
0.1297901719999999,-8.135461241953717,-7.369627952522507,-7.437287437242406,     -6.922413090591941, -13.4891674846893,    -6.022686054624052
0.1295464919999887,-8.137386268990532,-7.385575894405668,-7.439196504205739,     -6.933842412422107,-13.50070413873499,    -6.029135679001694
0.1284985019999993,-8.138687083672144,-7.403445324638948,-7.442203545126052,     -6.945104483065496,-13.51194790252988,    -6.035496613584492
0.1279307260000024,-8.139514176929046,-7.423175898807973, -7.44630162028067,     -6.956091278509195,-13.52278796135523,    -6.041689661429934
0.1287660670000008,-8.140030436634305,-7.444682008204904,-7.451475610893612,     -6.966694769201884,-13.53311187942921,    -6.047633316583088
0.1269811559999994,-8.140401972999237,-7.467843938627353,-7.457702864087779,     -6.976810125192858,-13.54280933195273,    -6.053247133461938
0.1299901769999963,-8.140790373387889, -7.49249614845175,-7.464953695415811,     -6.986339206663719,-13.55177645269405,    -6.058455242182848
 0.128961493999995, -8.14134678648964,-7.518412369956793,-7.473191756371381,     -6.995194188654062,-13.55992059687442,    -6.063189827466914
0.1307248239999979, -8.14220788795626,-7.545287749829611,-7.482374279103179,     -7.003301099412669,-13.56716516495633,    -6.067394355885598
0.1284113429999962, -8.14349353468906,-7.572719358199483, -7.49245221387572,     -7.010602998625603,-13.57345404890684,    -6.071026322092353
 0.128159507999996,-8.145305781573214,-7.600188403632203,-7.503370279422352,     -7.017062513509072,-13.57875522209953,    -6.074059299325262
0.1310711610000084,-8.147728892270088,-7.627050514670422,-7.515066951226348,     -7.022663485666171,-13.58306305135931,    -6.076484129130732
0.1289674349999927,-8.150829996120287,-7.652543943682004,-7.527474420086525,     -7.027411542490972,-13.58639901428982,    -6.078309159974203
0.1302183570000039,-8.154660095788241,-7.675827572788126,-7.540518560846566,     -7.031333521298398,-13.58881071824764,    -6.079559535842419
0.1306591170000075,-8.159255194744434,-7.696057507707706,-7.554118961095648,      -7.03447579759454, -13.5903693251324,    -6.080275632519167
0.1280203390000025,-8.164637375653061,-7.712499162987184,-7.568189069644189,     -7.036901678378093,-13.59116568092908,    -6.080510811691312
0.1285581359999952, -8.17081571445844,-7.724652093471914,-7.582636533778013,     -7.038688115047506,-13.59130559075977,    -6.080328714639241
0.1285114669999956,-8.177786958153749,-7.732347705500239,-7.597363801824049,     -7.039922025105572,-13.59090471500314,    -6.079800336559391
0.1297299849999973,-8.185535927950394,-7.735781005460254,-7.612269067593107,     -7.040696526412845,-13.59008355593146,     -6.07900110072345
0.1293504040000073,-8.194035637180461,-7.735462601847895, -7.62724762764262,     -7.041107332770812,-13.58896288012793,    -6.078008120847424
0.1286566460000103,-8.203247136207557,-7.732111738222383,-7.642193700877324,     -7.041249510074087, -13.5876598322151,    -6.076897782424325
0.1296904690000105,-8.213119119995806,-7.726531538934529,-7.657002726544048,     -7.041214718202175,-13.58628485017993,    -6.075743720819859
0.1280862570000068,-8.223587359155003,-7.719503655685918,-7.671574106782892,     -7.041088988092008,-13.58493939169004,    -6.074615226742212
0.1304744800000037,-8.234574045149497,-7.711720523792486,-7.685814296870817,     -7.040951034043202,-13.58371440876487,    -6.073576065890929
0.1283023630000031,-8.245987176464398,-7.703754939045599,-7.699640078177817,      -7.04087105871478,-13.58268945810791,    -6.072683676983679
0.1282319769999987,-8.257720153796404,-7.696056849646546,-7.712981787573814,     -7.040909981245016,-13.58193231469527,    -6.071988691800292
0.1284028370000101,-8.269651795948677,-7.688965633174042,-7.725786232750028,     -7.041119011852486,-13.58149896120754,    -6.071534719456881
0.1286100049999988, -8.28164702682505,-7.682728727728843,-7.738019015911473,     -7.041539494376797,-13.58143383318307,    -6.071358334744986
0.1302768989999947,-8.293558504702832,-7.677520986581799, -7.74966601877378,     -7.042202947773569,-13.58177022555898,    -6.071489214647817
 0.127297114000001,-8.305229452646421,-7.673461944036402,-7.760733878035242,     -7.043131247945032, -13.5825307823285,    -6.071950380105221
0.1282031209999985,-8.316497881797062,-7.670629975020593,-7.771249384610803,     -7.044336904929091,-13.58372801606005,      -6.0727585019652
0.1282150650000062,-8.327202263429649,-7.669073289015487,-7.781257859444142,     -7.045823405129634,-13.58536482031725,    -6.073924243418152
0.1265008290000083,-8.337188495853971,-7.668818120585993,-7.790820666957194,     -7.047585600389668,-13.58743495621714,    -6.075452616649653
0.1290340420000007,-8.346317747734901,-7.669874600638524,-7.800012106830287,     -7.049610136849644,-13.58992350567056,    -6.077343339685959
0.1296844470000025,-8.354474488769862,-7.672240772066601,-7.808915963356109,     -7.051875927341907,-13.59280729703444,    -6.079591182788881
0.1306270239999918,-8.361573813871656,-7.675905135544113,-7.817621987549217,      -7.05435467844961,-13.59605531747648,    -6.082186300214422
0.1294276019999927,-8.367567106880827,-7.680848019406586,-7.826222547265372,      -7.05701148854165,-13.59962913402192,    -6.085114547612243
0.1285724429999959,-8.372445227248251,-7.687041981797978,-7.834809619450155,     -7.059805537747213,-13.60348335193219,    -6.088357786683343
0.1298677509999919,-8.376238733475152,-7.694451380811856,-7.843472228197911,       -7.0626908904058,-13.60756614404412,    -6.091894182553759
0.1295930410000068,-8.379015112149593, -7.70303118947087,-7.852294366964003,      -7.06561742928081,-13.61181988729835,    -6.095698502828076
0.1310285980000003,-8.380873443689083,-7.712725092549426,-7.861353388815638,     -7.068531934037757, -13.6161819434127,    -6.099742427211803
0.1279733679999993,-8.381937287043538,-7.723462877752661,-7.870718810385161,     -7.071379308267652,-13.62058561763425,    -6.103994879797769
0.1280965660000106,-8.382346728789489,-7.735157136491349,-7.880451451181171,     -7.074103946080362,-13.62496132278545,    -6.108422397105377
0.1307304030000012,-8.382250504672786,-7.747699322943113,-7.890602819568162,      -7.07665121393873,-13.62923796288997,     -6.11298954412996
0.1297450240000018,-8.381798912087731,-7.760955301407306,-7.901214656716887,     -7.078969006618933,-13.63334453339055,    -6.117659390581792
0.1308845709999957,-8.381137966213315,-7.774760656621408,-7.912318554468071,      -7.08100931957167,-13.63721191277485,    -6.122394057942262
