epoch,learning_rate,validation_loss_Heat_Release
0.0,0.0015848932089284062,0.10121593624353409
1.0,0.0015683840028941631,1.5696532726287842
2.0,0.0015520467422902584,1.0311700105667114
3.0,0.0015358797973021865,0.7703893184661865
4.0,0.0015198810724541545,0.22500714659690857
5.0,0.0015040490543469787,0.5233990550041199
6.0,0.0014883819967508316,0.14798249304294586
7.0,0.001472878153435886,0.15882468223571777
8.0,0.0014575357781723142,0.08074945956468582
9.0,0.0014423532411456108,0.23672226071357727
10.0,0.0014273286797106266,0.8828398585319519
11.0,0.0014124608132988214,1.3112621307373047
12.0,0.0013977477792650461,0.9153739809989929
13.0,0.0013831880642101169,0.4708614647388458
14.0,0.0013687798054888844,0.9671070575714111
15.0,0.0013545218389481306,0.8705682158470154
16.0,0.001340412301942706,0.8239105939865112
17.0,0.001326449797488749,0.581619918346405
18.0,0.0013126326957717538,0.39512771368026733
19.0,0.0012989594833925366,0.33948665857315063
20.0,0.0012854287633672357,0.3089534640312195
21.0,0.0012720389058813453,0.33037471771240234
22.0,0.0012587886303663254,0.2602577805519104
23.0,0.0012456763070076704,0.17070062458515167
24.0,0.0012327005388215184,0.32110029458999634
25.0,0.0012198600452393293,0.24951256811618805
26.0,0.0012071531964465976,0.33815789222717285
27.0,0.0011945788282901049,0.19983288645744324
28.0,0.0011821354273706675,3.072431802749634
29.0,0.0011698215967044234,2.685767650604248
30.0,0.0011576359393075109,2.582338571548462
31.0,0.0011455774074420333,2.544245719909668
32.0,0.0011336442548781633,2.4850988388061523
33.0,0.0011218355502933264,2.435004472732544
34.0,0.0011101498967036605,2.4081332683563232
35.0,0.0010985858971253037,2.3637027740478516
36.0,0.0010871423874050379,2.3810198307037354
37.0,0.001075817970559001,2.34869384765625
38.0,0.0010646117152646184,2.3750007152557373
39.0,0.0010535219917073846,2.3325400352478027
40.0,0.001042547868564725,2.3194570541381836
41.0,0.0010316881816834211,2.320751905441284
42.0,0.0010209414176642895,2.295441150665283
43.0,0.0010103066451847553,2.2318902015686035
44.0,0.0009997827000916004,1.4669667482376099
45.0,0.0009893683018162847,0.8980455994606018
46.0,0.0009790625190362334,0.30958643555641174
47.0,0.0009688640129752457,0.2844312787055969
48.0,0.0009587717358954251,0.4010471999645233
49.0,0.0009487845818512142,0.12609517574310303
50.0,0.0009389015031047165,1.0746591091156006
51.0,0.0009291213355027139,0.4682019352912903
52.0,0.0009194430313073099,0.18993015587329865
53.0,0.0009098656009882689,0.11061614006757736
54.0,0.0009003878221847117,0.08697976171970367
55.0,0.0008910088217817247,0.0919312909245491
56.0,0.0008817275520414114,0.05736497789621353
57.0,0.0008725430234335363,0.33900976181030273
58.0,0.0008634540718048811,0.07362661510705948
59.0,0.0008544597658328712,0.9573748111724854
60.0,0.0008455592324025929,0.7781825661659241
61.0,0.0008367513655684888,0.5448435544967651
62.0,0.0008280352340079844,0.35435739159584045
63.0,0.0008194099646061659,0.156682088971138
64.0,0.0008108744514174759,0.10226970911026001
65.0,0.0008024278795346618,0.10272327810525894
66.0,0.0007940693758428097,0.1734323650598526
67.0,0.0007857978343963623,0.09181222319602966
68.0,0.0007776124984957278,0.056709207594394684
69.0,0.0007695124368183315,0.04438336193561554
70.0,0.0007614967180415988,0.1719304770231247
71.0,0.000753564469050616,0.050753287971019745
72.0,0.0007457149331457913,0.09820609539747238
73.0,0.0007379470625892282,0.06730205565690994
74.0,0.0007302602170966566,0.20977260172367096
75.0,0.000722653407137841,0.18987222015857697
76.0,0.0007151258178055286,0.1698024719953537
77.0,0.0007076765759848058,0.533513069152832
78.0,0.0007003049831837416,0.10135406255722046
79.0,0.0006930102244950831,0.06007333844900131
80.0,0.0006857913685962558,0.126236692070961
81.0,0.0006786477752029896,0.636692464351654
82.0,0.0006715785712003708,0.47909414768218994
83.0,0.0006645829998888075,0.3652302324771881
84.0,0.0006576603627763689,0.2570030093193054
85.0,0.0006508097285404801,0.2008514404296875
86.0,0.0006440305151045322,0.16530528664588928
87.0,0.0006373218493536115,0.20456665754318237
88.0,0.0006306831492111087,0.12738114595413208
89.0,0.0006241135997697711,0.09679891169071198
90.0,0.0006176124443300068,0.08317937701940536
91.0,0.0006111790426075459,0.057724375277757645
92.0,0.0006048126379027963,0.17530933022499084
93.0,0.0005985125317238271,0.0726829320192337
94.0,0.0005922780255787075,0.05420680344104767
95.0,0.0005861085373908281,0.05661587789654732
96.0,0.0005800032522529364,0.08947049826383591
97.0,0.000573961588088423,0.1821645349264145
98.0,0.000567982904613018,0.08193603157997131
99.0,0.0005620663869194686,0.061690349131822586
100.0,0.0005562116275541484,0.052001506090164185
101.0,0.0005504177534021437,0.04886283725500107
102.0,0.0005446842988021672,0.06817979365587234
103.0,0.0005390105070546269,0.19242867827415466
104.0,0.0005333958542905748,0.10680083185434341
105.0,0.0005278397002257407,0.08477868139743805
106.0,0.0005223413463681936,0.07847603410482407
107.0,0.0005169003852643073,0.09708978980779648
108.0,0.0005115160020068288,0.10305352509021759
109.0,0.0005061877309344709,0.07766681164503098
110.0,0.0005009149899706244,0.11888884752988815
111.0,0.0004956971970386803,0.07772427797317505
112.0,0.0004905337118543684,0.06678976118564606
113.0,0.0004854240105487406,0.06188859045505524
114.0,0.0004803675692528486,0.07564809918403625
115.0,0.0004753637476824224,0.056246012449264526
116.0,0.0004704120510723442,0.04331466928124428
117.0,0.00046551195555366576,0.10065971314907074
118.0,0.0004606629372574389,0.06838341057300568
119.0,0.000455864385003224,0.04553310200572014
120.0,0.00045111580402590334,0.07148230075836182
121.0,0.0004464167286641896,0.11678018420934677
122.0,0.0004417665477376431,0.10215263068675995
123.0,0.00043716488289646804,0.09524610638618469
124.0,0.0004326110938563943,0.09030192345380783
125.0,0.00042810477316379547,0.0844883918762207
126.0,0.0004236453678458929,0.07557809352874756
127.0,0.00041923238313756883,0.07110686600208282
128.0,0.00041486541158519685,0.0623476468026638
129.0,0.00041054398752748966,0.06430000066757202
130.0,0.0004062674706801772,0.04990946501493454
131.0,0.000402035511797294,0.04058040305972099
132.0,0.00039784767432138324,0.07181430608034134
133.0,0.00039370349259115756,0.06563325971364975
134.0,0.0003896024136338383,0.08697137981653214
135.0,0.0003855440590996295,0.05466645956039429
136.0,0.0003815280506387353,0.09641698002815247
137.0,0.0003775538061745465,0.08981041610240936
138.0,0.0003736209764610976,0.08750972896814346
139.0,0.00036972909583710134,0.08030576258897781
140.0,0.0003658778150565922,0.06766218692064285
141.0,0.0003620665811467916,0.04635372757911682
142.0,0.00035829507396556437,0.07306265830993652
143.0,0.00035456291516311467,0.12383171916007996
144.0,0.00035086952266283333,0.09151827543973923
145.0,0.0003472146636340767,0.08765918016433716
146.0,0.00034359784331172705,0.08361644297838211
147.0,0.00034001877065747976,0.07727737724781036
148.0,0.0003364768926985562,0.06864923238754272
149.0,0.00033297191839665174,0.050140734761953354
150.0,0.0003295035567134619,0.04150528460741043
151.0,0.00032607122557237744,0.04995620623230934
152.0,0.00032267466303892434,0.0366518571972847
153.0,0.00031931346165947616,0.04008684679865837
154.0,0.00031598733039572835,0.0361892431974411
155.0,0.00031269583269022405,0.047470979392528534
156.0,0.00030943856108933687,0.040302276611328125
157.0,0.0003062153118662536,0.06581861525774002
158.0,0.00030302556115202606,0.0617210678756237
159.0,0.00029986907611601055,0.053305383771657944
160.0,0.00029674542020075023,0.04773571342229843
161.0,0.0002936543896794319,0.040908895432949066
162.0,0.00029059548978693783,0.038489703088998795
163.0,0.0002875684585887939,0.052412450313568115
164.0,0.00028457300504669547,0.036166008561849594
165.0,0.00028160872170701623,0.03686009719967842
166.0,0.0002786752884276211,0.06453245133161545
167.0,0.0002757724141702056,0.06262213736772537
168.0,0.0002728998370002955,0.061696507036685944
169.0,0.0002700571494642645,0.06074564903974533
170.0,0.000267244060523808,0.059570565819740295
171.0,0.0002644603082444519,0.057878732681274414
172.0,0.0002617055142764002,0.0561746247112751
173.0,0.0002589794166851789,0.05324777215719223
174.0,0.0002562817244324833,0.04792337492108345
175.0,0.0002536121755838394,0.03587326407432556
176.0,0.0002509703626856208,0.04959886148571968
177.0,0.0002483561111148447,0.058361150324344635
178.0,0.00024576912983320653,0.05457580089569092
179.0,0.00024320901138707995,0.047693558037281036
180.0,0.00024067559570539743,0.03590584173798561
181.0,0.00023816856264602393,0.055518988519907
182.0,0.00023568769393023103,0.046932585537433624
183.0,0.0002332326112082228,0.04042571783065796
184.0,0.00023080311075318605,0.03388229012489319
185.0,0.00022839894518256187,0.029924802482128143
186.0,0.00022601979435421526,0.03179490193724632
187.0,0.00022366542543750256,0.5071007013320923
188.0,0.00022133557649794966,0.22399590909481049
189.0,0.00021903004380874336,0.18351612985134125
190.0,0.00021674850722774863,0.1586170196533203
191.0,0.00021449069026857615,0.12107500433921814
192.0,0.0002122564474120736,0.09046364575624466
193.0,0.000210045458516106,0.07502830773591995
194.0,0.00020785747619811445,0.06305401772260666
195.0,0.0002056923258351162,0.0556979663670063
196.0,0.0002035497163888067,0.04902249947190285
197.0,0.00020142940047662705,0.05096324160695076
198.0,0.00019933120347559452,0.04302491992712021
199.0,0.00019725483434740454,0.04401170462369919
200.0,0.0001952001330209896,0.04032713547348976
201.0,0.0001931667939061299,0.062366750091314316
202.0,0.0001911546423798427,0.039789214730262756
203.0,0.00018916348926723003,0.0466996394097805
204.0,0.00018719304352998734,0.03759637847542763
205.0,0.00018524311599321663,0.041107725352048874
206.0,0.00018331350293010473,0.04369344189763069
207.0,0.00018140401516575366,0.035223234444856644
208.0,0.0001795143907656893,0.032927799969911575
209.0,0.00017764445510692894,0.043339136987924576
210.0,0.0001757940190145746,0.03343401849269867
211.0,0.00017396283510606736,0.09870551526546478
212.0,0.00017215072875842452,0.0830809473991394
213.0,0.00017035749624483287,0.07527384161949158
214.0,0.00016858296294230968,0.0668240636587143
215.0,0.00016682689602021128,0.05652884393930435
216.0,0.00016508913540747017,0.04674142599105835
217.0,0.00016336947737727314,0.035531479865312576
218.0,0.000161667718202807,0.0346238948404789
219.0,0.0001599836687091738,0.03611565753817558
220.0,0.00015831718337722123,0.04400002211332321
221.0,0.00015666807303205132,0.034339502453804016
222.0,0.00015503611939493567,0.08398913592100143
223.0,0.00015342116239480674,0.05593746528029442
224.0,0.00015182305651251227,0.04637067764997482
225.0,0.00015024156891740859,0.041170306503772736
226.0,0.00014867655409034342,0.05284180864691734
227.0,0.00014712783740833402,0.05164943262934685
228.0,0.00014559528790414333,0.05033261328935623
229.0,0.0001440786727471277,0.04898032173514366
230.0,0.0001425778609700501,0.047312501817941666
231.0,0.00014109269250184298,0.045877255499362946
232.0,0.00013962297816760838,0.04446122795343399
233.0,0.00013816857244819403,0.043190326541662216
234.0,0.00013672932982444763,0.04107537493109703
235.0,0.00013530507567338645,0.03665180876851082
236.0,0.00013389564992394298,0.03191829472780228
237.0,0.00013250090705696493,0.03764947131276131
238.0,0.00013112071610521525,0.03054838255047798
239.0,0.00012975488789379597,0.04288814961910248
240.0,0.0001284032769035548,0.04238821566104889
241.0,0.00012706573761533946,0.04208004102110863
242.0,0.00012574216816574335,0.041753873229026794
243.0,0.00012443235027603805,0.041328590363264084
244.0,0.00012313618208281696,0.040596455335617065
245.0,0.00012185353261884302,0.03906657546758652
246.0,0.00012058422726113349,0.03655426204204559
247.0,0.00011932814959436655,0.03391464799642563
248.0,0.00011808515409938991,0.045829784125089645
249.0,0.00011685511708492413,0.04499188810586929
250.0,0.0001156378784799017,0.044579360634088516
251.0,0.00011443331459304318,0.04430150240659714
252.0,0.00011324132356094196,0.044087473303079605
253.0,0.0001120617234846577,0.04383040964603424
254.0,0.00011089441977674142,0.04343293607234955
255.0,0.00010973927419399843,0.042713750153779984
256.0,0.00010859615576919168,0.04135531187057495
257.0,0.00010746494808699936,0.038709379732608795
258.0,0.00010634556383593008,0.03349422290921211
259.0,0.00010523779201321304,0.02845013327896595
260.0,0.00010414157441118732,0.034153688699007034
261.0,0.00010305676551070064,0.02803138457238674
262.0,0.0001019832634483464,0.028761062771081924
263.0,0.00010092093725688756,0.032638758420944214
264.0,9.986967052100226e-05,0.03497248888015747
265.0,9.8829397757072e-05,0.027734097093343735
266.0,9.77999297901988e-05,0.03409082815051079
267.0,9.678118658484891e-05,0.03390441834926605
268.0,9.577304444974288e-05,0.03380706533789635
269.0,9.477541607338935e-05,0.033739183098077774
270.0,9.378817048855126e-05,0.033658530563116074
271.0,9.281121310777962e-05,0.03352801874279976
272.0,9.184446389554068e-05,0.03332243114709854
273.0,9.08877482288517e-05,0.033014122396707535
274.0,8.994100062409416e-05,0.03261898458003998
275.0,8.900411921786144e-05,0.03215763717889786
276.0,8.807699487078935e-05,0.028907164931297302
277.0,8.715952571947128e-05,0.03238232806324959
278.0,8.625161717645824e-05,0.03228366747498512
279.0,8.53531964821741e-05,0.032617587596178055
280.0,8.446409628959373e-05,0.02873152494430542
281.0,8.358426566701382e-05,0.030464166775345802
282.0,8.271359547507018e-05,0.027071356773376465
283.0,8.185199840227142e-05,0.03212377056479454
284.0,8.099937258521095e-05,0.029502948746085167
285.0,8.015563798835501e-05,0.027127308771014214
286.0,7.932070730021223e-05,0.031942497938871384
287.0,7.849444955354556e-05,0.03060804307460785
288.0,7.767679926473647e-05,0.026957930997014046
289.0,7.686766912229359e-05,0.03284750506281853
290.0,7.606697181472555e-05,0.028949525207281113
291.0,7.527460547862574e-05,0.02711789309978485
292.0,7.449049007846043e-05,0.03242526575922966
293.0,7.371457468252629e-05,0.02710854262113571
294.0,7.294672104762867e-05,0.026276055723428726
295.0,7.218685641419142e-05,0.031218066811561584
296.0,7.143491529859602e-05,0.027137603610754013
297.0,7.069079583743587e-05,0.03165924921631813
298.0,6.995443982305005e-05,0.030745510011911392
299.0,6.922574539203197e-05,0.027047373354434967
300.0,6.850466888863593e-05,0.03299635648727417
301.0,6.77910793456249e-05,0.03148367255926132
302.0,6.708492583129555e-05,0.031424764543771744
303.0,6.638612831011415e-05,0.031358033418655396
304.0,6.569460674654692e-05,0.02983325719833374
305.0,6.501028838101774e-05,0.02669517695903778
306.0,6.433310045395046e-05,0.0253889262676239
307.0,6.366297748172656e-05,0.03233128413558006
308.0,6.299982487689704e-05,0.0318443588912487
309.0,6.234358443180099e-05,0.03142138198018074
310.0,6.169416883494705e-05,0.030934518203139305
311.0,6.10515198786743e-05,0.030172498896718025
312.0,6.041557207936421e-05,0.028647517785429955
313.0,5.978624176350422e-05,0.02750772051513195
314.0,5.9163488913327456e-05,0.02687015011906624
315.0,5.854720075149089e-05,0.025799719616770744
316.0,5.793734089820646e-05,0.03092554584145546
317.0,5.733382567996159e-05,0.027494018897414207
318.0,5.673660052707419e-05,0.025781409814953804
319.0,5.614559631794691e-05,0.02503461204469204
320.0,5.556074756896123e-05,0.026793744415044785
321.0,5.498200698639266e-05,0.025926141068339348
322.0,5.4409276344813406e-05,0.027526456862688065
323.0,5.384251562645659e-05,0.025501085445284843
324.0,5.328165934770368e-05,0.026819279417395592
325.0,5.2726642024936154e-05,0.024873849004507065
326.0,5.21774054504931e-05,0.025821411982178688
327.0,5.16338950546924e-05,0.02874259650707245
328.0,5.109605990583077e-05,0.026085546240210533
329.0,5.0563809054438025e-05,0.02765832655131817
330.0,5.0037102482747287e-05,0.025250762701034546
331.0,4.951588198309764e-05,0.030930912122130394
332.0,4.900009298580699e-05,0.0303619634360075
333.0,4.848968092119321e-05,0.03000611998140812
334.0,4.798458030563779e-05,0.029623886570334435
335.0,4.7484754759352654e-05,0.029139064252376556
336.0,4.6990120608825237e-05,0.028406403958797455
337.0,4.6500645112246275e-05,0.027395380660891533
338.0,4.601626278599724e-05,0.0263217743486166
339.0,4.5536926336353645e-05,0.025485817342996597
340.0,4.5062584831612185e-05,0.02464483678340912
341.0,4.4593183702090755e-05,0.025829389691352844
342.0,4.4128686568001285e-05,0.026421157643198967
343.0,4.366901339381002e-05,0.02467716671526432
344.0,4.3214127799728885e-05,0.02568914368748665
345.0,4.276398249203339e-05,0.028046568855643272
346.0,4.231852653902024e-05,0.027123071253299713
347.0,4.187770537100732e-05,0.02665693871676922
348.0,4.144148260820657e-05,0.026092994958162308
349.0,4.1009814594872296e-05,0.025356536731123924
350.0,4.058262857142836e-05,0.024847369641065598
351.0,4.01598954340443e-05,0.024476081132888794
352.0,3.9741564251016825e-05,0.02439657598733902
353.0,3.9327591366600245e-05,0.024085089564323425
354.0,3.891792948707007e-05,0.02496982365846634
355.0,3.8512531318701804e-05,0.02571742609143257
356.0,3.811137503362261e-05,0.02399010956287384
357.0,3.7714380596298724e-05,0.02477189525961876
358.0,3.732152617885731e-05,0.025878220796585083
359.0,3.693275721161626e-05,0.024096736684441566
360.0,3.654804459074512e-05,0.02588641084730625
361.0,3.616733738454059e-05,0.024660330265760422
362.0,3.579059193725698e-05,0.02656117081642151
363.0,3.5417786421021447e-05,0.025497175753116608
364.0,3.504885171423666e-05,0.024759160354733467
365.0,3.468376235105097e-05,0.024081392213702202
366.0,3.432247103773989e-05,0.02664073370397091
367.0,3.396494867047295e-05,0.0244129691272974
368.0,3.361114431754686e-05,0.023863114416599274
369.0,3.326102887513116e-05,0.026326676830649376
370.0,3.2914573239395395e-05,0.02553986944258213
371.0,3.2571711926721036e-05,0.02493670955300331
372.0,3.223242674721405e-05,0.024421555921435356
373.0,3.189667040714994e-05,0.023824958130717278
374.0,3.1564413802698255e-05,0.024140475317835808
375.0,3.123562055407092e-05,0.02507263422012329
376.0,3.091024700552225e-05,0.024054400622844696
377.0,3.058827860513702e-05,0.023337334394454956
378.0,3.02696498692967e-05,0.024877768009901047
379.0,2.9954342608107254e-05,0.024461917579174042
380.0,2.9642316803801805e-05,0.02396414428949356
381.0,2.9333543352549896e-05,0.02348828688263893
382.0,2.902798769355286e-05,0.02552803047001362
383.0,2.8725613447022624e-05,0.0249645933508873
384.0,2.8426396966096945e-05,0.024446772411465645
385.0,2.813029095705133e-05,0.02391854114830494
386.0,2.783726631605532e-05,0.023347293958067894
387.0,2.7547295758267865e-05,0.024251634255051613
388.0,2.7260344722890295e-05,0.023122703656554222
389.0,2.697638228710275e-05,0.023685472086071968
390.0,2.669538116606418e-05,0.023042107000947
391.0,2.6417312255944125e-05,0.02381461299955845
392.0,2.61421319009969e-05,0.02302427403628826
393.0,2.586982009233907e-05,0.023653779178857803
394.0,2.5600344088161364e-05,0.02389378286898136
395.0,2.5333672965643927e-05,0.023679818958044052
396.0,2.506978125893511e-05,0.023545444011688232
397.0,2.4808636226225644e-05,0.023310763761401176
398.0,2.4550214220653288e-05,0.023215362802147865
399.0,2.4294491595355794e-05,0.023791832849383354
400.0,2.4041424694587477e-05,0.02284606732428074
401.0,2.3790993509464897e-05,0.023747779428958893
402.0,2.3543170755147003e-05,0.023362435400485992
403.0,2.3297930965782143e-05,0.02277865633368492
404.0,2.305524321855046e-05,0.022760039195418358
405.0,2.2815083866589703e-05,0.022793292999267578
406.0,2.257743472000584e-05,0.023744380101561546
407.0,2.2342255761031993e-05,0.023124150931835175
408.0,2.2109523342805915e-05,0.022706039249897003
409.0,2.1879215637454763e-05,0.023177163675427437
410.0,2.1651308998116292e-05,0.02258492074906826
411.0,2.1425774320960045e-05,0.02330811880528927
412.0,2.120258977811318e-05,0.022714242339134216
413.0,2.0981735360692255e-05,0.0225389301776886
414.0,2.0763176507898606e-05,0.02313784509897232
415.0,2.0546893210848793e-05,0.022663777694106102
416.0,2.0332863641669974e-05,0.022716639563441277
417.0,2.01210641534999e-05,0.02240474335849285
418.0,1.9911469280486926e-05,0.022602612152695656
419.0,1.970405901374761e-05,0.022962553426623344
420.0,1.9498815163387917e-05,0.022349882870912552
421.0,1.929570316860918e-05,0.022368863224983215
422.0,1.9094706658506766e-05,0.02243567630648613
423.0,1.8895803805207834e-05,0.022903062403202057
424.0,1.869897278083954e-05,0.022991271689534187
425.0,1.8504191757529043e-05,0.022437579929828644
426.0,1.8311440726392902e-05,0.023017270490527153
427.0,1.8120701497537084e-05,0.022695543244481087
428.0,1.793194496713113e-05,0.022199789062142372
429.0,1.774515476427041e-05,0.022380871698260307
430.0,1.756030906108208e-05,0.0221030805259943
431.0,1.7377389667672105e-05,0.02232249826192856
432.0,1.7196376575157046e-05,0.022076701745390892
433.0,1.701724795566406e-05,0.022470319643616676
434.0,1.683998925727792e-05,0.022475043311715126
435.0,1.6664573195157573e-05,0.022793559357523918
436.0,1.6490983398398384e-05,0.022248968482017517
437.0,1.6319205315085128e-05,0.021898379549384117
438.0,1.6149213479366153e-05,0.02199557237327099
439.0,1.598099152033683e-05,0.022639749571681023
