284	+3.3450375158242063e-02	-5.8747963442772567e-03	+0.0000000000000000e+00
285	+3.3460743848077894e-02	-5.8709954878540882e-03	+0.0000000000000000e+00
286	+3.3471087955675487e-02	-5.8671282430946981e-03	+0.0000000000000000e+00
287	+3.3481415811332550e-02	-5.8632179594648379e-03	+0.0000000000000000e+00
288	+3.3491728048160030e-02	-5.8592668230383997e-03	+0.0000000000000000e+00
289	+3.3502024711641890e-02	-5.8552753004918242e-03	+0.0000000000000000e+00
290	+3.3512305757202439e-02	-5.8512438927262279e-03	+0.0000000000000000e+00
291	+3.3522571212148147e-02	-5.8471730706584311e-03	+0.0000000000000000e+00
292	+3.3532821119926219e-02	-5.8430632974184656e-03	+0.0000000000000000e+00
293	+3.3543055456939239e-02	-5.8389150611052997e-03	+0.0000000000000000e+00
294	+3.3553274261450584e-02	-5.8347288236655845e-03	+0.0000000000000000e+00
295	+3.3563477591375901e-02	-5.8305050368894409e-03	+0.0000000000000000e+00
296	+3.3573665431291477e-02	-5.8262441814249007e-03	+0.0000000000000000e+00
297	+3.3583837830116127e-02	-5.8219467099176938e-03	+0.0000000000000000e+00
298	+3.3593994867423697e-02	-5.8176130598344292e-03	+0.0000000000000000e+00
299	+3.3604136531572355e-02	-5.8132437059835503e-03	+0.0000000000000000e+00
300	+3.3614262870049247e-02	-5.8088390969254691e-03	+0.0000000000000000e+00
301	+3.3624374000481648e-02	-5.8043996478730868e-03	+0.0000000000000000e+00
302	+3.3634469908112204e-02	-5.7999258310847323e-03	+0.0000000000000000e+00
303	+3.3644550648385563e-02	-5.7954180867880239e-03	+0.0000000000000000e+00
304	+3.3654616332796074e-02	-5.7908768284011024e-03	+0.0000000000000000e+00
305	+3.3664666996564389e-02	-5.7863025013316464e-03	+0.0000000000000000e+00
306	+3.3674702099461828e-02	-5.7816943103920181e-03	+0.0000000000000000e+00
307	+3.3684719724035764e-02	-5.7770482931261379e-03	+0.0000000000000000e+00
308	+3.3694719740671050e-02	-5.7723645157661489e-03	+0.0000000000000000e+00
309	+3.3704702155873512e-02	-5.7676434437714807e-03	+0.0000000000000000e+00
310	+3.3714667012122584e-02	-5.7628855237016417e-03	+0.0000000000000000e+00
311	+3.3724614377641807e-02	-5.7580911871582905e-03	+0.0000000000000000e+00
312	+3.3734544299930003e-02	-5.7532608748937794e-03	+0.0000000000000000e+00
313	+3.3744456811695731e-02	-5.7483950308905955e-03	+0.0000000000000000e+00
314	+3.3754351968103086e-02	-5.7434940868251322e-03	+0.0000000000000000e+00
315	+3.3764229860540951e-02	-5.7385584542568582e-03	+0.0000000000000000e+00
316	+3.3774090533749419e-02	-5.7335885655776251e-03	+0.0000000000000000e+00
317	+3.3783934037195915e-02	-5.7285848486920482e-03	+0.0000000000000000e+00
318	+3.3793760437178938e-02	-5.7235477211239781e-03	+0.0000000000000000e+00
319	+3.3803569837794784e-02	-5.7184775785615212e-03	+0.0000000000000000e+00
320	+3.3813362298859062e-02	-5.7133748369391189e-03	+0.0000000000000000e+00
321	+3.3823137875385718e-02	-5.7082399136561242e-03	+0.0000000000000000e+00
322	+3.3832896647111921e-02	-5.7030732107254114e-03	+0.0000000000000000e+00
323	+3.3842638709631806e-02	-5.6978751196760883e-03	+0.0000000000000000e+00
324	+3.3852364170193494e-02	-5.6926460232724343e-03	+0.0000000000000000e+00
325	+3.3862073043701660e-02	-5.6873863529097639e-03	+0.0000000000000000e+00
326	+3.3871764431704927e-02	-5.6820944962788196e-03	+0.0000000000000000e+00
327	+3.3881436540796568e-02	-5.6767675848260202e-03	+0.0000000000000000e+00
328	+3.3891089435494036e-02	-5.6714059614758009e-03	+0.0000000000000000e+00
329	+3.3900723181561121e-02	-5.6660100361856473e-03	+0.0000000000000000e+00
330	+3.3910337834280296e-02	-5.6605802203659400e-03	+0.0000000000000000e+00
331	+3.3919933463657376e-02	-5.6551169171698279e-03	+0.0000000000000000e+00
332	+3.3929510143517458e-02	-5.6496205233521370e-03	+0.0000000000000000e+00
333	+3.3939067960024438e-02	-5.6440914251734125e-03	+0.0000000000000000e+00
334	+3.3948607002444557e-02	-5.6385300058552886e-03	+0.0000000000000000e+00
335	+3.3958127328712132e-02	-5.6329366639062328e-03	+0.0000000000000000e+00
336	+3.3967629022650138e-02	-5.6273117797598689e-03	+0.0000000000000000e+00
337	+3.3977112167442029e-02	-5.6216557319139259e-03	+0.0000000000000000e+00
338	+3.3986576848303487e-02	-5.6159688957312355e-03	+0.0000000000000000e+00
339	+3.3996023174779524e-02	-5.6102516277816957e-03	+0.0000000000000000e+00
340	+3.4005451231382357e-02	-5.6045042992887558e-03	+0.0000000000000000e+00
341	+3.4014861096233334e-02	-5.5987272812280742e-03	+0.0000000000000000e+00
342	+3.4024252863418598e-02	-5.5929209339800586e-03	+0.0000000000000000e+00
343	+3.4033626627790220e-02	-5.5870856129583953e-03	+0.0000000000000000e+00
344	+3.4042982486653606e-02	-5.5812216733512878e-03	+0.0000000000000000e+00
345	+3.4052320376977960e-02	-5.5753292121459679e-03	+0.0000000000000000e+00
346	+3.4061638290029783e-02	-5.5694052019138332e-03	+0.0000000000000000e+00
347	+3.4070935626074980e-02	-5.5634489719834229e-03	+0.0000000000000000e+00
348	+3.4080212461859903e-02	-5.5574608930992822e-03	+0.0000000000000000e+00
349	+3.4089468879001578e-02	-5.5514413314839209e-03	+0.0000000000000000e+00
350	+3.4098704962069321e-02	-5.5453906473334853e-03	+0.0000000000000000e+00
351	+3.4107920797386636e-02	-5.5393091990384837e-03	+0.0000000000000000e+00
352	+3.4117116471743036e-02	-5.5331973387368130e-03	+0.0000000000000000e+00
353	+3.4126292074601917e-02	-5.5270554157552474e-03	+0.0000000000000000e+00
354	+3.4135447696558872e-02	-5.5208837753009578e-03	+0.0000000000000000e+00
355	+3.4144583446720007e-02	-5.5146827473381175e-03	+0.0000000000000000e+00
356	+3.4153699402467361e-02	-5.5084526807109343e-03	+0.0000000000000000e+00
357	+3.4162795657277249e-02	-5.5021939099980793e-03	+0.0000000000000000e+00
358	+3.4171872307083802e-02	-5.4959067653332118e-03	+0.0000000000000000e+00
359	+3.4180929448373185e-02	-5.4895915736062799e-03	+0.0000000000000000e+00
360	+3.4189967181015260e-02	-5.4832486590130815e-03	+0.0000000000000000e+00
361	+3.4198985603340386e-02	-5.4768783401609178e-03	+0.0000000000000000e+00
362	+3.4207984816238567e-02	-5.4704809354688081e-03	+0.0000000000000000e+00
363	+3.4216964920973321e-02	-5.4640567563150983e-03	+0.0000000000000000e+00
364	+3.4225925993584587e-02	-5.4576061203331552e-03	+0.0000000000000000e+00
365	+3.4234866543697277e-02	-5.4511270202437347e-03	+0.0000000000000000e+00
366	+3.4243785331453877e-02	-5.4446180295088789e-03	+0.0000000000000000e+00
367	+3.4252682453598769e-02	-5.4380794699746661e-03	+0.0000000000000000e+00
368	+3.4261557999735792e-02	-5.4315116667811103e-03	+0.0000000000000000e+00
369	+3.4270412060262503e-02	-5.4249149385072627e-03	+0.0000000000000000e+00
370	+3.4279244726253238e-02	-5.4182896033179336e-03	+0.0000000000000000e+00
371	+3.4288056089805390e-02	-5.4116359742200516e-03	+0.0000000000000000e+00
372	+3.4296846243306790e-02	-5.4049543602900192e-03	+0.0000000000000000e+00
373	+3.4305615281502007e-02	-5.3982450662972822e-03	+0.0000000000000000e+00
374	+3.4314363299253532e-02	-5.3915083946958070e-03	+0.0000000000000000e+00
375	+3.4323090389592942e-02	-5.3847446450608879e-03	+0.0000000000000000e+00
376	+3.4331796649036572e-02	-5.3779541122173152e-03	+0.0000000000000000e+00
377	+3.4340482173682498e-02	-5.3711370870055770e-03	+0.0000000000000000e+00
378	+3.4349147060980474e-02	-5.3642938579890140e-03	+0.0000000000000000e+00
379	+3.4357791411976708e-02	-5.3574247080663715e-03	+0.0000000000000000e+00
380	+3.4366415322688068e-02	-5.3505299187992569e-03	+0.0000000000000000e+00
381	+3.4375018891595756e-02	-5.3436097696466546e-03	+0.0000000000000000e+00
382	+3.4383602219862981e-02	-5.3366645333478534e-03	+0.0000000000000000e+00
383	+3.4392165385766595e-02	-5.3296944824162713e-03	+0.0000000000000000e+00
384	+3.4400706868555744e-02	-5.3226978494916996e-03	+0.0000000000000000e+00
385	+3.4409225515481839e-02	-5.3156734441305344e-03	+0.0000000000000000e+00
386	+3.4417721420038162e-02	-5.3086215504828576e-03	+0.0000000000000000e+00
387	+3.4426194670427603e-02	-5.3015424543947191e-03	+0.0000000000000000e+00
388	+3.4434645355677508e-02	-5.2944364386283355e-03	+0.0000000000000000e+00
389	+3.4443073565605831e-02	-5.2873037801100505e-03	+0.0000000000000000e+00
390	+3.4451479387935136e-02	-5.2801447552858569e-03	+0.0000000000000000e+00
391	+3.4459862914096737e-02	-5.2729596342191787e-03	+0.0000000000000000e+00
392	+3.4468224233730103e-02	-5.2657486862807681e-03	+0.0000000000000000e+00
393	+3.4476563436884627e-02	-5.2585121754423281e-03	+0.0000000000000000e+00
394	+3.4484880614009207e-02	-5.2512503638998918e-03	+0.0000000000000000e+00
395	+3.4493175856030706e-02	-5.2439635087359136e-03	+0.0000000000000000e+00
396	+3.4501449274676306e-02	-5.2366518473748336e-03	+0.0000000000000000e+00
397	+3.4509700943942533e-02	-5.2293156467829024e-03	+0.0000000000000000e+00
398	+3.4517930952985873e-02	-5.2219551548484105e-03	+0.0000000000000000e+00
399	+3.4526139393185447e-02	-5.2145706196349614e-03	+0.0000000000000000e+00
400	+3.4534326354314610e-02	-5.2071622824894238e-03	+0.0000000000000000e+00
401	+3.4542491928090557e-02	-5.1997303836135529e-03	+0.0000000000000000e+00
402	+3.4550635984567583e-02	-5.1922749334240223e-03	+0.0000000000000000e+00
403	+3.4558756581976761e-02	-5.1847939167475035e-03	+0.0000000000000000e+00
404	+3.4566853302617398e-02	-5.1772870167250519e-03	+0.0000000000000000e+00
405	+3.4574926204343812e-02	-5.1697545059084093e-03	+0.0000000000000000e+00
406	+3.4582975368607487e-02	-5.1621966357351589e-03	+0.0000000000000000e+00
407	+3.4591000876814673e-02	-5.1546136512067801e-03	+0.0000000000000000e+00
408	+3.4599002809034850e-02	-5.1470057965617979e-03	+0.0000000000000000e+00
409	+3.4606981247834637e-02	-5.1393733105293861e-03	+0.0000000000000000e+00
410	+3.4614936309018025e-02	-5.1317163969486395e-03	+0.0000000000000000e+00
411	+3.4622868040369764e-02	-5.1240353199754453e-03	+0.0000000000000000e+00
412	+3.4630776521919517e-02	-5.1163303108608133e-03	+0.0000000000000000e+00
413	+3.4638661833633851e-02	-5.1086015977686756e-03	+0.0000000000000000e+00
414	+3.4646524054616934e-02	-5.1008494058425403e-03	+0.0000000000000000e+00
415	+3.4654363308157576e-02	-5.0930739138262439e-03	+0.0000000000000000e+00
416	+3.4662179637069107e-02	-5.0852753756997484e-03	+0.0000000000000000e+00
417	+3.4669973115634842e-02	-5.0774540120350998e-03	+0.0000000000000000e+00
418	+3.4677743820998183e-02	-5.0696100383485834e-03	+0.0000000000000000e+00
419	+3.4685491862866499e-02	-5.0617436324155085e-03	+0.0000000000000000e+00
420	+3.4693217279953566e-02	-5.0538550236286471e-03	+0.0000000000000000e+00
421	+3.4700907532196415e-02	-5.0459320835947868e-03	+0.0000000000000000e+00
422	+3.4708553538718288e-02	-5.0379664294216949e-03	+0.0000000000000000e+00
423	+3.4716158895670868e-02	-5.0299619125662807e-03	+0.0000000000000000e+00
424	+3.4723727284711972e-02	-5.0219224306094021e-03	+0.0000000000000000e+00
425	+3.4731262538311963e-02	-5.0138518202145470e-03	+0.0000000000000000e+00
426	+3.4738768563217143e-02	-5.0057540241204177e-03	+0.0000000000000000e+00
427	+3.4746249363064287e-02	-4.9976328935323628e-03	+0.0000000000000000e+00
428	+3.4753709019665978e-02	-4.9894923127060632e-03	+0.0000000000000000e+00
429	+3.4761151679263573e-02	-4.9813361879090566e-03	+0.0000000000000000e+00
430	+3.4768581565830056e-02	-4.9731684420817662e-03	+0.0000000000000000e+00
431	+3.4776002859913849e-02	-4.9649928523710016e-03	+0.0000000000000000e+00
432	+3.4783419818841865e-02	-4.9568132975285001e-03	+0.0000000000000000e+00
433	+3.4790836770021462e-02	-4.9486337655185609e-03	+0.0000000000000000e+00
434	+3.4798257953306468e-02	-4.9404580714387030e-03	+0.0000000000000000e+00
435	+3.4805687657812771e-02	-4.9322901453115074e-03	+0.0000000000000000e+00
436	+3.4813130076662133e-02	-4.9241338036485451e-03	+0.0000000000000000e+00
437	+3.4820589417650143e-02	-4.9159929383281176e-03	+0.0000000000000000e+00
601	+3.4835126565506656e-02	-4.8993732873045381e-03	+0.0000000000000000e+00
602	+3.4842204233258747e-02	-4.8908925503938936e-03	+0.0000000000000000e+00
603	+3.4849298488427938e-02	-4.8824256810749049e-03	+0.0000000000000000e+00
604	+3.4856405041060516e-02	-4.8739691442821094e-03	+0.0000000000000000e+00
605	+3.4863519616299625e-02	-4.8655193556252684e-03	+0.0000000000000000e+00
606	+3.4870637981237108e-02	-4.8570727604414447e-03	+0.0000000000000000e+00
607	+3.4877755911875086e-02	-4.8486257975389252e-03	+0.0000000000000000e+00
608	+3.4884869186142926e-02	-4.8401749034111905e-03	+0.0000000000000000e+00
609	+3.4891973563442778e-02	-4.8317165189805267e-03	+0.0000000000000000e+00
610	+3.4899064789889099e-02	-4.8232471096006178e-03	+0.0000000000000000e+00
611	+3.4906138487513200e-02	-4.8147629948518756e-03	+0.0000000000000000e+00
612	+3.4913190363923402e-02	-4.8062607583578823e-03	+0.0000000000000000e+00
613	+3.4920215914735306e-02	-4.7977367185836964e-03	+0.0000000000000000e+00
614	+3.4927210630054974e-02	-4.7891873482174517e-03	+0.0000000000000000e+00
615	+3.4934169836019047e-02	-4.7806090036753707e-03	+0.0000000000000000e+00
616	+3.4941088783442452e-02	-4.7719981187890467e-03	+0.0000000000000000e+00
617	+3.4947962563113139e-02	-4.7633511020420865e-03	+0.0000000000000000e+00
618	+3.4954787618754687e-02	-4.7546655390076761e-03	+0.0000000000000000e+00
619	+3.4961579364239187e-02	-4.7459538201119244e-03	+0.0000000000000000e+00
620	+3.4968343147273748e-02	-4.7372204248941115e-03	+0.0000000000000000e+00
621	+3.4975079082365912e-02	-4.7284654256566300e-03	+0.0000000000000000e+00
622	+3.4981787135067784e-02	-4.7196890874455664e-03	+0.0000000000000000e+00
623	+3.4988467402067229e-02	-4.7108914981146771e-03	+0.0000000000000000e+00
624	+3.4995119874278072e-02	-4.7020728837065817e-03	+0.0000000000000000e+00
625	+3.5001744613523428e-02	-4.6932333703370490e-03	+0.0000000000000000e+00
626	+3.5008341646932707e-02	-4.6843731289905825e-03	+0.0000000000000000e+00
627	+3.5014910987484160e-02	-4.6754923436858262e-03	+0.0000000000000000e+00
628	+3.5021452714345820e-02	-4.6665911069851736e-03	+0.0000000000000000e+00
629	+3.5027966795884109e-02	-4.6576696577640582e-03	+0.0000000000000000e+00
630	+3.5034453322614380e-02	-4.6487280643345251e-03	+0.0000000000000000e+00
631	+3.5040912280908706e-02	-4.6397665339795611e-03	+0.0000000000000000e+00
632	+3.5047343694285173e-02	-4.6307852180177810e-03	+0.0000000000000000e+00
633	+3.5053747638556766e-02	-4.6217841944691451e-03	+0.0000000000000000e+00
634	+3.5060124075809662e-02	-4.6127636910905058e-03	+0.0000000000000000e+00
635	+3.5066473046425593e-02	-4.6037238212316180e-03	+0.0000000000000000e+00
636	+3.5072793407363724e-02	-4.5946638211034983e-03	+0.0000000000000000e+00
637	+3.5079084102235161e-02	-4.5855832233711435e-03	+0.0000000000000000e+00
638	+3.5085345184575852e-02	-4.5764821372744798e-03	+0.0000000000000000e+00
639	+3.5091576679178886e-02	-4.5673607084292470e-03	+0.0000000000000000e+00
640	+3.5097778574771102e-02	-4.5582191315068589e-03	+0.0000000000000000e+00
641	+3.5103950901964165e-02	-4.5490575385359602e-03	+0.0000000000000000e+00
642	+3.5110093701576882e-02	-4.5398760389507853e-03	+0.0000000000000000e+00
643	+3.5116206951498453e-02	-4.5306748360852247e-03	+0.0000000000000000e+00
644	+3.5122290665289789e-02	-4.5214540746027565e-03	+0.0000000000000000e+00
645	+3.5128344890836626e-02	-4.5122138437788846e-03	+0.0000000000000000e+00
646	+3.5134369616635207e-02	-4.5029543183557376e-03	+0.0000000000000000e+00
647	+3.5140364840630052e-02	-4.4936756560913210e-03	+0.0000000000000000e+00
648	+3.5146330572129590e-02	-4.4843779941015488e-03	+0.0000000000000000e+00
649	+3.5152266849466034e-02	-4.4750614190190059e-03	+0.0000000000000000e+00
650	+3.5158173658487377e-02	-4.4657260941035398e-03	+0.0000000000000000e+00
651	+3.5164050991967580e-02	-4.4563721697338061e-03	+0.0000000000000000e+00
652	+3.5169898832759602e-02	-4.4469997705698363e-03	+0.0000000000000000e+00
653	+3.5175715913942210e-02	-4.4376082161565441e-03	+0.0000000000000000e+00
654	+3.5181501463747329e-02	-4.4281971224381525e-03	+0.0000000000000000e+00
655	+3.5187255459977473e-02	-4.4187666730086976e-03	+0.0000000000000000e+00
656	+3.5192977901094102e-02	-4.4093170171785427e-03	+0.0000000000000000e+00
657	+3.5198668786183551e-02	-4.3998482964083220e-03	+0.0000000000000000e+00
658	+3.5204328114085068e-02	-4.3903606528099375e-03	+0.0000000000000000e+00
659	+3.5209955882154607e-02	-4.3808542250069237e-03	+0.0000000000000000e+00
660	+3.5215552098252660e-02	-4.3713291323831281e-03	+0.0000000000000000e+00
661	+3.5221116754404320e-02	-4.3617855165676714e-03	+0.0000000000000000e+00
662	+3.5226649835117571e-02	-4.3522235284788021e-03	+0.0000000000000000e+00
663	+3.5232151333083911e-02	-4.3426433019173628e-03	+0.0000000000000000e+00
664	+3.5237621239516216e-02	-4.3330449696112345e-03	+0.0000000000000000e+00
665	+3.5243059544207506e-02	-4.3234286632730934e-03	+0.0000000000000000e+00
666	+3.5248466236047181e-02	-4.3137945117840380e-03	+0.0000000000000000e+00
667	+3.5253841301196957e-02	-4.3041426438318684e-03	+0.0000000000000000e+00
668	+3.5259184725996283e-02	-4.2944731860459703e-03	+0.0000000000000000e+00
669	+3.5264496202277215e-02	-4.2847859826709734e-03	+0.0000000000000000e+00
670	+3.5269774089126099e-02	-4.2750806495891833e-03	+0.0000000000000000e+00
671	+3.5275018423155544e-02	-4.2653568356500211e-03	+0.0000000000000000e+00
672	+3.5280228970450529e-02	-4.2556150895269873e-03	+0.0000000000000000e+00
673	+3.5285405918725400e-02	-4.2458551724421220e-03	+0.0000000000000000e+00
674	+3.5290549054875157e-02	-4.2360775915982352e-03	+0.0000000000000000e+00
675	+3.5295658498693316e-02	-4.2262822305567998e-03	+0.0000000000000000e+00
676	+3.5300734203206091e-02	-4.2164692782454705e-03	+0.0000000000000000e+00
677	+3.5305776138476741e-02	-4.2066388930241108e-03	+0.0000000000000000e+00
678	+3.5310784284171323e-02	-4.1967912106780914e-03	+0.0000000000000000e+00
679	+3.5315758666223239e-02	-4.1869262719672696e-03	+0.0000000000000000e+00
680	+3.5320699119992818e-02	-4.1770444954281885e-03	+0.0000000000000000e+00
681	+3.5325605801874257e-02	-4.1671456539174893e-03	+0.0000000000000000e+00
682	+3.5330478526136529e-02	-4.1572302049062045e-03	+0.0000000000000000e+00
683	+3.5335317404642387e-02	-4.1472979999874230e-03	+0.0000000000000000e+00
684	+3.5340122297093768e-02	-4.1373494007598544e-03	+0.0000000000000000e+00
685	+3.5344893080552511e-02	-4.1273843081452537e-03	+0.0000000000000000e+00
686	+3.5349628353884319e-02	-4.1174020934823391e-03	+0.0000000000000000e+00
687	+3.5354327611533107e-02	-4.1074030875913811e-03	+0.0000000000000000e+00
688	+3.5358991012353638e-02	-4.0973870485447256e-03	+0.0000000000000000e+00
689	+3.5363618392713014e-02	-4.0873544142821577e-03	+0.0000000000000000e+00
690	+3.5368209791755104e-02	-4.0773051927865574e-03	+0.0000000000000000e+00
691	+3.5372765194164199e-02	-4.0672395028950410e-03	+0.0000000000000000e+00
692	+3.5377284481532607e-02	-4.0571576949711696e-03	+0.0000000000000000e+00
693	+3.5381767803816501e-02	-4.0470595169933930e-03	+0.0000000000000000e+00
694	+3.5386214952031710e-02	-4.0369455196253550e-03	+0.0000000000000000e+00
695	+3.5390626002821460e-02	-4.0268156109493879e-03	+0.0000000000000000e+00
696	+3.5395000912151232e-02	-4.0166699661019845e-03	+0.0000000000000000e+00
697	+3.5399339570984435e-02	-4.0065089175539848e-03	+0.0000000000000000e+00
698	+3.5403642122184976e-02	-3.9963321994013097e-03	+0.0000000000000000e+00
699	+3.5407908374359101e-02	-3.9861403332767525e-03	+0.0000000000000000e+00
700	+3.5412138329685289e-02	-3.9759333846100513e-03	+0.0000000000000000e+00
701	+3.5416331717689674e-02	-3.9657111005557254e-03	+0.0000000000000000e+00
702	+3.5420487480929533e-02	-3.9554721731030751e-03	+0.0000000000000000e+00
703	+3.5424604678069238e-02	-3.9452185907579177e-03	+0.0000000000000000e+00
704	+3.5428683569118782e-02	-3.9349498117339484e-03	+0.0000000000000000e+00
705	+3.5432724134035684e-02	-3.9246659890414069e-03	+0.0000000000000000e+00
706	+3.5436725661314429e-02	-3.9143690594824329e-03	+0.0000000000000000e+00
707	+3.5440689645545725e-02	-3.9040552711166582e-03	+0.0000000000000000e+00
708	+3.5444615238662283e-02	-3.8937268952386004e-03	+0.0000000000000000e+00
709	+3.5448502421980894e-02	-3.8833840817015237e-03	+0.0000000000000000e+00
710	+3.5452351176085264e-02	-3.8730269824346262e-03	+0.0000000000000000e+00
711	+3.5456161482889957e-02	-3.8626557465059716e-03	+0.0000000000000000e+00
712	+3.5459933426791553e-02	-3.8522702405205779e-03	+0.0000000000000000e+00
713	+3.5463667004675188e-02	-3.8418705649081977e-03	+0.0000000000000000e+00
714	+3.5467362074529454e-02	-3.8314572089860632e-03	+0.0000000000000000e+00
715	+3.5471018619040076e-02	-3.8210303223538532e-03	+0.0000000000000000e+00
716	+3.5474636453944844e-02	-3.8105904979287377e-03	+0.0000000000000000e+00
717	+3.5478214797806273e-02	-3.8001363554294857e-03	+0.0000000000000000e+00
718	+3.5481752630527746e-02	-3.7896685807681020e-03	+0.0000000000000000e+00
719	+3.5485250029636609e-02	-3.7791870822896311e-03	+0.0000000000000000e+00
720	+3.5488706961923515e-02	-3.7686921011090553e-03	+0.0000000000000000e+00
721	+3.5492123390631493e-02	-3.7581838954157329e-03	+0.0000000000000000e+00
722	+3.5495499312683018e-02	-3.7476626326442457e-03	+0.0000000000000000e+00
723	+3.5498834792631738e-02	-3.7371282664828303e-03	+0.0000000000000000e+00
724	+3.5502129765688104e-02	-3.7265811635338805e-03	+0.0000000000000000e+00
