epoch,learning_rate,validation_loss_MolarWeightMix
0.0,0.0015848932089284062,0.00014990374620538205
1.0,0.0015683840028941631,4.479099152376875e-05
2.0,0.0015520467422902584,2.7020994821214117e-05
3.0,0.0015358797973021865,5.951213461230509e-05
4.0,0.0015198810724541545,4.307174822315574e-05
5.0,0.0015040490543469787,2.9170309062465094e-05
6.0,0.0014883819967508316,2.8239510356797837e-05
7.0,0.001472878153435886,7.602058303746162e-06
8.0,0.0014575357781723142,1.068732399289729e-05
9.0,0.0014423532411456108,1.0872999155253638e-05
10.0,0.0014273286797106266,7.417139386234339e-06
11.0,0.0014124608132988214,5.497782694874331e-06
12.0,0.0013977477792650461,6.006985586282099e-06
13.0,0.0013831880642101169,2.2119213099358603e-05
14.0,0.0013687798054888844,1.867290848167613e-05
15.0,0.0013545218389481306,5.71837290408439e-06
16.0,0.001340412301942706,4.364917003840674e-06
17.0,0.001326449797488749,4.941478437103797e-06
18.0,0.0013126326957717538,5.3505264077102765e-06
19.0,0.0012989594833925366,4.090130005351966e-06
20.0,0.0012854287633672357,5.672755378327565e-06
21.0,0.0012720389058813453,8.04432147560874e-06
22.0,0.0012587886303663254,4.360028469818644e-06
23.0,0.0012456763070076704,3.209247370250523e-05
24.0,0.0012327005388215184,4.011642886325717e-06
25.0,0.0012198600452393293,3.5257671697763726e-06
26.0,0.0012071531964465976,5.270802830636967e-06
27.0,0.0011945788282901049,6.2825679378875066e-06
28.0,0.0011821354273706675,3.491438519631629e-06
29.0,0.0011698215967044234,3.6840308439423097e-06
30.0,0.0011576359393075109,4.6464679144264665e-06
31.0,0.0011455774074420333,5.7358220146852545e-06
32.0,0.0011336442548781633,6.680052592855645e-06
33.0,0.0011218355502933264,3.951639428123599e-06
34.0,0.0011101498967036605,5.219206741458038e-06
35.0,0.0010985858971253037,3.6550566164805787e-06
36.0,0.0010871423874050379,3.133654672637931e-06
37.0,0.001075817970559001,4.7089224608498625e-06
38.0,0.0010646117152646184,3.1362023946712725e-06
39.0,0.0010535219917073846,2.915506001954782e-06
40.0,0.001042547868564725,3.1414419936481863e-06
41.0,0.0010316881816834211,2.1404603103292175e-06
42.0,0.0010209414176642895,3.323644705233164e-06
43.0,0.0010103066451847553,2.6322932171751745e-06
44.0,0.0009997827000916004,2.7543351279746275e-06
45.0,0.0009893683018162847,3.163145493090269e-06
46.0,0.0009790625190362334,3.423286216275301e-06
47.0,0.0009688640129752457,3.699178023452987e-06
48.0,0.0009587717358954251,3.6047645153303165e-06
49.0,0.0009487845818512142,2.835601208062144e-06
50.0,0.0009389015031047165,3.106755457338295e-06
51.0,0.0009291213355027139,2.8829131224483717e-06
52.0,0.0009194430313073099,2.1762166397820693e-06
