epoch,learning_rate,validation_loss_Temperature,validation_loss_ViscosityDyn
107.0,0.0005165315815247595,4.851994526688941e-05,3.2159918191609904e-05
108.0,0.0005111477221362293,4.7582598199369386e-05,3.012189336004667e-05
109.0,0.0005058199167251587,4.567736687022261e-05,2.8540973289636895e-05
110.0,0.0005005476414225996,4.240099951857701e-05,2.6352618078817613e-05
111.0,0.0004953303141519427,4.205853110761382e-05,2.611162926768884e-05
112.0,0.0004901673528365791,4.132345202378929e-05,2.6741010515252128e-05
113.0,0.00048505826271139085,3.864599420921877e-05,2.4718136046431027e-05
114.0,0.00048000243259593844,3.776899029617198e-05,2.3355141820502467e-05
115.0,0.0004749992222059518,3.40419246640522e-05,2.0223467799951322e-05
116.0,0.00047004828229546547,3.523246414260939e-05,2.2585541955777444e-05
117.0,0.0004651488270610571,3.358477260917425e-05,2.1988380467519164e-05
118.0,0.0004603005072567612,3.143867797916755e-05,1.8975390048581176e-05
119.0,0.00045550265349447727,3.149119220324792e-05,1.941483424161561e-05
120.0,0.0004507549456320703,2.9863791496609338e-05,1.680748027865775e-05
121.0,0.0004460566269699484,3.015553556906525e-05,1.839772994571831e-05
122.0,0.0004414072900544852,2.865103306248784e-05,1.712626362859737e-05
123.0,0.00043680641101673245,2.8003185434499756e-05,1.4974732948758174e-05
124.0,0.0004322534950915724,2.7477020921651274e-05,1.5635834643035196e-05
125.0,0.00042774801841005683,2.6882558813667856e-05,1.4050505342311226e-05
126.0,0.0004232895153108984,2.637625038914848e-05,1.4868104699417017e-05
127.0,0.0004188774910289794,2.5767367333173752e-05,1.3767060409008991e-05
128.0,0.00041451139259152114,2.5636591090005822e-05,1.2327598597039469e-05
129.0,0.0004101908707525581,2.496332672308199e-05,1.3010883776587434e-05
130.0,0.00040591537253931165,2.471112929924857e-05,1.1874667507072445e-05
131.0,0.000401684403186664,2.4112181563396007e-05,1.2397398677421734e-05
132.0,0.00039749761344864964,2.3828351913834922e-05,1.1681374417094048e-05
133.0,0.0003933543630409986,2.3593562218593433e-05,1.0592492799332831e-05
134.0,0.0003892543900292367,2.287778079335112e-05,1.1321510100970045e-05
135.0,0.00038519708323292434,2.2787295165471733e-05,1.0361524800828192e-05
136.0,0.00038118212250992656,2.233150735264644e-05,1.0937726983684115e-05
137.0,0.00037720901309512556,2.2161057131597772e-05,1.0347696843382437e-05
138.0,0.0003732772602234036,2.161815791623667e-05,9.442445843887981e-06
139.0,0.0003693865437526256,2.1348461814341135e-05,9.896864867187105e-06
140.0,0.0003655363107100129,2.0931071048835292e-05,9.309762390330434e-06
141.0,0.00036172629916109145,2.0781571947736666e-05,9.90612170426175e-06
142.0,0.00035795592702925205,2.0625433535315096e-05,9.439409041078761e-06
143.0,0.00035422490327619016,1.977254396479111e-05,8.677046025695745e-06
144.0,0.00035053270403295755,1.9915962184313685e-05,9.076276000996586e-06
145.0,0.0003468790673650801,1.9128712665406056e-05,8.674202035763301e-06
146.0,0.0003432634402997792,1.9508181139826775e-05,9.161681191471871e-06
147.0,0.0003396855609025806,1.919384339998942e-05,8.8176848294097e-06
148.0,0.0003361449344083667,1.8102024114341475e-05,8.240908755396958e-06
149.0,0.00033264124067500234,1.861033342720475e-05,8.643623004900292e-06
150.0,0.00032917404314503074,1.7618818674236536e-05,8.341167813341599e-06
151.0,0.00032574302167631686,1.8517181160859764e-05,8.63077184476424e-06
152.0,0.0003223477106075734,1.7764934455044568e-05,8.403540959989186e-06
153.0,0.00031898781890049577,1.6804009646875784e-05,8.062905180850066e-06
154.0,0.0003156629391014576,1.7561707863933407e-05,8.216951755457558e-06
155.0,0.0003123727219644934,1.6388668882427737e-05,8.062739652814344e-06
156.0,0.00030911676003597677,1.7867158021545038e-05,8.123849511321168e-06
157.0,0.00030589482048526406,1.6608155419817194e-05,8.075994628597982e-06
158.0,0.00030270637944340706,1.5820165572222322e-05,8.013734259293415e-06
159.0,0.00029955123318359256,1.6740077626309358e-05,7.901298886281438e-06
160.0,0.0002964289451483637,1.539472032163758e-05,8.009204975678585e-06
161.0,0.00029333922429941595,1.7636193661019206e-05,7.45039187677321e-06
162.0,0.0002902816631831229,1.639241600059904e-05,7.552480838057818e-06
163.0,0.00028725602896884084,1.5891930161160417e-05,7.561729489680147e-06
164.0,0.00028426185599528253,1.497080666013062e-05,7.716013897152152e-06
165.0,0.0002812989696394652,1.4399832252820488e-05,8.03273815108696e-06
166.0,0.0002783669042401016,1.3952892004454043e-05,7.014401944616111e-06
167.0,0.0002754654560703784,1.8108026779373176e-05,7.024195383564802e-06
168.0,0.0002725941885728389,1.7026088244165294e-05,7.028084382909583e-06
169.0,0.0002697529271245003,1.583728226250969e-05,7.006165560596855e-06
170.0,0.00026694120606407523,1.4480878235190175e-05,7.129474852263229e-06
171.0,0.00026415885076858103,1.6294585293508135e-05,6.566704996657791e-06
172.0,0.00026140548288822174,1.5723688193247654e-05,6.608411240449641e-06
173.0,0.00025868078228086233,1.5333709598053247e-05,6.595024387934245e-06
174.0,0.00025598451611585915,1.4689707313664258e-05,6.5305453063047025e-06
175.0,0.0002533163351472467,1.3184512681618799e-05,6.94731761541334e-06
176.0,0.0002506759774405509,1.646976852498483e-05,6.351577667373931e-06
177.0,0.0002480630937498063,1.5430212442879565e-05,6.264204330364009e-06
178.0,0.00024547750945203006,1.5061875274113845e-05,6.192798537085764e-06
179.0,0.0002429188316455111,1.4704548448207788e-05,6.179118372529047e-06
180.0,0.00024038685660343617,1.2723419786198065e-05,6.46869784759474e-06
181.0,0.00023788123507983983,1.592050102772191e-05,6.164354545035167e-06
182.0,0.00023540176334790885,1.4051429388928227e-05,5.769894869445125e-06
183.0,0.000232948106713593,1.4204975741449744e-05,5.745852377003757e-06
184.0,0.00023052006145007908,1.2540763236756902e-05,5.8474106481298804e-06
185.0,0.00022811729286331683,1.1801191249105614e-05,6.0544211919477675e-06
186.0,0.00022573958267457783,1.210989103128668e-05,5.477473678183742e-06
187.0,0.00022338665439747274,1.232934391737217e-05,5.288173269946128e-06
188.0,0.00022105824609752744,1.2817352398997173e-05,5.264698756946018e-06
189.0,0.00021875411039218307,1.1647963219729718e-05,5.331720331014367e-06
190.0,0.00021647399989888072,1.0989687325491104e-05,5.736744697060203e-06
191.0,0.00021421763813123107,1.0930774806183763e-05,5.302049430611078e-06
192.0,0.00021198482136242092,1.0901578207267448e-05,5.100846465211362e-06
193.0,0.00020977522945031524,1.0785875929286703e-05,5.024132406106219e-06
194.0,0.00020758871687576175,1.0506332728255074e-05,5.21863330504857e-06
195.0,0.00020542497804854065,1.035817876982037e-05,5.326641712599667e-06
196.0,0.00020328379468992352,1.0246531019220129e-05,4.802936473424779e-06
197.0,0.00020116491941735148,1.0201289114775136e-05,4.719407570519252e-06
198.0,0.00019906814850401133,1.0128575922863092e-05,4.662081209971802e-06
199.0,0.0001969931909115985,9.974910426535644e-06,4.703808372141793e-06
200.0,0.00019493991567287594,9.827010217122734e-06,4.736816663353238e-06
201.0,0.00019290800264570862,9.687162673799321e-06,4.441015335032716e-06
202.0,0.00019089730631094426,9.673289241618477e-06,4.398315468279179e-06
203.0,0.00018890752107836306,9.636958566261455e-06,4.349598839326063e-06
204.0,0.00018693851598072797,9.521483661956154e-06,4.323212124290876e-06
205.0,0.00018499002908356488,9.380351912113838e-06,4.286299827072071e-06
206.0,0.00018306182755623013,9.265857443097048e-06,4.1855796553136315e-06
207.0,0.0001811537513276562,9.21589889912866e-06,4.1424464143346995e-06
208.0,0.000179265538463369,9.20922502700705e-06,4.118872311664745e-06
209.0,0.00017739702889230102,9.109961865760852e-06,4.0704185266804416e-06
210.0,0.00017554796067997813,8.96908841241384e-06,3.997907697339542e-06
211.0,0.00017371820285916328,8.873331353242975e-06,3.975334493588889e-06
212.0,0.00017190749349538237,8.815265573502984e-06,3.94463268094114e-06
213.0,0.0001701156870694831,8.849597179505508e-06,3.9529591049358714e-06
214.0,0.00016834252164699137,8.739016266190447e-06,3.903061951859854e-06
215.0,0.00016658786626067013,8.584078386775218e-06,3.82634198103915e-06
216.0,0.00016485145897604525,8.51485128805507e-06,3.821601694653509e-06
217.0,0.00016313319792971015,8.444791092188098e-06,3.7948211684124544e-06
218.0,0.0001614328211871907,8.496228474541567e-06,3.7902191252214834e-06
219.0,0.00015975018322933465,8.394161341129802e-06,3.7584343317575986e-06
220.0,0.00015808506577741355,8.256726687250193e-06,3.7257400435919408e-06
221.0,0.0001564373233122751,8.19832621345995e-06,3.7145423448237125e-06
222.0,0.0001548067230032757,8.108143447316252e-06,3.6919650483469013e-06
223.0,0.0001531931629870087,8.173788955900818e-06,3.6490864658844657e-06
224.0,0.000151596381329,8.10846086096717e-06,3.617585889514885e-06
225.0,0.000150016276165843,7.97279517428251e-06,3.6441256270336453e-06
226.0,0.00014845261466689408,7.91602269600844e-06,3.631822437455412e-06
227.0,0.00014690526586491615,7.806125722709112e-06,3.619396693466115e-06
228.0,0.00014537402603309602,7.861858648539055e-06,3.528413344611181e-06
229.0,0.00014385877875611186,7.867968633945566e-06,3.4894335385615705e-06
230.0,0.00014235930575523525,7.69784310250543e-06,3.5600194223661674e-06
231.0,0.00014087547606322914,7.639676368853543e-06,3.550772134985891e-06
232.0,0.00013940710050519556,7.478491625079187e-06,3.5620469134300947e-06
233.0,0.00013795403356198221,7.5506241046241485e-06,3.4583977139845956e-06
234.0,0.00013651610061060637,7.603477115480928e-06,3.3979915770032676e-06
235.0,0.0001350931852357462,7.397075478365878e-06,3.510489932523342e-06
236.0,0.00013368506915867329,7.312647085200297e-06,3.4997019611182623e-06
237.0,0.0001322916359640658,7.040518994472222e-06,3.5548096093407366e-06
238.0,0.0001309127255808562,7.215917321445886e-06,3.478493681541295e-06
239.0,0.00012954820704180747,7.212936907308176e-06,3.431583991186926e-06
240.0,0.00012819792027585208,6.791965006414102e-06,3.510495616865228e-06
241.0,0.00012686166155617684,6.710685283906059e-06,3.5046125503868097e-06
242.0,0.00012553937267512083,6.670807124464773e-06,3.506331722746836e-06
243.0,0.00012423084990587085,6.953144747967599e-06,3.443427885940764e-06
244.0,0.0001229359768331051,6.910612228239188e-06,3.4229290122311795e-06
245.0,0.00012165457155788317,6.414496965589933e-06,3.3832234294095542e-06
246.0,0.00012038655404467136,6.372466486936901e-06,3.3478984278190183e-06
247.0,0.00011913172784261405,6.35719425190473e-06,3.336524287078646e-06
248.0,0.0001178900056402199,6.31532429906656e-06,3.312440867375699e-06
249.0,0.00011666120553854853,6.254922027437715e-06,3.2809421099955216e-06
250.0,0.00011544522567419335,6.219809165486367e-06,3.2585710414423374e-06
251.0,0.00011424191325204447,6.173266228870489e-06,3.2376231047237525e-06
252.0,0.00011305114458082244,6.140040113677969e-06,3.2425812150904676e-06
253.0,0.0001118727886932902,6.093198862799909e-06,3.216406184947118e-06
254.0,0.00011070672189816833,6.025891707395203e-06,3.1962638331606286e-06
255.0,0.00010955279867630452,5.99562872594106e-06,3.1964150366547983e-06
256.0,0.00010841091716429219,5.9578087530098855e-06,3.177967300871387e-06
257.0,0.0001072809100151062,5.934340606472688e-06,3.2325692700396758e-06
258.0,0.00010616269719321281,5.916111149417702e-06,3.1921367735776585e-06
259.0,0.00010505616955924779,5.85618772674934e-06,3.1611291433364386e-06
260.0,0.00010396113066235557,5.841631264047464e-06,3.155162858092808e-06
261.0,0.00010287752229487523,5.8031919252243824e-06,3.1400143143400783e-06
262.0,0.00010180519166169688,5.7812867453321815e-06,3.2403927434643265e-06
263.0,0.0001007440805551596,5.777863407274708e-06,3.197892283424153e-06
264.0,9.969399980036542e-05,5.728379164793296e-06,3.1529480111203156e-06
265.0,9.865486208582297e-05,5.717284238926368e-06,3.1489537377638044e-06
266.0,9.762655099621043e-05,5.679323749063769e-06,3.132021220153547e-06
267.0,9.660899377195165e-05,5.657776910084067e-06,3.251163207096397e-06
268.0,9.560200851410627e-05,5.657749170495663e-06,3.2202876809606096e-06
269.0,9.460552973905578e-05,5.619477633445058e-06,3.1728015983389923e-06
270.0,9.361942647956312e-05,5.607966159004718e-06,3.171126081724651e-06
271.0,9.264363325200975e-05,5.570676421484677e-06,3.1506224331678823e-06
272.0,9.167798270937055e-05,5.5498194342362694e-06,3.258216338508646e-06
273.0,9.072239481611177e-05,5.546667580347275e-06,3.2451259812660282e-06
274.0,8.977679681265727e-05,5.51590073882835e-06,3.2073080546979327e-06
275.0,8.884103590389714e-05,5.501281066244701e-06,3.195728595528635e-06
276.0,8.791501022642478e-05,5.465071353683015e-06,3.1813860914553516e-06
277.0,8.699865429662168e-05,5.449635409604525e-06,3.2663422189216362e-06
278.0,8.609186625108123e-05,5.442851488624001e-06,3.2682962682883954e-06
279.0,8.519450784660876e-05,5.4133979574544355e-06,3.2503810416528722e-06
280.0,8.430650632362813e-05,5.396901542553678e-06,3.2283410291711334e-06
281.0,8.342774526681751e-05,5.363346190279117e-06,3.2260154512187e-06
282.0,8.255818829638883e-05,5.3571116040984634e-06,3.273865104347351e-06
283.0,8.169765351340175e-05,5.349460025172448e-06,3.2904122235777322e-06
284.0,8.084610453806818e-05,5.312348548613954e-06,3.300117896287702e-06
285.0,8.000341767910868e-05,5.284845883579692e-06,3.2948660191323142e-06
286.0,7.916954928077757e-05,5.2773293646168895e-06,3.276110874139704e-06
287.0,7.834433927200735e-05,5.277402124193031e-06,3.2843868211784866e-06
288.0,7.75277367210947e-05,5.267933374852873e-06,3.306616008558194e-06
289.0,7.671963976463303e-05,5.211960797169013e-06,3.359954007464694e-06
290.0,7.591999747091904e-05,5.121354661241639e-06,3.5321943414601265e-06
291.0,7.512865704484284e-05,5.082847565063275e-06,3.4953543490701122e-06
292.0,7.434557483065873e-05,5.05675916429027e-06,3.4805582345143193e-06
293.0,7.357064896496013e-05,5.029794010624755e-06,3.453388671914581e-06
294.0,7.280382124008611e-05,5.030398824601434e-06,3.46238334714144e-06
295.0,7.204496796475723e-05,5.0143203225161415e-06,3.445985157668474e-06
296.0,7.129402365535498e-05,5.008627795177745e-06,3.449900759733282e-06
297.0,7.055090827634558e-05,4.9981349548033904e-06,3.4472643619665178e-06
298.0,6.981555634411052e-05,4.9916579882847145e-06,3.4152183161495486e-06
299.0,6.908784416737035e-05,4.988082309864694e-06,3.4313134165131487e-06
300.0,6.836772809037939e-05,4.982476184522966e-06,3.408370503166225e-06
301.0,6.765510624973103e-05,4.975154752173694e-06,3.414609636820387e-06
302.0,6.694994226563722e-05,4.961356808053097e-06,3.4153854358009994e-06
303.0,6.625210517086089e-05,4.968056146026356e-06,3.3748797250154894e-06
304.0,6.556153675774112e-05,4.955129952577408e-06,3.3863568660308374e-06
305.0,6.48781715426594e-05,4.954749783792067e-06,3.357025434524985e-06
306.0,6.420195131795481e-05,4.941801307722926e-06,3.356336947035743e-06
307.0,6.35327523923479e-05,4.91998071083799e-06,3.360894424986327e-06
308.0,6.2870531110093e-05,4.93425704917172e-06,3.307033011878957e-06
309.0,6.22152365394868e-05,4.910338702757144e-06,3.3149167393276002e-06
310.0,6.156675226520747e-05,4.909520157525549e-06,3.280524197180057e-06
311.0,6.0925020079594105e-05,4.889669980912004e-06,3.2738182653702097e-06
312.0,6.028998177498579e-05,4.860156877839472e-06,3.2827226732479176e-06
313.0,5.966158278170042e-05,4.874515525443712e-06,3.223097564841737e-06
314.0,5.903971032239497e-05,4.843953320232686e-06,3.222153736714972e-06
315.0,5.842432437930256e-05,4.837403139390517e-06,3.192773647242575e-06
316.0,5.781534855486825e-05,4.814946350961691e-06,3.1806980587134603e-06
317.0,5.721274283132516e-05,4.781518327945378e-06,3.1940994631440844e-06
318.0,5.661639806930907e-05,4.790746515936917e-06,3.133284280920634e-06
319.0,5.6026266975095496e-05,4.760715910379076e-06,3.1252034204953816e-06
320.0,5.544229134102352e-05,4.743979843624402e-06,3.105404175585136e-06
321.0,5.4864416597411036e-05,4.725238341052318e-06,3.0852752388454974e-06
322.0,5.429255179478787e-05,4.687348337029107e-06,3.094167141171056e-06
323.0,5.372664600145072e-05,4.694099516200367e-06,3.0375542792171473e-06
324.0,5.316664100973867e-05,4.6649320211145096e-06,3.0173214327078313e-06
325.0,5.2612485887948424e-05,4.64283766632434e-06,3.0002713629073696e-06
326.0,5.2064086048631e-05,4.632963282347191e-06,2.9616307983815204e-06
327.0,5.152140874997713e-05,4.584518592309905e-06,2.9542518404923612e-06
328.0,5.0984388508368284e-05,4.598142368195113e-06,2.9070588425383903e-06
329.0,5.045298166805878e-05,4.567444648273522e-06,2.878572331610485e-06
330.0,4.992709364159964e-05,4.539020665106364e-06,2.8568388188432436e-06
331.0,4.9406688049202785e-05,4.563953552860767e-06,2.786085815387196e-06
332.0,4.889171032118611e-05,4.49551725978381e-06,2.7584455892792903e-06
333.0,4.838210952584632e-05,4.527687906374922e-06,2.731488848439767e-06
334.0,4.787780926562846e-05,4.485199497139547e-06,2.702799292819691e-06
335.0,4.737876952276565e-05,4.46468675363576e-06,2.684850869627553e-06
336.0,4.688492481363937e-05,4.485142198973335e-06,2.64508480540826e-06
337.0,4.6396246034419164e-05,4.3973968786303885e-06,2.6027039439213695e-06
338.0,4.591264223563485e-05,4.345821253082249e-06,2.598095079520135e-06
339.0,4.543408067547716e-05,4.324791461840505e-06,2.600049583634245e-06
340.0,4.4960510422242805e-05,4.31151283919462e-06,2.598909532025573e-06
341.0,4.4491887820186093e-05,4.327044280216796e-06,2.5911333523254143e-06
342.0,4.4028140109730884e-05,4.295333837944781e-06,2.571827735664556e-06
343.0,4.3569219997152686e-05,4.267811618774431e-06,2.557818106652121e-06
344.0,4.311510201659985e-05,4.252206508681411e-06,2.554259481257759e-06
345.0,4.2665698856581e-05,4.239590452925768e-06,2.5474857920926297e-06
346.0,4.222098141326569e-05,4.269992587069282e-06,2.529250195948407e-06
347.0,4.178090239292942e-05,4.244955562171526e-06,2.511519141989993e-06
348.0,4.1345421777805313e-05,4.217023160890676e-06,2.4941573428804986e-06
349.0,4.091446680831723e-05,4.201405772619182e-06,2.486322046024725e-06
350.0,4.0488001104677096e-05,4.1892567423928995e-06,2.4770572508714395e-06
351.0,4.0065984649118036e-05,4.211741725157481e-06,2.4822209070407553e-06
352.0,3.964837742387317e-05,4.191177595203044e-06,2.4601615677966038e-06
353.0,3.923511030734517e-05,4.174547484581126e-06,2.44354123424273e-06
354.0,3.882615055772476e-05,4.166243343206588e-06,2.4357420898013515e-06
355.0,3.842145451926626e-05,4.1614434849179816e-06,2.42689475271618e-06
356.0,3.8020989450160414e-05,4.16108878198429e-06,2.4334228783118306e-06
357.0,3.762468622880988e-05,4.150307631789474e-06,2.4148459942807676e-06
358.0,3.723251211340539e-05,4.150420409132494e-06,2.4024570848268922e-06
359.0,3.6844427086180076e-05,4.145138973399298e-06,2.3949971819092752e-06
360.0,3.646039840532467e-05,4.1432676880504005e-06,2.3865725324867526e-06
361.0,3.6080364225199446e-05,4.127094598516123e-06,2.3885136215540115e-06
362.0,3.570428816601634e-05,4.12860117648961e-06,2.375834810663946e-06
363.0,3.533213384798728e-05,4.1303105717815924e-06,2.3659681573917624e-06
364.0,3.496386489132419e-05,4.125113264308311e-06,2.3590300770592876e-06
365.0,3.459942672634497e-05,4.122573045606259e-06,2.352140882067033e-06
366.0,3.423878661124036e-05,4.10237180403783e-06,2.3492600575991673e-06
367.0,3.3881908166222274e-05,4.105571861146018e-06,2.3377651814371347e-06
368.0,3.352875864948146e-05,4.103296760149533e-06,2.3304774003918283e-06
369.0,3.3179276215378195e-05,4.095978965779068e-06,2.323374474144657e-06
370.0,3.2833439036039636e-05,4.090704351256136e-06,2.3166119262896245e-06
371.0,3.249121073167771e-05,4.069300757691963e-06,2.307760496478295e-06
372.0,3.215255492250435e-05,4.069426722708158e-06,2.298600520589389e-06
373.0,3.181741703883745e-05,4.062206244270783e-06,2.291683358635055e-06
374.0,3.148577525280416e-05,4.05018545279745e-06,2.283128196722828e-06
375.0,3.115759318461642e-05,4.041342890559463e-06,2.275409769936232e-06
376.0,3.0832834454486147e-05,4.020143478555838e-06,2.263919441247708e-06
377.0,3.0511459044646472e-05,4.014016667497344e-06,2.2559268018085277e-06
378.0,3.0193426937330514e-05,4.002610239695059e-06,2.2484236978925765e-06
379.0,2.9878721761633642e-05,3.9857386582298204e-06,2.2385634110833053e-06
