epoch,learning_rate,validation_loss_Beta_Enth,validation_loss_Cp
66.0,0.0007937198970466852,0.00021585584909189492,3.292366454843432e-05
67.0,0.0007854467839933932,0.0002436273207422346,2.2168900613905862e-05
68.0,0.000777259876485914,0.00017570375348441303,2.2397996872314252e-05
69.0,0.0007691583596169949,0.0001614286156836897,2.178284921683371e-05
70.0,0.0007611413020640612,0.00012732013419736177,1.6255398804787546e-05
71.0,0.0007532077725045383,0.0002486343146301806,2.8532856958918273e-05
72.0,0.0007453568978235126,0.00016258200048469007,2.223183764726855e-05
73.0,0.0007375878631137311,0.00018232261936645955,3.4645345294848084e-05
74.0,0.0007298998534679413,0.00011148823978146538,2.196320019720588e-05
75.0,0.0007222919375635684,0.00020467212016228586,2.362583836656995e-05
76.0,0.0007147633587010205,0.00011588454071898013,2.311363823537249e-05
77.0,0.000707313243765384,0.0001495720789534971,2.3243883333634585e-05
78.0,0.000699940777849406,0.00014062559057492763,1.977818646992091e-05
79.0,0.0006926451460458338,0.0001269661879632622,1.6525529645150527e-05
80.0,0.0006854255334474146,0.00016750437498558313,3.247910717618652e-05
81.0,0.0006782812415622175,0.00012605868687387556,1.5897736375336535e-05
82.0,0.0006712113972753286,0.00010092055890709162,1.8302229364053346e-05
83.0,0.0006642151856794953,0.00010259852570015937,2.5730547349667177e-05
84.0,0.0006572919664904475,0.00011267283844063058,2.225009120593313e-05
85.0,0.0006504408665932715,0.00012371016782708466,2.070025948341936e-05
86.0,0.0006436612457036972,0.0001558726653456688,1.3920969649916515e-05
87.0,0.000636952230706811,8.604971662862226e-05,2.1347856090869755e-05
88.0,0.0006303131231106818,0.00014539255062118173,2.04041825782042e-05
89.0,0.0006237432244233787,8.542844443581998e-05,1.687845724518411e-05
90.0,0.0006172418361529708,0.00012384845467749983,1.2505764971137978e-05
91.0,0.0006108082015998662,0.00010651123011484742,1.962878741323948e-05
92.0,0.0006044416222721338,0.00011844017717521638,1.6052057617343962e-05
93.0,0.0005981413996778429,9.755917562870309e-05,1.9834469640045427e-05
94.0,0.0005919068935327232,0.00014285798533819616,1.65884084708523e-05
95.0,0.000585737288929522,0.00010468268737895414,1.681364665273577e-05
96.0,0.0005796320037916303,8.479842654196545e-05,1.2402406355249695e-05
97.0,0.0005735903978347778,0.000106017105281353,1.359375619358616e-05
98.0,0.0005676117725670338,7.632855704287067e-05,1.8389826436759904e-05
99.0,0.0005616954294964671,0.0005040424293838441,2.766377292573452e-05
100.0,0.0005558407283388078,8.115663513308391e-05,1.9402386897127144e-05
101.0,0.0005500471452251077,8.317453466588631e-05,1.4259780073189177e-05
102.0,0.0005443138652481139,9.099182352656499e-05,1.346261069556931e-05
103.0,0.0005386403645388782,7.10741151124239e-05,1.2759411220031325e-05
104.0,0.0005330260028131306,0.00018105880008079112,1.2674000572587829e-05
105.0,0.000527470197994262,7.363320764852688e-05,1.3002332707401365e-05
106.0,0.0005219722515903413,7.48828606447205e-05,1.9322900698170997e-05
107.0,0.0005165315815247595,9.401610441273078e-05,1.1156783330079634e-05
108.0,0.0005111477221362293,6.81193414493464e-05,1.2585853255586699e-05
109.0,0.0005058199167251587,0.0001112900790758431,1.5115673704713117e-05
110.0,0.0005005476414225996,6.607075920328498e-05,1.1959947187278885e-05
111.0,0.0004953303141519427,0.0004228266188874841,2.0480865714489482e-05
112.0,0.0004901673528365791,6.715435301885009e-05,1.6128249626490287e-05
113.0,0.00048505826271139085,7.417504821205512e-05,1.1781313332903665e-05
114.0,0.00048000243259593844,7.509230636060238e-05,1.0516449037822895e-05
115.0,0.0004749992222059518,6.575931911356747e-05,1.435245849279454e-05
116.0,0.00047004828229546547,6.881041190354154e-05,1.0905435374297667e-05
117.0,0.0004651488270610571,7.50280887586996e-05,8.319281732838135e-06
118.0,0.0004603005072567612,5.958906695013866e-05,1.4927543816156685e-05
119.0,0.00045550265349447727,0.00020195201796013862,1.4505824765365105e-05
120.0,0.0004507549456320703,4.6236855268944055e-05,1.2915972547489218e-05
121.0,0.0004460566269699484,4.6860564907547086e-05,8.797889677225612e-06
122.0,0.0004414072900544852,4.529900252236985e-05,9.411437531525735e-06
123.0,0.00043680641101673245,6.376546662067994e-05,8.655028068460524e-06
124.0,0.0004322534950915724,6.329229654511437e-05,9.316412615589797e-06
125.0,0.00042774801841005683,6.363465945469216e-05,1.303080080106156e-05
126.0,0.0004232895153108984,8.840468217385933e-05,9.471938028582372e-06
127.0,0.0004188774910289794,5.736983075621538e-05,8.310792509291787e-06
128.0,0.00041451139259152114,4.3375683162594214e-05,9.14185329747852e-06
129.0,0.0004101908707525581,5.715100996894762e-05,7.897772775322665e-06
130.0,0.00040591537253931165,5.580652577918954e-05,1.188644819194451e-05
131.0,0.000401684403186664,6.459824362536892e-05,8.892874575394671e-06
132.0,0.00039749761344864964,4.3305757571943104e-05,9.841878636507317e-06
133.0,0.0003933543630409986,4.366961366031319e-05,7.220363841042854e-06
134.0,0.0003892543900292367,4.862672358285636e-05,7.746687515464146e-06
135.0,0.00038519708323292434,5.4725856898585334e-05,8.123476618493441e-06
136.0,0.00038118212250992656,4.146313949604519e-05,8.716996489965823e-06
137.0,0.00037720901309512556,6.0532489442266524e-05,1.0710553397075273e-05
138.0,0.0003732772602234036,3.6447716411203146e-05,7.149960765673313e-06
139.0,0.0003693865437526256,9.499512816546485e-05,9.782611414266285e-06
140.0,0.0003655363107100129,4.024210647912696e-05,9.03355612535961e-06
141.0,0.00036172629916109145,4.435972368810326e-05,6.32040791970212e-06
142.0,0.00035795592702925205,4.9479614972369745e-05,6.476948783529224e-06
143.0,0.00035422490327619016,3.78887343686074e-05,6.079268132452853e-06
144.0,0.00035053270403295755,4.407371670822613e-05,6.953717274882365e-06
145.0,0.0003468790673650801,4.419602919369936e-05,6.260333520913264e-06
146.0,0.0003432634402997792,3.885563637595624e-05,7.944000572024379e-06
147.0,0.0003396855609025806,3.5017288610106334e-05,6.058335657144198e-06
148.0,0.0003361449344083667,4.502488445723429e-05,8.05176023277454e-06
149.0,0.00033264124067500234,4.9080492317443714e-05,8.562799848732539e-06
150.0,0.00032917404314503074,0.00011790448479587212,9.45395640883362e-06
151.0,0.00032574302167631686,3.748130984604359e-05,5.92676497035427e-06
152.0,0.0003223477106075734,2.8652173568843864e-05,7.465310318366392e-06
153.0,0.00031898781890049577,3.751630720216781e-05,6.715785275446251e-06
154.0,0.0003156629391014576,4.11874134442769e-05,6.6779452936316375e-06
155.0,0.0003123727219644934,2.7915175451198593e-05,6.766201749996981e-06
156.0,0.00030911676003597677,3.383611692697741e-05,7.09201685822336e-06
157.0,0.00030589482048526406,3.981570262112655e-05,5.640626568492735e-06
158.0,0.00030270637944340706,4.39309369539842e-05,6.9176721808617e-06
159.0,0.00029955123318359256,3.8111629692139104e-05,6.980223133723484e-06
160.0,0.0002964289451483637,3.980812834925018e-05,5.997969310556073e-06
161.0,0.00029333922429941595,3.6725181416841224e-05,5.901250915485434e-06
162.0,0.0002902816631831229,5.0504830142017454e-05,6.797877176722977e-06
163.0,0.00028725602896884084,3.7092857382958755e-05,6.311094693955965e-06
164.0,0.00028426185599528253,4.6812219807179645e-05,6.595150352950441e-06
165.0,0.0002812989696394652,6.752090121153742e-05,1.0221863703918643e-05
166.0,0.0002783669042401016,3.258246215409599e-05,5.7860011111188214e-06
167.0,0.0002754654560703784,2.6733525373856537e-05,5.0860312512668315e-06
168.0,0.0002725941885728389,2.8097740141674876e-05,5.7227384786529e-06
169.0,0.0002697529271245003,2.5183662728522904e-05,4.954148607794195e-06
170.0,0.00026694120606407523,3.676778214867227e-05,6.3532697822665796e-06
171.0,0.00026415885076858103,4.183172495686449e-05,7.355763955274597e-06
172.0,0.00026140548288822174,3.4303448046557605e-05,4.969918791175587e-06
173.0,0.00025868078228086233,3.174932498950511e-05,4.976947366230888e-06
174.0,0.00025598451611585915,2.6386629542685114e-05,4.953513780492358e-06
175.0,0.0002533163351472467,2.2830532543594018e-05,5.7720662880456075e-06
176.0,0.0002506759774405509,3.889359504682943e-05,5.479817900777562e-06
177.0,0.0002480630937498063,3.1258969102054834e-05,4.9366321945854e-06
178.0,0.00024547750945203006,3.1558294722344726e-05,5.386069460655563e-06
179.0,0.0002429188316455111,2.315409801667556e-05,5.196154688746901e-06
180.0,0.00024038685660343617,2.7307447453495115e-05,4.970039753970923e-06
181.0,0.00023788123507983983,2.3952614355948754e-05,5.198410235607298e-06
182.0,0.00023540176334790885,2.881932960008271e-05,4.751233518618392e-06
183.0,0.000232948106713593,2.3907832655822858e-05,5.221565970714437e-06
184.0,0.00023052006145007908,2.5891102268360555e-05,5.203185992286308e-06
185.0,0.00022811729286331683,2.2405271010939032e-05,5.758523911936209e-06
186.0,0.00022573958267457783,2.403608050371986e-05,5.11042298967368e-06
187.0,0.00022338665439747274,2.7485153623274527e-05,4.895272923022276e-06
188.0,0.00022105824609752744,2.14291376323672e-05,5.73319812247064e-06
189.0,0.00021875411039218307,2.07029479497578e-05,4.811852249986259e-06
190.0,0.00021647399989888072,2.054138167295605e-05,5.478591447172221e-06
191.0,0.00021421763813123107,2.123337435477879e-05,5.69478561374126e-06
192.0,0.00021198482136242092,2.4747156203375198e-05,6.044252586434595e-06
193.0,0.00020977522945031524,2.691668487386778e-05,5.867291747563286e-06
194.0,0.00020758871687576175,2.171177948184777e-05,5.452112873172155e-06
195.0,0.00020542497804854065,2.615908488223795e-05,4.55462895843084e-06
196.0,0.00020328379468992352,2.373347888351418e-05,5.17916896569659e-06
197.0,0.00020116491941735148,2.046950248768553e-05,5.252630217000842e-06
198.0,0.00019906814850401133,2.118048541888129e-05,5.7414376897213515e-06
199.0,0.0001969931909115985,2.1061370716779493e-05,5.755182883149246e-06
200.0,0.00019493991567287594,2.4821754777804017e-05,5.705207968276227e-06
201.0,0.00019290800264570862,2.5300276320194826e-05,5.491210231411969e-06
202.0,0.00019089730631094426,2.7813035558210686e-05,5.1659903874679e-06
203.0,0.00018890752107836306,2.756393041636329e-05,5.384252744988771e-06
204.0,0.00018693851598072797,2.4389637474087067e-05,5.503564352693502e-06
205.0,0.00018499002908356488,2.6863152015721425e-05,5.381939445214812e-06
206.0,0.00018306182755623013,2.248258715553675e-05,5.7698111959325615e-06
207.0,0.0001811537513276562,2.61442346527474e-05,4.974414423486451e-06
208.0,0.000179265538463369,2.3482434698962606e-05,5.535894160857424e-06
209.0,0.00017739702889230102,2.163902172469534e-05,5.7064112297666725e-06
210.0,0.00017554796067997813,2.2417225409299135e-05,5.317814157024259e-06
211.0,0.00017371820285916328,2.221410977654159e-05,5.549833076656796e-06
212.0,0.00017190749349538237,2.2676809749100357e-05,5.501015948539134e-06
213.0,0.0001701156870694831,2.012651202676352e-05,5.331872216629563e-06
214.0,0.00016834252164699137,2.0318824681453407e-05,5.1775068641291e-06
215.0,0.00016658786626067013,2.1207439203863032e-05,5.331462489266414e-06
216.0,0.00016485145897604525,2.1348958398448303e-05,5.380397396947956e-06
217.0,0.00016313319792971015,2.1479756469489075e-05,5.3999560805095825e-06
218.0,0.0001614328211871907,2.1690406356356107e-05,5.168444204173284e-06
219.0,0.00015975018322933465,2.0182234948151745e-05,5.3127246246731374e-06
220.0,0.00015808506577741355,1.9331180737935938e-05,5.055932888353709e-06
221.0,0.0001564373233122751,2.2611693566432223e-05,4.8787155719765e-06
222.0,0.0001548067230032757,2.208994555985555e-05,5.120958121551666e-06
223.0,0.0001531931629870087,2.051569208560977e-05,4.827807515539462e-06
224.0,0.000151596381329,2.0320727344369516e-05,4.863460162596311e-06
225.0,0.000150016276165843,2.0359251720947213e-05,4.668307155952789e-06
226.0,0.00014845261466689408,2.3114645955502056e-05,4.423694917932153e-06
227.0,0.00014690526586491615,2.288730138388928e-05,4.422587608132744e-06
228.0,0.00014537402603309602,2.1794317945023067e-05,4.364025244285585e-06
229.0,0.00014385877875611186,2.2151809389470145e-05,4.152401288592955e-06
230.0,0.00014235930575523525,2.2736499886377715e-05,4.035633992316434e-06
231.0,0.00014087547606322914,2.2529909983859397e-05,4.035064648633124e-06
232.0,0.00013940710050519556,2.1238902263576165e-05,3.9261472011276055e-06
233.0,0.00013795403356198221,2.1186648154980503e-05,3.846019353659358e-06
234.0,0.00013651610061060637,2.2555159375770018e-05,3.936587745556608e-06
235.0,0.0001350931852357462,2.259243410662748e-05,3.847681909974199e-06
236.0,0.00013368506915867329,2.2432219338952564e-05,3.7493091440410353e-06
237.0,0.0001322916359640658,2.174997098336462e-05,3.5669254430104047e-06
238.0,0.0001309127255808562,2.167334605474025e-05,3.526213049553917e-06
239.0,0.00012954820704180747,2.194027547375299e-05,3.526372665874078e-06
240.0,0.00012819792027585208,2.20797119254712e-05,3.485211891529616e-06
241.0,0.00012686166155617684,2.2020649339538068e-05,3.4411980323056923e-06
242.0,0.00012553937267512083,2.2003288904670626e-05,3.3801759400375886e-06
243.0,0.00012423084990587085,2.1802361516165547e-05,3.3748269743227866e-06
244.0,0.0001229359768331051,2.180773844884243e-05,3.3631142741796793e-06
245.0,0.00012165457155788317,2.1687921616830863e-05,3.3368055483151693e-06
246.0,0.00012038655404467136,2.1531886886805296e-05,3.3217534110008273e-06
247.0,0.00011913172784261405,2.1050003851996735e-05,3.3221772355318535e-06
248.0,0.0001178900056402199,2.0356610548333265e-05,3.3406315651518526e-06
249.0,0.00011666120553854853,2.072594543278683e-05,3.3144397093565203e-06
250.0,0.00011544522567419335,2.07200828299392e-05,3.3010496736096684e-06
251.0,0.00011424191325204447,2.0664507246692665e-05,3.2898665267566685e-06
252.0,0.00011305114458082244,1.975841587409377e-05,3.3404412533855066e-06
253.0,0.0001118727886932902,1.879589763120748e-05,3.364779786352301e-06
254.0,0.00011070672189816833,1.880195122794248e-05,3.3770897971407976e-06
255.0,0.00010955279867630452,1.924271236930508e-05,3.3806093142629834e-06
256.0,0.00010841091716429219,1.9328159396536648e-05,3.3911308037204435e-06
257.0,0.0001072809100151062,1.8411812561680563e-05,3.4664926715777256e-06
258.0,0.00010616269719321281,1.7597478290554136e-05,3.455932983342791e-06
259.0,0.00010505616955924779,1.7307216694462113e-05,3.4473000596335623e-06
260.0,0.00010396113066235557,1.7995500456891023e-05,3.508722329570446e-06
261.0,0.00010287752229487523,1.8397102394374087e-05,3.501086439428036e-06
262.0,0.00010180519166169688,1.7662627215031534e-05,3.56694363290444e-06
263.0,0.0001007440805551596,1.6921863789320923e-05,3.5799778288492234e-06
264.0,9.969399980036542e-05,1.6379653970943764e-05,3.531913080223603e-06
265.0,9.865486208582297e-05,1.7379323253408074e-05,3.6013470889884047e-06
266.0,9.762655099621043e-05,1.770868038875051e-05,3.523732402754831e-06
267.0,9.660899377195165e-05,1.720720683806576e-05,3.6154378904029727e-06
268.0,9.560200851410627e-05,1.6509631677763537e-05,3.6628944144467823e-06
269.0,9.460552973905578e-05,1.6016538211260922e-05,3.622676786108059e-06
270.0,9.361942647956312e-05,1.6957199477474205e-05,3.5985353861178737e-06
271.0,9.264363325200975e-05,1.704775422695093e-05,3.515285925459466e-06
272.0,9.167798270937055e-05,1.6704772860975936e-05,3.6273934256314533e-06
273.0,9.072239481611177e-05,1.6054402294685133e-05,3.660768470581388e-06
274.0,8.977679681265727e-05,1.5663134036003612e-05,3.6209723930369364e-06
275.0,8.884103590389714e-05,1.642491224629339e-05,3.573519506971934e-06
276.0,8.791501022642478e-05,1.644352414587047e-05,3.536812528182054e-06
277.0,8.699865429662168e-05,1.6142903405125253e-05,3.635263055912219e-06
278.0,8.609186625108123e-05,1.5554505807813257e-05,3.6063249808648834e-06
279.0,8.519450784660876e-05,1.5240795619320124e-05,3.5547232073440682e-06
280.0,8.430650632362813e-05,1.5837007595109753e-05,3.582967792681302e-06
281.0,8.342774526681751e-05,1.5865556633798406e-05,3.5971906982013024e-06
282.0,8.255818829638883e-05,1.557124596729409e-05,3.643828904387192e-06
283.0,8.169765351340175e-05,1.5082373465702403e-05,3.5236412259109784e-06
284.0,8.084610453806818e-05,1.4828381608822383e-05,3.457152388364193e-06
285.0,8.000341767910868e-05,1.5233735211950261e-05,3.62338778359117e-06
286.0,7.916954928077757e-05,1.52962893480435e-05,3.6770570659427904e-06
287.0,7.834433927200735e-05,1.5034546777314972e-05,3.647807261586422e-06
288.0,7.75277367210947e-05,1.4671747521788348e-05,3.447501512710005e-06
289.0,7.671963976463303e-05,1.4439680853683967e-05,3.3703483950375812e-06
290.0,7.591999747091904e-05,1.4691385331389029e-05,3.671703780128155e-06
291.0,7.512865704484284e-05,1.4726982954016421e-05,3.7379322748165578e-06
292.0,7.434557483065873e-05,1.4541057680617087e-05,3.6373451166582527e-06
293.0,7.357064896496013e-05,1.4293760614236817e-05,3.389441872059251e-06
294.0,7.280382124008611e-05,1.4098695828579366e-05,3.3105698094004765e-06
295.0,7.204496796475723e-05,1.418341798853362e-05,3.696117573781521e-06
296.0,7.129402365535498e-05,1.4192386515787803e-05,3.7708050513174385e-06
297.0,7.055090827634558e-05,1.4106983144301921e-05,3.6240785448171664e-06
298.0,6.981555634411052e-05,1.3976429727335926e-05,3.3598291793168755e-06
299.0,6.908784416737035e-05,1.380731464450946e-05,3.2857863061508397e-06
300.0,6.836772809037939e-05,1.3751370715908706e-05,3.710004648382892e-06
301.0,6.765510624973103e-05,1.3747778211836703e-05,3.7934141801088117e-06
302.0,6.694994226563722e-05,1.3728230442211498e-05,3.6251508390705567e-06
303.0,6.625210517086089e-05,1.3661843695444986e-05,3.35979302690248e-06
304.0,6.556153675774112e-05,1.3515369573724456e-05,3.296790055173915e-06
305.0,6.48781715426594e-05,1.3353428585105576e-05,3.7125037124496885e-06
306.0,6.420195131795481e-05,1.3325664440344553e-05,3.8023276829335373e-06
307.0,6.35327523923479e-05,1.333904128841823e-05,3.623384827733389e-06
308.0,6.2870531110093e-05,1.3330157344171312e-05,3.371834964127629e-06
309.0,6.22152365394868e-05,1.3188692719268147e-05,3.327937747599208e-06
310.0,6.156675226520747e-05,1.2941359273099806e-05,3.6949752484360943e-06
311.0,6.0925020079594105e-05,1.2881584552815184e-05,3.7874865483900066e-06
312.0,6.028998177498579e-05,1.2946282367920503e-05,3.6054668726137606e-06
313.0,5.966158278170042e-05,1.2977020560356323e-05,3.383401917744777e-06
314.0,5.903971032239497e-05,1.2842052456107922e-05,3.361719791428186e-06
315.0,5.842432437930256e-05,1.2546129255497362e-05,3.657071374618681e-06
316.0,5.781534855486825e-05,1.244562827196205e-05,3.742349235835718e-06
317.0,5.721274283132516e-05,1.2568262718559708e-05,3.571209163055755e-06
318.0,5.661639806930907e-05,1.2596863598446362e-05,3.3902797440532595e-06
319.0,5.6026266975095496e-05,1.2463321581890341e-05,3.390884330656263e-06
320.0,5.544229134102352e-05,1.2179661098343786e-05,3.6061660466657486e-06
321.0,5.4864416597411036e-05,1.2047867130604573e-05,3.6691531022370327e-06
322.0,5.429255179478787e-05,1.2200453966215719e-05,3.5239916087448364e-06
323.0,5.372664600145072e-05,1.219263685925398e-05,3.37932510774408e-06
324.0,5.316664100973867e-05,1.2061143024766352e-05,3.405235247555538e-06
325.0,5.2612485887948424e-05,1.183154836326139e-05,3.5352791201148648e-06
326.0,5.2064086048631e-05,1.168259586847853e-05,3.5491025300871115e-06
327.0,5.152140874997713e-05,1.1826737136289012e-05,3.4338486329943407e-06
328.0,5.0984388508368284e-05,1.178172169602476e-05,3.334129587528878e-06
329.0,5.045298166805878e-05,1.1656937203952111e-05,3.373822664798354e-06
330.0,4.992709364159964e-05,1.1489139069453813e-05,3.4131837765016826e-06
331.0,4.9406688049202785e-05,1.1352005458320491e-05,3.3703111057548085e-06
332.0,4.889171032118611e-05,1.1453368642833084e-05,3.287058234491269e-06
333.0,4.838210952584632e-05,1.1385519428586122e-05,3.2477812510478543e-06
334.0,4.787780926562846e-05,1.127005452872254e-05,3.2549369279877283e-06
335.0,4.737876952276565e-05,1.1157361768709961e-05,3.2231407658400713e-06
336.0,4.688492481363937e-05,1.1067627383454237e-05,3.161043196087121e-06
337.0,4.6396246034419164e-05,1.1102920325356536e-05,3.1128142836678308e-06
338.0,4.591264223563485e-05,1.1013449693564326e-05,3.139031377941137e-06
339.0,4.543408067547716e-05,1.0912584912148304e-05,3.0809896998107433e-06
340.0,4.4960510422242805e-05,1.0841940820682794e-05,3.018085635630996e-06
341.0,4.4491887820186093e-05,1.0787186511151958e-05,2.964407485706033e-06
342.0,4.4028140109730884e-05,1.0767456842586398e-05,2.973086566271377e-06
343.0,4.3569219997152686e-05,1.0657835446181707e-05,3.0428427635342814e-06
344.0,4.311510201659985e-05,1.0590575584501494e-05,2.923897682194365e-06
345.0,4.2665698856581e-05,1.0543071766733192e-05,2.8653980734816287e-06
346.0,4.222098141326569e-05,1.0498188203200698e-05,2.840302840922959e-06
347.0,4.178090239292942e-05,1.0429343092255294e-05,2.8972654035896994e-06
348.0,4.1345421777805313e-05,1.03103839137475e-05,2.9738964713033056e-06
349.0,4.091446680831723e-05,1.0267619472870138e-05,2.8520057639980223e-06
350.0,4.0488001104677096e-05,1.021234129439108e-05,2.8228619157744106e-06
351.0,4.0065984649118036e-05,1.0149599802389275e-05,2.8102499527449254e-06
352.0,3.964837742387317e-05,1.0056449355033692e-05,2.8756840038113296e-06
353.0,3.923511030734517e-05,9.9322069218033e-06,2.927404921138077e-06
354.0,3.882615055772476e-05,9.912700079439674e-06,2.8143365398136666e-06
355.0,3.842145451926626e-05,9.855174539552536e-06,2.804648374876706e-06
356.0,3.8020989450160414e-05,9.801754458749201e-06,2.7863914056069916e-06
357.0,3.762468622880988e-05,9.700060218165163e-06,2.8320901037659496e-06
358.0,3.723251211340539e-05,9.625267921364866e-06,2.8412252959242323e-06
359.0,3.6844427086180076e-05,9.597283678886015e-06,2.7633620902633993e-06
360.0,3.646039840532467e-05,9.54281676968094e-06,2.7673841032083146e-06
361.0,3.6080364225199446e-05,9.509515621175524e-06,2.7457460873847594e-06
362.0,3.570428816601634e-05,9.420404239790514e-06,2.7734208742913324e-06
363.0,3.533213384798728e-05,9.373847206006758e-06,2.767343858067761e-06
364.0,3.496386489132419e-05,9.326069630333222e-06,2.7392557058192324e-06
365.0,3.459942672634497e-05,9.273758223571349e-06,2.7461401259643026e-06
366.0,3.423878661124036e-05,9.274407602788415e-06,2.725278591242386e-06
367.0,3.3881908166222274e-05,9.19634840101935e-06,2.742152446444379e-06
368.0,3.352875864948146e-05,9.144050636678003e-06,2.7240660074312473e-06
369.0,3.3179276215378195e-05,9.111737199418712e-06,2.7331830096954945e-06
370.0,3.2833439036039636e-05,9.063772267836612e-06,2.7370417683414416e-06
371.0,3.249121073167771e-05,9.099672752199695e-06,2.7351452445145696e-06
372.0,3.215255492250435e-05,9.028396561916452e-06,2.7436228720034705e-06
373.0,3.181741703883745e-05,8.959419574239291e-06,2.713164349188446e-06
374.0,3.148577525280416e-05,8.947780770540703e-06,2.7464586764835985e-06
375.0,3.115759318461642e-05,8.89900911715813e-06,2.7388211947254604e-06
376.0,3.0832834454486147e-05,8.964088010543492e-06,2.7708390462066745e-06
377.0,3.0511459044646472e-05,8.899266504158732e-06,2.769080765574472e-06
378.0,3.0193426937330514e-05,8.821977644402068e-06,2.724655359997996e-06
379.0,2.9878721761633642e-05,8.813933163764887e-06,2.762868916761363e-06
