epoch,learning_rate,validation_loss_Beta_MixFrac
0.0,0.0015848932089284062,0.0004956068587489426
1.0,0.0015683840028941631,0.002536867745220661
2.0,0.0015520467422902584,0.001228888868354261
3.0,0.0015358797973021865,0.0027243157383054495
4.0,0.0015198810724541545,5.0000704504782334e-05
5.0,0.0015040490543469787,0.0003529383393470198
6.0,0.0014883819967508316,0.00016411753313150257
7.0,0.001472878153435886,6.512086110888049e-05
8.0,0.0014575357781723142,6.43348612356931e-05
9.0,0.0014423532411456108,0.00042278660112060606
10.0,0.0014273286797106266,0.00020115665392950177
11.0,0.0014124608132988214,0.0007362095057033002
12.0,0.0013977477792650461,0.00037304588477127254
13.0,0.0013831880642101169,1.589628664078191e-05
14.0,0.0013687798054888844,5.40285836905241e-05
15.0,0.0013545218389481306,1.5734603948658332e-05
16.0,0.001340412301942706,5.340626375982538e-05
17.0,0.001326449797488749,4.554137194645591e-05
18.0,0.0013126326957717538,2.789575228234753e-05
19.0,0.0012989594833925366,0.00025348312919959426
20.0,0.0012854287633672357,0.00023171260545495898
21.0,0.0012720389058813453,0.00032522078254260123
22.0,0.0012587886303663254,0.0003023022145498544
23.0,0.0012456763070076704,1.180640174425207e-05
24.0,0.0012327005388215184,7.87760473031085e-06
25.0,0.0012198600452393293,3.506108623696491e-05
26.0,0.0012071531964465976,0.00012597476597875357
27.0,0.0011945788282901049,2.6062254619318992e-05
28.0,0.0011821354273706675,7.018405995040666e-06
29.0,0.0011698215967044234,5.872457768418826e-05
30.0,0.0011576359393075109,2.4939970899140462e-05
31.0,0.0011455774074420333,8.143128070514649e-06
32.0,0.0011336442548781633,4.8023764975368977e-05
33.0,0.0011218355502933264,3.222901568733505e-06
34.0,0.0011101498967036605,2.128614141838625e-05
35.0,0.0010985858971253037,4.114997409487842e-06
36.0,0.0010871423874050379,8.068147508311085e-06
37.0,0.001075817970559001,2.2176436687004752e-05
38.0,0.0010646117152646184,4.313826866564341e-05
39.0,0.0010535219917073846,1.1710644685081206e-05
40.0,0.001042547868564725,6.548363671754487e-06
41.0,0.0010316881816834211,3.412547448533587e-05
42.0,0.0010209414176642895,5.090403192298254e-06
43.0,0.0010103066451847553,1.8782355255098082e-05
44.0,0.0009997827000916004,4.611854092217982e-05
45.0,0.0009893683018162847,2.282297282363288e-05
46.0,0.0009790625190362334,9.879642675514333e-06
47.0,0.0009688640129752457,2.166696867789142e-05
48.0,0.0009587717358954251,1.6379655789933167e-05
49.0,0.0009487845818512142,3.3726191759342328e-06
50.0,0.0009389015031047165,9.434141247766092e-06
51.0,0.0009291213355027139,2.2353629901772365e-05
52.0,0.0009194430313073099,3.939777798223076e-06
53.0,0.0009098656009882689,2.1503649350052e-06
54.0,0.0009003878221847117,4.10096117775538e-06
55.0,0.0008910088217817247,1.936308535732678e-06
56.0,0.0008817275520414114,3.970970647060312e-05
57.0,0.0008725430234335363,3.745414915101719e-06
58.0,0.0008634540718048811,4.6161917452991474e-06
59.0,0.0008544597658328712,3.0848950700601563e-06
60.0,0.0008455592324025929,2.615034873088007e-06
61.0,0.0008367513655684888,2.175054532926879e-06
62.0,0.0008280352340079844,6.661454335699091e-06
63.0,0.0008194099646061659,2.452204626024468e-06
64.0,0.0008108744514174759,2.7995404252578737e-06
65.0,0.0008024278795346618,4.5624478843819816e-06
66.0,0.0007940693758428097,1.665279341978021e-05
67.0,0.0007857978343963623,2.118294787578634e-06
68.0,0.0007776124984957278,1.8618446119944565e-05
69.0,0.0007695124368183315,1.190254624816589e-05
70.0,0.0007614967180415988,1.3504994967661332e-05
71.0,0.000753564469050616,2.9339801130845444e-06
72.0,0.0007457149331457913,1.690881617832929e-05
73.0,0.0007379470625892282,3.006262204507948e-06
74.0,0.0007302602170966566,1.3004530046600848e-05
75.0,0.000722653407137841,1.3727652913075872e-05
76.0,0.0007151258178055286,0.00015018120757304132
77.0,0.0007076765759848058,1.3934455637354404e-05
78.0,0.0007003049831837416,1.0702573263188242e-06
79.0,0.0006930102244950831,2.02168894247734e-06
80.0,0.0006857913685962558,1.3828093869960867e-06
81.0,0.0006786477752029896,8.723548489797395e-06
82.0,0.0006715785712003708,1.612514279258903e-05
83.0,0.0006645829998888075,6.763891633454477e-06
84.0,0.0006576603627763689,2.0563463749567745e-06
85.0,0.0006508097285404801,1.8388105900157825e-06
86.0,0.0006440305151045322,4.67811105409055e-06
87.0,0.0006373218493536115,1.086567749553069e-06
88.0,0.0006306831492111087,1.0320091860194225e-05
89.0,0.0006241135997697711,8.493065251968801e-06
90.0,0.0006176124443300068,8.079623512458056e-06
91.0,0.0006111790426075459,1.6565476244068122e-06
92.0,0.0006048126379027963,1.9375106603547465e-06
93.0,0.0005985125317238271,3.4242591482325224e-06
94.0,0.0005922780255787075,8.68610823090421e-06
95.0,0.0005861085373908281,4.305017682781909e-06
96.0,0.0005800032522529364,6.8346053012646735e-06
97.0,0.000573961588088423,1.016562578115554e-06
98.0,0.000567982904613018,5.516624696610961e-06
99.0,0.0005620663869194686,1.1026385209333966e-06
100.0,0.0005562116275541484,5.0805679165932816e-06
101.0,0.0005504177534021437,8.452868769381894e-07
102.0,0.0005446842988021672,7.514615276704717e-07
103.0,0.0005390105070546269,4.317524599173339e-06
104.0,0.0005333958542905748,3.2741511404310586e-06
105.0,0.0005278397002257407,3.0211626835807692e-06
106.0,0.0005223413463681936,2.704077132875682e-06
107.0,0.0005169003852643073,1.734232114358747e-06
108.0,0.0005115160020068288,1.422225409442035e-06
109.0,0.0005061877309344709,1.403412511535862e-06
110.0,0.0005009149899706244,5.994455477775773e-06
111.0,0.0004956971970386803,5.1239094318589196e-06
112.0,0.0004905337118543684,3.7291574699338526e-06
113.0,0.0004854240105487406,7.605576115565782e-07
114.0,0.0004803675692528486,3.4743013657134725e-06
115.0,0.0004753637476824224,2.1041184936620994e-06
116.0,0.0004704120510723442,1.7438431996197323e-06
117.0,0.00046551195555366576,1.218165834870888e-06
118.0,0.0004606629372574389,2.4395665150223067e-06
119.0,0.000455864385003224,2.0299123661970953e-06
120.0,0.00045111580402590334,5.517474050975579e-07
121.0,0.0004464167286641896,3.0432963740167907e-06
122.0,0.0004417665477376431,6.19135619217559e-07
123.0,0.00043716488289646804,1.0886608379223617e-06
124.0,0.0004326110938563943,4.940866915603692e-07
125.0,0.00042810477316379547,8.465797236567596e-07
126.0,0.0004236453678458929,9.869452242128318e-07
127.0,0.00041923238313756883,8.384502621083811e-07
128.0,0.00041486541158519685,4.397504653752549e-06
129.0,0.00041054398752748966,1.1718535688487464e-06
130.0,0.0004062674706801772,7.839753379812464e-07
131.0,0.000402035511797294,1.225858909492672e-06
132.0,0.00039784767432138324,4.327919668867253e-06
133.0,0.00039370349259115756,1.660617272136733e-06
134.0,0.0003896024136338383,1.4020280332260882e-06
135.0,0.0003855440590996295,9.153862947641755e-07
136.0,0.0003815280506387353,6.222213073669991e-07
137.0,0.0003775538061745465,1.0646590453688987e-06
138.0,0.0003736209764610976,2.4443863821943523e-06
139.0,0.00036972909583710134,2.145636244677007e-06
140.0,0.0003658778150565922,8.062963843258331e-07
141.0,0.0003620665811467916,1.197189703816548e-06
142.0,0.00035829507396556437,7.375981567747658e-07
143.0,0.00035456291516311467,2.0619795577658806e-06
144.0,0.00035086952266283333,7.364983503066469e-07
145.0,0.0003472146636340767,1.1062443263654131e-06
146.0,0.00034359784331172705,1.393775505675876e-06
147.0,0.00034001877065747976,1.226638119078416e-06
148.0,0.0003364768926985562,9.76931232798961e-07
149.0,0.00033297191839665174,9.245034675586794e-07
150.0,0.0003295035567134619,7.200432605714013e-07
151.0,0.00032607122557237744,6.422161504815449e-07
152.0,0.00032267466303892434,5.362940669328964e-07
153.0,0.00031931346165947616,1.9094306935585337e-06
154.0,0.00031598733039572835,8.512644171787542e-07
155.0,0.00031269583269022405,4.890753757536004e-07
156.0,0.00030943856108933687,5.585137046182354e-07
157.0,0.0003062153118662536,4.90056038415787e-07
158.0,0.00030302556115202606,1.5412523453051108e-06
159.0,0.00029986907611601055,9.121253015109687e-07
160.0,0.00029674542020075023,4.5288274463928246e-07
161.0,0.0002936543896794319,5.371770726014802e-07
162.0,0.00029059548978693783,4.034419873732986e-07
163.0,0.0002875684585887939,8.227159469242906e-07
164.0,0.00028457300504669547,6.221136459316767e-07
165.0,0.00028160872170701623,4.083972839907801e-07
166.0,0.0002786752884276211,4.912150757263589e-07
167.0,0.0002757724141702056,4.0914591181717697e-07
168.0,0.0002728998370002955,8.017406116778147e-07
169.0,0.0002700571494642645,1.152041477325838e-06
170.0,0.000267244060523808,5.708711228180618e-07
171.0,0.0002644603082444519,7.180425427577575e-07
172.0,0.0002617055142764002,4.553053258860018e-07
173.0,0.0002589794166851789,6.911178047630528e-07
174.0,0.0002562817244324833,1.1141264621983282e-06
175.0,0.0002536121755838394,5.104421347823518e-07
176.0,0.0002509703626856208,1.0210794698650716e-06
177.0,0.0002483561111148447,8.237297492996731e-07
178.0,0.00024576912983320653,3.3637439855738194e-07
179.0,0.00024320901138707995,4.531096351456654e-07
180.0,0.00024067559570539743,5.343549673852976e-07
181.0,0.00023816856264602393,3.8001553548383527e-07
182.0,0.00023568769393023103,7.627006652910495e-07
183.0,0.0002332326112082228,3.3684463573990797e-07
184.0,0.00023080311075318605,3.250487736750074e-07
185.0,0.00022839894518256187,4.460125637706369e-07
186.0,0.00022601979435421526,1.1281412071184604e-06
187.0,0.00022366542543750256,6.332894031402247e-07
188.0,0.00022133557649794966,6.860562393740111e-07
189.0,0.00021903004380874336,6.053820129636733e-07
190.0,0.00021674850722774863,4.020554911221552e-07
191.0,0.00021449069026857615,7.326336799451383e-07
192.0,0.0002122564474120736,6.173391966513009e-07
193.0,0.000210045458516106,1.1327166475894046e-06
194.0,0.00020785747619811445,3.0842244314044365e-07
195.0,0.0002056923258351162,3.790399034642178e-07
196.0,0.0002035497163888067,5.83318922053877e-07
197.0,0.00020142940047662705,5.325039182935143e-07
198.0,0.00019933120347559452,3.7980041156515654e-07
199.0,0.00019725483434740454,5.740416213484423e-07
200.0,0.0001952001330209896,7.042856964289967e-07
201.0,0.0001931667939061299,4.763335823554371e-07
202.0,0.0001911546423798427,6.058471626602113e-07
203.0,0.00018916348926723003,4.11592111504433e-07
204.0,0.00018719304352998734,7.59537954309053e-07
205.0,0.00018524311599321663,3.715933019066142e-07
206.0,0.00018331350293010473,5.103163971398317e-07
207.0,0.00018140401516575366,4.098320118828269e-07
208.0,0.0001795143907656893,3.5358232253202004e-07
209.0,0.00017764445510692894,4.39070049651491e-07
210.0,0.0001757940190145746,4.075837125583348e-07
211.0,0.00017396283510606736,5.041561053076293e-07
212.0,0.00017215072875842452,2.9357349262681964e-07
213.0,0.00017035749624483287,6.988691438891692e-07
214.0,0.00016858296294230968,4.600748582106462e-07
215.0,0.00016682689602021128,8.48316403789795e-07
216.0,0.00016508913540747017,2.9048584337942884e-07
217.0,0.00016336947737727314,4.807390041605686e-07
218.0,0.000161667718202807,2.974834671931603e-07
219.0,0.0001599836687091738,4.821324068871036e-07
220.0,0.00015831718337722123,2.9003669510530017e-07
221.0,0.00015666807303205132,4.650554785712302e-07
222.0,0.00015503611939493567,2.717676181873685e-07
223.0,0.00015342116239480674,4.7233265831891913e-07
224.0,0.00015182305651251227,2.567464889580151e-07
225.0,0.00015024156891740859,5.551832487071806e-07
226.0,0.00014867655409034342,5.668366043209971e-07
227.0,0.00014712783740833402,5.092568926556851e-07
228.0,0.00014559528790414333,3.80068740923889e-07
229.0,0.0001440786727471277,3.56851842298056e-07
230.0,0.0001425778609700501,3.409942621601658e-07
231.0,0.00014109269250184298,3.849141307910031e-07
232.0,0.00013962297816760838,2.2474766865343554e-06
233.0,0.00013816857244819403,4.818148795493471e-07
234.0,0.00013672932982444763,5.111833161208779e-07
235.0,0.00013530507567338645,3.107994075435272e-07
236.0,0.00013389564992394298,2.716998608320864e-07
237.0,0.00013250090705696493,2.9173401117077447e-07
238.0,0.00013112071610521525,5.670639779964404e-07
239.0,0.00012975488789379597,3.8882470221324184e-07
240.0,0.0001284032769035548,4.138144333865057e-07
241.0,0.00012706573761533946,2.798383036406449e-07
242.0,0.00012574216816574335,3.29764105799768e-07
243.0,0.00012443235027603805,4.7081027787498897e-07
244.0,0.00012313618208281696,4.095209646948206e-07
245.0,0.00012185353261884302,2.492420776434301e-07
246.0,0.00012058422726113349,2.898902380366053e-07
247.0,0.00011932814959436655,3.5063291647929873e-07
248.0,0.00011808515409938991,3.6528325608742307e-07
249.0,0.00011685511708492413,2.6033654876300716e-07
250.0,0.0001156378784799017,3.9950771224539494e-07
251.0,0.00011443331459304318,2.7166979066350905e-07
252.0,0.00011324132356094196,3.5587382285484637e-07
253.0,0.0001120617234846577,2.4712349500077835e-07
254.0,0.00011089441977674142,2.9893644182266144e-07
255.0,0.00010973927419399843,2.7352277243153367e-07
256.0,0.00010859615576919168,2.63646342091306e-07
257.0,0.00010746494808699936,2.3612987831711507e-07
258.0,0.00010634556383593008,3.1037890835250437e-07
259.0,0.00010523779201321304,3.125759917566029e-07
260.0,0.00010414157441118732,2.705886288367765e-07
261.0,0.00010305676551070064,3.290333552286029e-07
262.0,0.0001019832634483464,4.031458331610338e-07
263.0,0.00010092093725688756,2.9273067525537044e-07
264.0,9.986967052100226e-05,2.684504067929083e-07
265.0,9.8829397757072e-05,2.710970932184864e-07
266.0,9.77999297901988e-05,3.192231190496386e-07
267.0,9.678118658484891e-05,2.845762594461121e-07
268.0,9.577304444974288e-05,3.2070761335489806e-07
269.0,9.477541607338935e-05,3.1450397841581434e-07
270.0,9.378817048855126e-05,3.3289236966993485e-07
271.0,9.281121310777962e-05,3.214046273569693e-07
272.0,9.184446389554068e-05,3.2974068631119735e-07
273.0,9.08877482288517e-05,3.423958787607262e-07
274.0,8.994100062409416e-05,3.148166456412582e-07
275.0,8.900411921786144e-05,3.2580666697867855e-07
276.0,8.807699487078935e-05,3.355480941991118e-07
277.0,8.715952571947128e-05,3.377361679213209e-07
278.0,8.625161717645824e-05,3.404386745842203e-07
279.0,8.53531964821741e-05,3.7243725614644063e-07
280.0,8.446409628959373e-05,3.712086140694737e-07
281.0,8.358426566701382e-05,3.695679424708942e-07
282.0,8.271359547507018e-05,4.5202983756098547e-07
283.0,8.185199840227142e-05,4.1213323243027844e-07
284.0,8.099937258521095e-05,3.4892758549176506e-07
285.0,8.015563798835501e-05,4.410923395425925e-07
