epoch,learning_rate,validation_loss_Temperature
0.0,0.0015848932089284062,0.003532363334670663
1.0,0.0015683840028941631,0.0037869575899094343
2.0,0.0015520467422902584,0.0033539056312292814
3.0,0.0015358797973021865,0.003097930457442999
4.0,0.0015198810724541545,0.0030261825304478407
5.0,0.0015040490543469787,0.0027754653710871935
6.0,0.0014883819967508316,0.0026684103067964315
7.0,0.001472878153435886,0.002497456269338727
8.0,0.0014575357781723142,0.0022145917173475027
9.0,0.0014423532411456108,0.0019837194122374058
10.0,0.0014273286797106266,0.0019281726563349366
11.0,0.0014124608132988214,0.001764049637131393
12.0,0.0013977477792650461,0.0015831624623388052
13.0,0.0013831880642101169,0.0013983598910272121
14.0,0.0013687798054888844,0.001422648667357862
15.0,0.0013545218389481306,0.0012938522268086672
16.0,0.001340412301942706,0.001252218964509666
17.0,0.001326449797488749,0.0011292428243905306
18.0,0.0013126326957717538,0.0012256820918992162
19.0,0.0012989594833925366,0.0010914503363892436
20.0,0.0012854287633672357,0.0014455829514190555
21.0,0.0012720389058813453,0.0011810053838416934
22.0,0.0012587886303663254,0.00105008902028203
23.0,0.0012456763070076704,0.0010418212041258812
24.0,0.0012327005388215184,0.0011175292311236262
25.0,0.0012198600452393293,0.001551543828099966
26.0,0.0012071531964465976,0.001088154735043645
27.0,0.0011945788282901049,0.0011532510397955775
28.0,0.0011821354273706675,0.0011396158952265978
29.0,0.0011698215967044234,0.0010057678446173668
30.0,0.0011576359393075109,0.0009827096946537495
31.0,0.0011455774074420333,0.0010193681810051203
32.0,0.0011336442548781633,0.000976705108769238
33.0,0.0011218355502933264,0.0009944784687831998
34.0,0.0011101498967036605,0.000954681308940053
35.0,0.0010985858971253037,0.0009637069888412952
36.0,0.0010871423874050379,0.0010495302267372608
37.0,0.001075817970559001,0.0009991457918658853
38.0,0.0010646117152646184,0.0009509147494100034
39.0,0.0010535219917073846,0.0008799711358733475
40.0,0.001042547868564725,0.001116497558541596
41.0,0.0010316881816834211,0.00081963324919343
42.0,0.0010209414176642895,0.0009168927208520472
43.0,0.0010103066451847553,0.0011041632387787104
44.0,0.0009997827000916004,0.000791779428254813
45.0,0.0009893683018162847,0.001512188115157187
46.0,0.0009790625190362334,0.0008454613271169364
47.0,0.0009688640129752457,0.0007597836665809155
48.0,0.0009587717358954251,0.0013420465402305126
49.0,0.0009487845818512142,0.000967907253652811
50.0,0.0009389015031047165,0.0010106513509526849
51.0,0.0009291213355027139,0.0009571883711032569
52.0,0.0009194430313073099,0.0009457409614697099
53.0,0.0009098656009882689,0.0009216505568474531
54.0,0.0009003878221847117,0.0008943380089476705
55.0,0.0008910088217817247,0.0008291849517263472
56.0,0.0008817275520414114,0.0008293047430925071
57.0,0.0008725430234335363,0.002512052422389388
58.0,0.0008634540718048811,0.0009477261337451637
59.0,0.0008544597658328712,0.000857953738886863
60.0,0.0008455592324025929,0.000807430362328887
61.0,0.0008367513655684888,0.0009401338174939156
62.0,0.0008280352340079844,0.0007771796663291752
63.0,0.0008194099646061659,0.0009334324859082699
64.0,0.0008108744514174759,0.0007391081308014691
65.0,0.0008024278795346618,0.0008977006655186415
66.0,0.0007940693758428097,0.0007947309641167521
67.0,0.0007857978343963623,0.001049028243869543
68.0,0.0007776124984957278,0.000874704506713897
69.0,0.0007695124368183315,0.0008131979266181588
70.0,0.0007614967180415988,0.0012896456755697727
71.0,0.000753564469050616,0.0008988202316686511
72.0,0.0007457149331457913,0.0010070930002257228
73.0,0.0007379470625892282,0.0013372048269957304
74.0,0.0007302602170966566,0.001010251697152853
75.0,0.000722653407137841,0.0008760445052757859
76.0,0.0007151258178055286,0.0008567302138544619
77.0,0.0007076765759848058,0.0006897400016896427
78.0,0.0007003049831837416,0.0006924666231498122
79.0,0.0006930102244950831,0.000677781121339649
80.0,0.0006857913685962558,0.0007617559749633074
81.0,0.0006786477752029896,0.0006238774512894452
82.0,0.0006715785712003708,0.0006327027804218233
83.0,0.0006645829998888075,0.0009272911702282727
84.0,0.0006576603627763689,0.0006320708780549467
85.0,0.0006508097285404801,0.0013833708362653852
86.0,0.0006440305151045322,0.0009457277483306825
87.0,0.0006373218493536115,0.0008478077943436801
88.0,0.0006306831492111087,0.0007848634268157184
89.0,0.0006241135997697711,0.0007654845830984414
90.0,0.0006176124443300068,0.0007019129698164761
91.0,0.0006111790426075459,0.0007097312482073903
92.0,0.0006048126379027963,0.000697683310136199
93.0,0.0005985125317238271,0.000739622104447335
94.0,0.0005922780255787075,0.0007768131326884031
95.0,0.0005861085373908281,0.0006688694702461362
96.0,0.0005800032522529364,0.0007083538803271949
97.0,0.000573961588088423,0.000704667647369206
98.0,0.000567982904613018,0.0006764750578440726
99.0,0.0005620663869194686,0.0006184767698869109
100.0,0.0005562116275541484,0.0006018559215590358
101.0,0.0005504177534021437,0.0005949771148152649
102.0,0.0005446842988021672,0.000615784665569663
103.0,0.0005390105070546269,0.0005674121784977615
104.0,0.0005333958542905748,0.0005372070008888841
105.0,0.0005278397002257407,0.0005668646772392094
106.0,0.0005223413463681936,0.0005500587867572904
107.0,0.0005169003852643073,0.0005576755502261221
108.0,0.0005115160020068288,0.0007173395715653896
109.0,0.0005061877309344709,0.000522805901709944
110.0,0.0005009149899706244,0.0005495255463756621
111.0,0.0004956971970386803,0.000870188174303621
112.0,0.0004905337118543684,0.0005159879801794887
113.0,0.0004854240105487406,0.0006999081815592945
114.0,0.0004803675692528486,0.0005661832983605564
115.0,0.0004753637476824224,0.0006058739963918924
116.0,0.0004704120510723442,0.0005234747659415007
117.0,0.00046551195555366576,0.0005044921417720616
118.0,0.0004606629372574389,0.0004929111455567181
119.0,0.000455864385003224,0.0006081397295929492
120.0,0.00045111580402590334,0.0005086821620352566
121.0,0.0004464167286641896,0.0006254827021621168
122.0,0.0004417665477376431,0.0006263721152208745
123.0,0.00043716488289646804,0.0005169095238670707
124.0,0.0004326110938563943,0.0006848153425380588
125.0,0.00042810477316379547,0.00047406041994690895
126.0,0.0004236453678458929,0.0005045001744292676
127.0,0.00041923238313756883,0.0004825229407288134
128.0,0.00041486541158519685,0.0006161791388876736
129.0,0.00041054398752748966,0.00047505591646768153
130.0,0.0004062674706801772,0.0005955483065918088
131.0,0.000402035511797294,0.0006119956960901618
132.0,0.00039784767432138324,0.00047075492329895496
133.0,0.00039370349259115756,0.001720658503472805
134.0,0.0003896024136338383,0.0005200857995077968
135.0,0.0003855440590996295,0.0004751100786961615
136.0,0.0003815280506387353,0.0006241104565560818
137.0,0.0003775538061745465,0.0008052918710745871
138.0,0.0003736209764610976,0.0004549418808892369
139.0,0.00036972909583710134,0.0005630209343507886
140.0,0.0003658778150565922,0.0024380553513765335
141.0,0.0003620665811467916,0.0008292353595606983
142.0,0.00035829507396556437,0.000632158131338656
143.0,0.00035456291516311467,0.0005310971173457801
144.0,0.00035086952266283333,0.0005137582775205374
145.0,0.0003472146636340767,0.0006562626222148538
146.0,0.00034359784331172705,0.000611688825301826
147.0,0.00034001877065747976,0.0013381304452195764
148.0,0.0003364768926985562,0.0005059913964942098
149.0,0.00033297191839665174,0.0004498652124311775
150.0,0.0003295035567134619,0.0005390712176449597
151.0,0.00032607122557237744,0.0004550684243440628
152.0,0.00032267466303892434,0.0004308005445636809
153.0,0.00031931346165947616,0.00047112294123508036
154.0,0.00031598733039572835,0.0004359777376521379
155.0,0.00031269583269022405,0.0007960819057188928
156.0,0.00030943856108933687,0.00044495740439742804
157.0,0.0003062153118662536,0.0004424995859153569
158.0,0.00030302556115202606,0.0006761791300959885
159.0,0.00029986907611601055,0.00041362145566381514
160.0,0.00029674542020075023,0.0006910356460139155
161.0,0.0002936543896794319,0.0005142156151123345
162.0,0.00029059548978693783,0.0006007951451465487
163.0,0.0002875684585887939,0.0004127213323954493
164.0,0.00028457300504669547,0.000750974693801254
165.0,0.00028160872170701623,0.0008196000126190484
166.0,0.0002786752884276211,0.00048779603093862534
167.0,0.0002757724141702056,0.0003962992923334241
168.0,0.0002728998370002955,0.00044483598321676254
169.0,0.0002700571494642645,0.00040601761429570615
170.0,0.000267244060523808,0.0004228741745464504
171.0,0.0002644603082444519,0.0003964904462918639
172.0,0.0002617055142764002,0.0006117608863860369
173.0,0.0002589794166851789,0.000395657611079514
174.0,0.0002562817244324833,0.0003850010980386287
175.0,0.0002536121755838394,0.0006106700166128576
176.0,0.0002509703626856208,0.0004517328052315861
177.0,0.0002483561111148447,0.0007948456914164126
178.0,0.00024576912983320653,0.0004128144937567413
179.0,0.00024320901138707995,0.00038893314194865525
180.0,0.00024067559570539743,0.0003824116720352322
181.0,0.00023816856264602393,0.0003760766703635454
182.0,0.00023568769393023103,0.0004988485015928745
183.0,0.0002332326112082228,0.00038447059341706336
184.0,0.00023080311075318605,0.000380618788767606
185.0,0.00022839894518256187,0.00036827754229307175
186.0,0.00022601979435421526,0.0003835888928733766
187.0,0.00022366542543750256,0.0004653206851799041
188.0,0.00022133557649794966,0.0003670717414934188
189.0,0.00021903004380874336,0.00035924461553804576
190.0,0.00021674850722774863,0.0006234738393686712
191.0,0.00021449069026857615,0.00037310190964490175
192.0,0.0002122564474120736,0.0003577291208785027
193.0,0.000210045458516106,0.0003581661148928106
194.0,0.00020785747619811445,0.0003570295812096447
195.0,0.0002056923258351162,0.0003907890059053898
196.0,0.0002035497163888067,0.0003646771947387606
197.0,0.00020142940047662705,0.00036268457188270986
198.0,0.00019933120347559452,0.0003537002776283771
199.0,0.00019725483434740454,0.000618408084847033
200.0,0.0001952001330209896,0.00042636075522750616
201.0,0.0001931667939061299,0.00034956567105837166
202.0,0.0001911546423798427,0.0003502034523990005
203.0,0.00018916348926723003,0.0003513262781780213
204.0,0.00018719304352998734,0.00034698020317591727
205.0,0.00018524311599321663,0.00034511490957811475
206.0,0.00018331350293010473,0.00033774221083149314
207.0,0.00018140401516575366,0.00047956095659174025
208.0,0.0001795143907656893,0.0003619648632593453
209.0,0.00017764445510692894,0.00034235272323712707
210.0,0.0001757940190145746,0.0007585694547742605
211.0,0.00017396283510606736,0.00048491088091395795
212.0,0.00017215072875842452,0.0003411261714063585
213.0,0.00017035749624483287,0.00033640870242379606
214.0,0.00016858296294230968,0.00034993101144209504
215.0,0.00016682689602021128,0.0003348721656948328
